rlevel,topk,place_low_min,place_high_max,pop_min,pop_max,diff_pop_min,gap12_min,std_topn,std_max,bets,win_roi,win_hit,place_roi,place_hit,umaren_box_bets,umaren_box_roi,umaren_box_races,umaren_axis1_bets,umaren_axis1_roi,umaren_axis1_races
2,2,1.7,3.5,2,6,1,2.0,5,3.0,23,9.06521739130435,1.0,87.39130434782608,0.391304347826087,0,,0,64,115.625,23
2,2,1.5,3.5,2,6,0,2.0,5,3.5,81,74.75432098765431,1.0,87.28395061728395,0.43209876543209874,7,0.0,7,223,91.21076233183857,70
2,2,1.3,3.5,2,6,0,2.0,5,5.0,198,87.36313131313132,1.0,87.17171717171716,0.4696969696969697,28,126.07142857142857,24,521,74.12667946257197,165
2,2,1.6,3.5,2,6,0,2.0,5,3.0,51,34.90784313725491,1.0,87.05882352941177,0.43137254901960786,2,0.0,2,138,107.68115942028986,47
2,2,1.8,3.5,2,6,1,2.0,5,2.5,6,10.883333333333333,1.0,86.66666666666667,0.3333333333333333,0,,0,15,0.0,6
2,2,1.3,3.5,2,6,1,2.0,5,999.0,205,86.15219512195121,1.0,86.2439024390244,0.43414634146341463,19,0.0,15,678,82.43362831858407,188
2,2,1.6,3.5,2,6,1,2.0,5,3.5,37,8.756756756756756,1.0,86.21621621621621,0.3783783783783784,2,0.0,2,115,93.65217391304348,35
2,2,1.3,3.5,2,6,1,2.0,5,4.0,72,75.70416666666667,1.0,86.11111111111111,0.4305555555555556,12,0.0,8,202,71.83168316831683,62
2,2,1.4,3.5,2,6,1,2.0,5,999.0,191,90.23507853403139,1.0,86.07329842931937,0.42408376963350786,13,0.0,11,649,85.54699537750385,179
2,2,1.5,3.5,2,6,0,2.0,5,4.0,108,89.6074074074074,1.0,86.01851851851852,0.4351851851851852,9,0.0,9,299,85.65217391304348,93
2,2,2.1,3.5,2,6,0,2.0,5,999.0,59,35.35084745762712,1.0,85.9322033898305,0.3389830508474576,5,0.0,3,193,21.502590673575128,54
2,2,1.6,3.5,2,6,0,2.0,5,3.5,72,49.043055555555554,1.0,85.69444444444444,0.4166666666666667,5,0.0,5,204,94.16666666666667,63
2,2,1.5,3.5,2,6,1,2.0,5,999.0,169,84.55502958579882,1.0,85.44378698224851,0.40236686390532544,9,0.0,9,581,84.0275387263339,160
2,2,1.7,3.5,2,6,0,2.0,5,3.5,56,8.428571428571429,1.0,85.0,0.39285714285714285,4,0.0,4,162,80.37037037037037,49
2,2,1.6,3.5,2,6,1,2.0,5,3.0,26,8.830769230769233,1.0,85.0,0.38461538461538464,0,,0,73,116.7123287671233,26
2,2,1.5,3.5,2,6,1,2.0,5,4.0,58,69.31551724137933,1.0,84.3103448275862,0.39655172413793105,4,0.0,4,180,75.44444444444444,54
2,2,1.4,3.5,2,6,1,2.0,5,4.0,64,78.92656249999999,1.0,83.75,0.40625,6,0.0,4,194,72.88659793814432,59
2,2,1.5,3.5,2,6,0,2.0,5,6.0,199,87.17638190954776,1.0,83.16582914572864,0.41708542713567837,18,127.77777777777777,18,567,64.32098765432099,173
2,2,1.6,3.5,2,6,1,2.0,5,999.0,144,68.95069444444444,1.0,82.98611111111111,0.3819444444444444,6,0.0,6,497,88.26961770623743,138
2,2,1.8,3.5,2,6,1,2.0,5,3.5,29,9.137931034482758,1.0,82.75862068965517,0.3448275862068966,2,0.0,2,93,44.623655913978496,27
2,2,1.6,3.5,2,6,0,2.0,5,6.0,162,82.37283950617282,1.0,82.71604938271605,0.4012345679012346,11,209.0909090909091,11,477,64.92662473794549,144
2,2,1.5,3.5,2,6,0,2.0,5,5.0,149,81.9255033557047,1.0,82.41610738255034,0.4161073825503356,12,191.66666666666669,12,422,80.11848341232228,131
2,2,1.7,3.5,2,6,0,2.0,5,6.0,133,67.01353383458645,1.0,82.18045112781955,0.38345864661654133,8,287.5,8,401,60.049875311720704,119
2,2,1.9,3.5,2,6,0,2.0,5,3.0,23,8.78695652173913,1.0,82.17391304347827,0.34782608695652173,0,,0,58,75.51724137931033,23
2,2,2.1,3.5,2,6,0,2.0,5,3.5,19,9.468421052631578,1.0,82.10526315789474,0.3157894736842105,0,,0,66,62.878787878787875,19
2,2,1.3,3.5,2,6,1,2.0,5,6.0,131,71.46259541984732,1.0,82.06106870229007,0.4198473282442748,15,0.0,11,408,56.1764705882353,118
2,2,1.9,3.5,2,6,0,2.0,5,3.5,35,8.57142857142857,1.0,82.0,0.34285714285714286,3,0.0,3,106,62.54716981132076,32
2,2,2.0,3.5,2,6,0,2.0,5,999.0,84,52.77738095238096,1.0,81.9047619047619,0.3333333333333333,6,0.0,4,272,39.411764705882355,78
2,2,1.8,3.5,2,6,0,2.0,5,999.0,166,79.76385542168674,1.0,81.86746987951807,0.35542168674698793,12,0.0,10,527,54.079696394686906,152
2,2,1.9,3.5,2,6,1,2.0,5,999.0,85,63.97647058823529,1.0,81.76470588235294,0.3411764705882353,4,0.0,4,298,56.241610738255034,81
2,2,1.6,3.5,2,6,0,2.0,5,4.0,95,61.15263157894737,1.0,81.57894736842105,0.4,6,0.0,6,270,78.70370370370371,83
2,2,1.3,3.5,2,6,1,2.0,5,5.0,103,59.106796116504846,1.0,80.87378640776699,0.4174757281553398,13,0.0,9,306,53.627450980392155,92
2,2,1.7,3.5,2,6,1,2.0,5,999.0,125,65.58719999999998,1.0,80.80000000000001,0.36,5,0.0,5,438,61.3013698630137,120
2,2,2.0,3.5,2,6,0,2.0,5,3.0,18,9.200000000000001,1.0,80.55555555555556,0.3333333333333333,0,,0,46,95.21739130434783,18
2,2,1.4,3.5,2,6,1,2.0,5,6.0,119,75.16470588235295,1.0,79.91596638655463,0.3949579831932773,9,0.0,7,387,58.268733850129195,111
2,2,1.7,3.5,2,6,0,2.0,5,4.0,75,30.93200000000001,1.0,79.86666666666666,0.37333333333333335,5,0.0,5,217,69.40092165898616,65
2,2,2.1,3.5,2,6,0,2.0,5,6.0,38,33.755263157894746,1.0,79.73684210526316,0.3157894736842105,1,0.0,1,124,33.46774193548387,37
2,2,1.6,3.5,2,6,0,2.0,5,5.0,126,65.73809523809524,1.0,79.6031746031746,0.3888888888888889,8,287.5,8,368,80.02717391304348,112
2,2,2.0,3.5,2,6,0,2.0,5,3.5,28,8.9,1.0,79.28571428571428,0.32142857142857145,1,0.0,1,94,85.0,27
2,2,1.8,3.5,2,6,0,2.0,5,2.5,12,9.383333333333333,1.0,79.16666666666666,0.3333333333333333,1,0.0,1,32,38.4375,11
2,2,1.7,3.5,2,6,0,2.0,5,5.0,103,46.35631067961163,1.0,78.73786407766991,0.36893203883495146,6,383.33333333333337,6,308,73.24675324675324,92
2,2,2.1,3.5,2,6,1,2.0,5,4.0,20,9.45,1.0,78.0,0.3,1,0.0,1,64,64.84375,19
2,2,1.5,3.5,2,6,1,2.0,5,6.0,108,65.46481481481482,1.0,77.96296296296296,0.37037037037037035,7,0.0,7,355,46.0,101
2,2,1.4,3.5,2,6,1,2.0,5,5.0,91,62.318681318681314,1.0,77.91208791208791,0.38461538461538464,7,0.0,5,285,56.280701754385966,85
2,2,2.1,3.5,2,6,1,2.0,5,999.0,43,9.55813953488372,1.0,77.90697674418605,0.3023255813953488,1,0.0,1,155,26.7741935483871,42
2,2,2.0,3.5,2,6,1,2.0,5,3.0,13,9.230769230769232,1.0,77.6923076923077,0.3076923076923077,0,,0,34,55.88235294117647,13
2,2,2.1,3.5,2,6,0,2.0,5,3.0,13,9.553846153846155,1.0,77.6923076923077,0.3076923076923077,0,,0,36,52.77777777777778,13
2,2,1.9,3.5,2,6,1,2.0,5,3.0,16,8.962500000000002,1.0,77.5,0.3125,0,,0,42,45.23809523809524,16
2,2,2.1,3.5,2,6,1,2.0,5,6.0,30,9.693333333333335,1.0,77.33333333333333,0.3,1,0.0,1,97,42.78350515463917,29
2,2,1.9,3.5,2,6,0,2.0,5,6.0,73,62.23698630136985,1.0,77.26027397260275,0.3287671232876712,4,0.0,4,227,41.05726872246696,69
2,2,1.7,3.5,2,6,1,2.0,5,4.0,49,30.73061224489796,1.0,76.93877551020408,0.3469387755102041,3,0.0,3,156,74.93589743589743,46
2,2,1.6,3.5,2,6,1,2.0,5,4.0,54,28.524074074074075,1.0,76.66666666666667,0.35185185185185186,3,0.0,3,170,75.3529411764706,51
2,2,1.5,3.5,2,6,1,2.0,5,5.0,81,52.056790123456786,1.0,76.04938271604938,0.35802469135802467,5,0.0,5,256,57.8515625,76
2,2,1.9,3.5,2,6,0,2.0,5,4.0,44,21.09772727272727,1.0,75.9090909090909,0.3181818181818182,4,0.0,4,135,64.22222222222223,40
2,2,2.2,3.5,2,6,0,2.0,5,3.5,14,9.85,1.0,75.71428571428571,0.2857142857142857,0,,0,48,39.58333333333333,14
2,2,2.0,3.5,2,6,0,2.0,5,6.0,55,56.65636363636365,1.0,74.90909090909092,0.3090909090909091,2,0.0,2,178,48.53932584269663,53
2,2,1.8,3.5,2,6,1,2.0,5,999.0,103,54.28737864077669,1.0,74.85436893203884,0.32038834951456313,5,0.0,5,356,47.07865168539326,98
2,2,1.8,3.5,2,6,1,2.0,5,3.0,19,9.405263157894735,1.0,74.73684210526315,0.3157894736842105,0,,0,53,35.84905660377358,19
2,2,1.6,3.5,2,6,1,2.0,5,6.0,93,48.68924731182795,1.0,74.51612903225806,0.34408602150537637,5,0.0,5,301,51.69435215946844,88
2,2,1.7,3.5,2,6,1,2.0,5,6.0,83,43.071084337349404,1.0,74.4578313253012,0.3373493975903614,4,0.0,4,276,52.31884057971015,79
2,2,1.9,3.5,2,6,1,2.0,5,4.0,33,25.40909090909091,1.0,73.63636363636363,0.30303030303030304,3,0.0,3,105,58.952380952380956,30
2,2,1.8,3.5,2,6,0,2.0,5,3.5,44,8.602272727272727,1.0,73.4090909090909,0.3181818181818182,4,0.0,4,132,50.227272727272734,39
2,2,1.8,3.5,2,6,0,2.0,5,6.0,102,57.5313725490196,1.0,72.74509803921568,0.3235294117647059,7,0.0,7,313,29.77635782747604,93
2,2,1.7,3.5,2,6,1,2.0,5,5.0,67,24.971641791044778,1.0,72.53731343283583,0.3283582089552239,3,0.0,3,218,59.26605504587156,64
2,2,2.2,3.5,2,6,0,2.0,5,3.0,11,9.863636363636363,1.0,71.81818181818181,0.2727272727272727,0,,0,30,63.33333333333333,11
2,2,1.8,3.5,2,6,0,2.0,5,3.0,29,8.768965517241378,1.0,71.37931034482759,0.3103448275862069,1,0.0,1,79,55.44303797468354,28
2,2,2.0,3.5,2,6,0,2.0,5,4.0,35,8.894285714285713,1.0,70.85714285714285,0.2857142857142857,2,0.0,2,117,68.2905982905983,33
2,2,1.9,3.5,2,6,0,2.0,5,5.0,60,26.428333333333338,1.0,70.83333333333334,0.3,4,0.0,4,188,49.57446808510638,56
2,2,1.6,3.5,2,6,1,2.0,5,5.0,74,23.25945945945946,1.0,70.67567567567568,0.32432432432432434,4,0.0,4,233,60.25751072961374,70
2,2,2.1,3.5,2,6,0,2.0,5,4.0,26,9.307692307692307,1.0,70.0,0.2692307692307692,1,0.0,1,89,46.62921348314607,25
2,2,1.8,3.5,2,6,0,2.0,5,4.0,56,29.349999999999998,1.0,69.46428571428571,0.30357142857142855,5,0.0,5,166,52.2289156626506,49
2,2,1.9,3.5,2,6,1,2.0,5,6.0,55,40.80181818181819,1.0,69.45454545454545,0.2909090909090909,3,0.0,3,180,34.38888888888889,52
2,2,2.0,3.5,2,6,1,2.0,5,999.0,58,29.781034482758617,1.0,69.3103448275862,0.27586206896551724,1,0.0,1,214,25.747663551401867,57
2,2,2.0,3.5,2,6,1,2.0,5,4.0,26,9.023076923076925,1.0,68.46153846153847,0.2692307692307692,1,0.0,1,91,60.54945054945055,25
2,2,1.9,3.5,2,6,1,2.0,5,5.0,46,21.15434782608696,1.0,67.6086956521739,0.2826086956521739,3,0.0,3,147,42.10884353741496,43
2,2,1.8,3.5,2,6,0,2.0,5,5.0,78,30.07435897435898,1.0,67.05128205128204,0.2948717948717949,5,0.0,5,240,38.83333333333333,71
2,2,2.1,3.5,2,6,1,2.0,5,5.0,27,9.751851851851852,1.0,67.03703703703704,0.25925925925925924,1,0.0,1,87,47.701149425287355,26
2,2,1.8,3.5,2,6,1,2.0,5,4.0,39,23.08205128205128,1.0,66.92307692307692,0.28205128205128205,3,0.0,3,124,49.91935483870968,36
2,2,2.0,3.5,2,6,1,2.0,5,6.0,41,38.421951219512195,1.0,66.82926829268293,0.2682926829268293,1,0.0,1,142,38.80281690140845,40
2,2,2.2,3.5,2,6,1,2.0,5,4.0,16,9.64375,1.0,66.25,0.25,1,0.0,1,55,34.54545454545455,15
2,2,2.0,3.5,2,6,0,2.0,5,5.0,45,20.353333333333328,1.0,65.77777777777779,0.26666666666666666,2,0.0,2,149,57.986577181208055,43
2,2,2.2,3.5,2,6,1,2.0,5,999.0,32,9.743749999999999,1.0,65.625,0.25,1,0.0,1,122,15.573770491803279,31
2,2,1.8,3.5,2,6,1,2.0,5,6.0,68,34.72647058823529,1.0,64.70588235294117,0.27941176470588236,4,0.0,4,221,28.009049773755656,64
2,2,1.8,3.5,2,6,1,2.0,5,5.0,55,19.187272727272727,1.0,63.81818181818182,0.2727272727272727,3,0.0,3,178,34.7752808988764,52
2,2,2.2,3.5,2,6,0,2.0,5,999.0,41,31.90243902439025,1.0,62.926829268292686,0.24390243902439024,2,0.0,2,140,13.571428571428571,38
2,2,2.1,3.5,2,6,0,2.0,5,5.0,33,9.584848484848484,1.0,62.727272727272734,0.24242424242424243,1,0.0,1,112,37.05357142857143,32
2,2,2.2,3.5,2,6,0,2.0,5,6.0,26,45.092307692307685,1.0,60.0,0.23076923076923078,1,0.0,1,87,21.839080459770116,25
2,2,2.2,3.5,2,6,1,2.0,5,6.0,22,9.745454545454546,1.0,60.0,0.22727272727272727,1,0.0,1,76,25.0,21
2,2,2.0,3.5,2,6,1,2.0,5,5.0,34,9.461764705882352,1.0,59.705882352941174,0.23529411764705882,1,0.0,1,116,47.5,33
2,2,2.2,3.5,2,6,0,2.0,5,4.0,19,9.594736842105265,1.0,55.78947368421052,0.21052631578947367,1,0.0,1,65,29.230769230769234,18
2,2,2.2,3.5,2,6,1,2.0,5,5.0,20,9.8,1.0,53.0,0.2,1,0.0,1,70,27.142857142857142,19
2,2,2.2,3.5,2,6,0,2.0,5,5.0,23,9.73913043478261,1.0,46.08695652173913,0.17391304347826086,1,0.0,1,80,23.75,22
