場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
函館,2,未勝利,ダート,1700,良(暫定),Lv2 ,11,マーゴットクリュグ,3歳,松本大輝,小林真也,中距離,右回り,,ゴールドドリーム,,距離延長,9,E,12.2,1.0,12.2,1.0,35.6,1.0,38.4,,C,C,D,B,C
函館,2,未勝利,ダート,1700,良(暫定),Lv2 ,12,サラサチャチャチャ,3歳,丹内祐次,田中剛,中距離,右回り,,ダノンスマッシュ,休明初戦,距離短縮,2,B,13.2,13.0,13.2,9.0,36.9,,37.8,4.0,C,C,D,B,C
函館,2,未勝利,ダート,1700,良(暫定),Lv2 ,13,ソルトバーン,3歳,河原田菜,和田雄二,中距離,右回り,,ノーブルミッション,休明初戦,距離短縮,14,E,13.0,9.0,13.6,11.0,38.4,,42.1,,D,B,B,D,C
函館,2,未勝利,ダート,1700,良(暫定),Lv2 ,14,フローレスカラーズ,3歳,小林美駒,高木登,中距離,右回り,,ダノンレジェンド,休明2走,距離延長,6,D,12.6,4.0,12.6,2.0,36.0,5.0,38.6,,C,B,D,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,1,ギオンバヤシ,3歳,武豊,鈴木孝志,中距離,右回り,,ミッキーアイル,,距離短縮,3,C,13.2,10.0,13.9,12.0,36.7,,33.1,2.0,C,C,D,C,B
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,2,メイショウノヴァス,3歳,小沢大仁,大橋勇樹,中距離,右回り,,ノーブルミッション,休明2走,距離延長,5,D,12.8,4.0,13.2,6.0,34.7,1.0,34.7,,C,C,D,D,D
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,3,ヒルノボローニャ,3歳,横山和生,昆貢,中距離,右回り,,アメリカンペイトリオット,休明初戦,距離延長,8,D,14.1,16.0,14.1,15.0,37.5,,34.3,7.0,B,,,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,4,アームアンフルール,3歳,小林美駒,本間忍,中距離,右回り,,モーリス,休明3走,距離延長,13,E,12.6,2.0,12.7,1.0,35.7,4.0,34.4,,B,B,C,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,5,デイズインザサン,3歳,大久保友,小野次郎,中距離,右回り,,シルバーステート,休明2走,距離延長,16,E,13.0,7.0,13.0,3.0,36.4,7.0,34.6,,B,B,,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,6,ハヤブサブロー,3歳,吉田隼人,高橋義忠,中距離,右回り,,ハービンジャー,休明初戦,距離延長,7,D,13.0,7.0,13.0,3.0,35.8,5.0,33.9,4.0,B,C,,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,7,ゴコウコイコイ,3歳,国分恭介,栗田徹,中距離,右回り,,ゴールドシップ,,距離短縮,11,E,13.3,12.0,13.7,10.0,37.4,,34.2,5.0,C,C,C,B,D
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,8,インタノン,3歳,佐々木大,堀宣行,中距離,右回り,,キタサンブラック,休明2走,距離短縮,2,C,12.8,4.0,13.5,9.0,36.4,7.0,34.2,5.0,B,B,D,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,9,スチョウプリンセス,3歳,松本大輝,的場均,中距離,右回り,,モズアスコット,,距離延長,14,E,13.9,15.0,14.0,13.0,37.2,,33.8,3.0,D,B,B,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,10,ジャケットポケット,3歳,岩田康誠,奥村武,中距離,右回り,,レイデオロ,,,6,D,12.8,4.0,13.2,6.0,35.0,2.0,34.4,,D,C,C,C,C
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,11,ザタイムハズカム,3歳,北村友一,福永祐一,中距離,右回り,,キタサンブラック,休明初戦,距離延長,9,D,13.1,9.0,13.1,5.0,36.2,6.0,35.0,,B,C,D,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,12,ヤクジョ,3歳,石田拓郎,松永康利,中距離,右回り,,リアルスティール,休明初戦,,10,D,12.6,2.0,13.7,10.0,37.1,,34.9,,C,D,B,C,C
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,13,スリールーディカ,3歳,柴田裕一,橋田宜長,中距離,右回り,,Saxon Warrior,休明3走,,15,E,13.2,10.0,13.2,6.0,36.4,7.0,34.3,7.0,C,C,B,,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,14,マコトアディントン,3歳,丹内祐次,前川恭子,中距離,右回り,,オルフェーヴル,,,1,C,13.5,13.0,14.4,16.0,37.5,,32.9,1.0,D,C,C,D,B
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,15,ラインクインビー,3歳,古川吉洋,水野貴広,中距離,右回り,,スワーヴリチャード,,,12,E,13.5,13.0,14.0,13.0,36.5,,34.9,,D,B,C,B,
函館,3,未勝利,芝,2000,良(暫定),Lv4 ,16,ウインポーシャ,3歳,長浜鴻緒,矢嶋大樹,中距離,右回り,,リオンディーズ,休明3走,,4,C,12.4,1.0,12.8,2.0,35.0,2.0,34.8,,B,C,D,B,
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,1,クッカユフラ,3歳,斎藤新,池上昌和,中距離,右回り,,マジェスティックウォリアー,休明3走,距離短縮,7,D,13.3,13.0,13.3,8.0,36.5,4.0,39.0,,C,B,C,,
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,2,ニシノモリミチ,3歳,横山武史,高木登,中距離,右回り,,ダノンプレミアム,,距離短縮,2,C,12.7,7.0,13.2,7.0,36.6,5.0,38.4,5.0,C,C,C,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,3,ミリオンアップ,3歳,河原田菜,野中賢二,中距離,右回り,,オルフェーヴル,連闘,,9,D,12.5,5.0,13.9,12.0,36.9,,38.7,6.0,C,C,D,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,4,シバノパージャン,3歳,小沢大仁,牧田和弥,中距離,右回り,,シスキン,連闘,距離延長,12,E,12.4,4.0,12.4,1.0,,,,,C,C,,,
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,5,テリオスリコ,3歳,古川吉洋,松下武士,中距離,右回り,,ルーラーシップ,連闘,,14,E,12.8,9.0,14.4,13.0,36.8,7.0,38.2,3.0,C,C,C,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,6,ブリスフルイヤー,3歳,石田拓郎,新開幸一,中距離,右回り,,ニューイヤーズデイ,,距離短縮,6,C,13.0,10.0,13.1,5.0,37.0,,38.8,,C,C,B,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,7,セイカユウヒ,3歳,丹内祐次,石栗龍彦,中距離,右回り,,グレーターロンドン,,距離延長,10,E,12.1,1.0,13.1,5.0,36.1,1.0,37.7,1.0,C,,C,C,D
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,8,タイセイルビー,3歳,北村友一,千葉直人,中距離,右回り,,サトノダイヤモンド,,距離延長,5,C,12.6,6.0,13.4,11.0,36.4,2.0,38.2,3.0,C,C,C,B,D
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,9,ゴールデンダガー,3歳,横山和生,中舘英二,中距離,右回り,,フィエールマン,休明3走,距離短縮,8,D,12.2,3.0,12.9,4.0,,,,,C,C,D,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,10,マツリダシリウス,3歳,舟山瑠泉,水野貴広,中距離,右回り,,ウインバリアシオン,休明初戦,距離短縮,11,E,13.2,12.0,13.3,8.0,37.4,,39.2,,C,C,C,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,11,ブレイズランナー,3歳,長浜鴻緒,蛯名正義,中距離,右回り,,アルアイン,休明初戦,距離短縮,4,C,13.1,11.0,13.3,8.0,36.8,7.0,39.3,,C,C,C,C,B
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,12,ガーディアンテイル,3歳,岩田康誠,小手川準,中距離,右回り,,クリソベリル,休明3走,距離短縮,1,C,12.7,7.0,12.7,2.0,36.4,2.0,38.7,6.0,C,C,B,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,13,タガノシルフィー,3歳,浜中俊,石橋守,中距離,右回り,,モーニン,休明3走,距離延長,3,C,12.1,1.0,12.7,2.0,36.6,5.0,37.9,2.0,C,C,D,C,C
函館,4,未勝利,ダート,1700,良(暫定),Lv2 ,14,リベンジャー,3歳,国分恭介,柴田卓,中距離,右回り,,シニスターミニスター,,,13,E,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,1,ワイプユアアイズ,2歳,横山和生,柄崎将寿,短距離,右回り,,アドマイヤマーズ,,,9,D,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,2,イモージェン,2歳,北村友一,池添学,短距離,右回り,,サリオス,,,3,C,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,3,ファサ,2歳,武豊,井上智史,短距離,右回り,,Showcasing,,,4,C,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,4,ラピッドテソーロ,2歳,丹内祐次,畠山吉宏,短距離,右回り,,キタサンブラック,,,1,B,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,5,セイウンコハルタ,2歳,長浜鴻緒,柄崎将寿,短距離,右回り,,リーチザクラウン,,,7,D,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,6,ソニックアイル,2歳,横山武史,平岩大典,短距離,右回り,,ミッキーアイル,,,2,B,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,7,タイガーストリート,2歳,小沢大仁,大橋勇樹,短距離,右回り,,フィレンツェファイア,,,8,D,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,8,ショコラリーヴ,2歳,古川吉洋,宮徹,短距離,右回り,,ファインニードル,,,10,D,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,9,スノーウィスパー,2歳,佐々木大,須貝尚介,短距離,右回り,,ニューイヤーズデイ,,,5,D,,,,,,,,,,,,,
函館,5,新馬,芝,1200,良(暫定),Lv1 ,10,チカバリエンテ,2歳,小林美駒,藤野健太,短距離,右回り,,シルバーステート,,,6,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,1,クラウスーラ,2歳,横山武史,小栗実,短距離,右回り,,ニューイヤーズデイ,,,1,B,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,2,デスティネーション,2歳,舟山瑠泉,加藤公太,短距離,右回り,,イスラボニータ,,,8,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,3,アースグリッパー,2歳,武豊,秋山真一,短距離,右回り,,ヘニーヒューズ,,,2,B,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,4,ノリヤンモーニン,2歳,浜中俊,佐藤悠太,短距離,右回り,,モーニン,,,4,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,5,イチゴワタアメ,2歳,小林美駒,中舘英二,短距離,右回り,,マテラスカイ,,,7,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,6,ベイビーブラザー,2歳,吉田隼人,安達昭夫,短距離,右回り,,ホットロッドチャーリー,,,5,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,7,サンクレセント,2歳,丹内祐次,伊藤圭三,短距離,右回り,,ディスクリートキャット,,,3,C,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,8,アークレオン,2歳,小沢大仁,高柳大輔,短距離,右回り,,チュウワウィザード,,,10,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,9,ノヴァフォルス,2歳,遠藤汰月,本間忍,短距離,右回り,,スマートファルコン,,,11,E,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,10,ワイドウィンザー,2歳,斎藤新,西園翔太,短距離,右回り,,ワイドファラオ,,,9,D,,,,,,,,,,,,,
函館,6,新馬,ダート,1000,良(暫定),Lv1 ,11,カクシンゴールド,2歳,柴田裕一,中竹和也,短距離,右回り,,マテラスカイ,,,6,D,,,,,,,,,,,,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,1,ヴィンテール,3歳,河原田菜,池江泰寿,中距離,右回り,,エピファネイア,休明2走,距離短縮,16,E,13.7,16.0,13.7,14.0,36.9,,34.9,,C,B,,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,2,ダーリンダーリン,3歳,浜中俊,秋山真一,中距離,右回り,,ダノンキングリー,休明初戦,距離短縮,8,D,12.4,3.0,12.4,1.0,35.5,4.0,34.1,4.0,C,A,C,C,C
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,3,アンビエントポップ,3歳,池添謙一,上村洋行,中距離,右回り,,ヴァンゴッホ,,,1,A,12.7,6.0,12.7,5.0,34.6,1.0,36.0,,C,B,,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,4,モーリア,3歳,落合玄太,伊藤大士,中距離,右回り,,モーリス,休明初戦,,15,E,12.8,7.0,13.4,11.0,35.7,7.0,38.0,,C,C,,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,5,ジュラトリー,3歳,横山武史,池上昌和,中距離,右回り,,コントレイル,休明初戦,距離延長,3,C,13.1,10.0,13.3,9.0,36.0,,34.6,6.0,B,B,C,B,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,6,サウンドファミリエ,3歳,小林美駒,和田正一,中距離,右回り,,シルバーステート,休明2走,距離短縮,9,D,13.4,14.0,13.4,11.0,37.0,,34.7,8.0,D,C,B,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,7,シンデレラカラー,3歳,岩田康誠,加藤和宏,中距離,右回り,,ビーチパトロール,,距離延長,11,D,12.8,7.0,13.1,7.0,36.5,,38.6,,C,C,C,B,C
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,8,ルナティックブルー,3歳,小沢大仁,今野貞一,中距離,右回り,,リオンディーズ,休明3走,,4,C,13.3,13.0,13.6,13.0,35.5,4.0,34.8,,C,C,B,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,9,アトリ,3歳,北村友一,清水久詞,中距離,右回り,,シスキン,休明2走,,10,D,12.3,1.0,12.7,5.0,34.6,1.0,34.6,6.0,B,C,C,C,B
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,10,メメボス,3歳,横山和生,飯田祐史,中距離,右回り,,コントレイル,休明初戦,距離延長,6,D,13.1,10.0,13.3,9.0,36.1,,34.9,,C,B,B,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,11,アーミル,3歳,舟山瑠泉,高柳大輔,中距離,右回り,,シルバーステート,休明初戦,距離短縮,13,D,13.6,15.0,13.7,14.0,36.7,,34.5,5.0,C,B,,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,12,グランマズドリーム,3歳,古川吉洋,田中勝春,中距離,右回り,,シルバーステート,休明3走,距離延長,14,E,12.3,1.0,12.6,3.0,35.7,7.0,35.1,,B,C,D,C,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,13,ドルマバフチェ,3歳,長浜鴻緒,千葉直人,中距離,右回り,,Palace Pier,休明初戦,距離延長,7,D,12.8,7.0,14.4,16.0,35.8,,35.1,,D,C,C,B,C
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,14,メイショウローゼ,3歳,吉田隼人,本田優,中距離,右回り,,ロジャーバローズ,,距離延長,5,D,13.2,12.0,13.2,8.0,36.0,,33.6,1.0,C,C,C,D,C
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,15,ギルランダ,3歳,横山琉人,中舘英二,中距離,右回り,,サトノクラウン,休明3走,,2,C,12.5,4.0,12.5,2.0,35.6,6.0,34.0,3.0,D,D,B,,
函館,7,未勝利,芝,1800,良(暫定),Lv3 ,16,ベネディクション,3歳,古川奈穂,矢作芳人,中距離,右回り,,エピファネイア,,距離延長,12,D,12.6,5.0,12.6,3.0,35.3,3.0,33.9,2.0,D,D,C,C,B
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,1,フクシマコウヨウ,4歳,岩田康誠,小島茂之,短距離,右回り,,アドマイヤマーズ,休明2走,距離短縮,9,D,12.8,12.0,13.1,7.0,36.5,,40.2,,C,C,C,D,B
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,2,エムフォー,3歳,小林美駒,石坂公一,短距離,右回り,,フォーウィールドライブ,休明初戦,距離短縮,2,B,11.7,1.0,13.4,12.0,34.2,1.0,35.6,2.0,C,B,C,,
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,3,セイルロケット,4歳,小沢大仁,橋口慎介,短距離,右回り,,スワーヴリチャード,休明初戦,距離短縮,10,D,12.2,10.0,12.5,3.0,35.3,4.0,38.6,,C,B,,,C
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,4,キャンドルマス,5歳以上,北村友一,小崎憲,短距離,右回り,,パイロ,連闘,,4,C,12.5,11.0,13.1,7.0,36.5,,35.2,1.0,C,B,D,C,B
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,5,ムーンブランシュ,3歳,古川吉洋,牧光二,短距離,右回り,,ドレフォン,連闘,,5,D,12.1,6.0,12.6,5.0,35.8,,36.1,4.0,C,C,D,D,B
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,6,グッバイウェーブ,4歳,横山琉人,中川公成,短距離,右回り,,ミスターメロディ,,,8,D,12.0,5.0,13.1,7.0,35.9,,38.3,,D,C,C,C,D
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,7,クイーンレグナント,3歳,横山和生,嘉藤貴行,短距離,右回り,,タワーオブロンドン,休明3走,,3,C,11.7,1.0,13.0,6.0,34.7,2.0,36.7,6.0,B,C,C,B,C
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,8,カップッチョ,5歳以上,遠藤汰月,佐藤吉勝,短距離,右回り,,ジョーカプチーノ,休明初戦,,11,E,12.1,6.0,13.3,10.0,37.2,,36.4,5.0,D,B,C,C,C
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,9,タイセイブルーム,3歳,長浜鴻緒,古賀慎明,短距離,右回り,,マテラスカイ,,距離短縮,6,D,12.1,6.0,12.4,2.0,35.3,4.0,37.3,,C,C,C,C,C
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,10,クロナ,3歳,舟山瑠泉,高橋亮,短距離,右回り,,スワーヴリチャード,連闘,,1,A,11.9,3.0,12.3,1.0,35.2,3.0,35.6,2.0,C,D,B,B,
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,11,ワイルドゴーア,4歳,石田拓郎,加藤士津,短距離,右回り,,タワーオブロンドン,休明2走,,7,D,11.9,3.0,12.5,3.0,35.6,6.0,41.6,,D,D,C,C,C
函館,8,自己条件,ダート,1000,良(暫定),Lv2 ,12,サイコウダネ,5歳以上,河原田菜,天間昭一,短距離,右回り,,タリスマニック,,距離短縮,12,E,12.1,6.0,13.3,10.0,35.9,,38.6,,B,C,C,C,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,1,メイショウハッケイ,3歳,浜中俊,本田優,短距離,右回り,,ダイワメジャー,休明初戦,距離短縮,5,D,12.6,8.0,13.5,10.0,35.4,,34.4,5.0,B,C,D,C,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,2,デルマリシリ,3歳,北村友一,田中克典,短距離,右回り,,ビッグアーサー,休明初戦,,1,A,12.1,3.0,12.6,3.0,34.5,4.0,34.2,4.0,C,C,C,D,
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,3,フレンドモナコ,3歳,遠藤汰月,加藤和宏,短距離,右回り,,ビーチパトロール,連闘,,10,E,11.9,1.0,12.6,3.0,34.5,4.0,34.1,3.0,B,B,B,C,B
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,4,コモンスナイプ,4歳,横山琉人,藤岡健一,短距離,右回り,,Too Darn Hot,休明初戦,,8,D,12.6,8.0,12.7,5.0,35.3,,34.4,5.0,C,C,D,D,
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,5,プルヴォワール,3歳,丹内祐次,竹内正洋,短距離,右回り,,Dabirsim,休明初戦,距離短縮,7,D,11.9,1.0,12.8,6.0,34.5,4.0,34.7,,D,B,D,D,C
函館,9,自己条件,芝,1200,良(暫定),Lv2 ,6,プリンセスモコ,3歳,佐々木大,藤原英昭,短距離,右回り,,Charlatan,連闘,,2,C,12.1,3.0,12.2,1.0,34.2,1.0,33.8,1.0,D,D,D,D,C
