場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,11,ドナソレイ,2歳,石田拓郎,伊藤圭三,短距離,右回り,,マテラスカイ,休明2走,,4,C,12.3,6.0,12.7,7.0,36.0,7.0,38.2,4.0,B,C,E,C,
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,12,フクノハリファ,2歳,上里直汰,千葉直人,短距離,右回り,,ファインニードル,,距離短縮,7,D,12.4,8.0,12.4,3.0,36.8,,40.7,,B,,,,
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,13,アルサック,2歳,丸山元気,西園正都,短距離,右回り,,シルバーステート,,,2,B,12.2,5.0,12.5,4.0,35.5,5.0,38.5,7.0,B,C,,,
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,14,ワイドアルバ,2歳,吉村誠之,藤野健太,短距離,右回り,,タワーオブロンドン,,距離短縮,9,D,12.6,10.0,13.1,9.0,36.0,7.0,37.4,1.0,C,D,C,E,C
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,15,シェイプオブユー,2歳,川又賢治,吉村圭司,短距離,右回り,,タワーオブロンドン,,距離短縮,8,D,12.1,3.0,12.1,1.0,36.0,7.0,38.9,8.0,C,C,,,
福島,1,未勝利,ダート,1150,良(暫定),Lv2 ,16,ルクスレイモンド,2歳,荻野極,上原佑紀,短距離,右回り,,ヘニーヒューズ,,距離短縮,1,B,12.6,10.0,12.6,5.0,36.5,,37.6,2.0,C,,,,
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,1,オリージネアリア,3歳,鮫島克駿,吉村圭司,中距離,右回り,,ディスクリートキャット,休明2走,距離延長,4,C,12.4,5.0,13.1,10.0,35.1,2.0,36.6,3.0,D,E,C,C,D
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,2,ノーブルアクト,5歳以上,水沼元輝,上原博之,中距離,右回り,,マクフィ,休明2走,,11,E,12.9,14.0,13.8,14.0,37.1,,37.7,6.0,C,C,C,C,B
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,3,メイショウハマギク,3歳,高杉吏麒,藤岡健一,中距離,右回り,,マインドユアビスケッツ,休明初戦,,14,E,12.5,9.0,12.9,7.0,35.2,3.0,39.1,,B,B,E,C,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,4,ベルチュガダン,3歳,丸山元気,矢嶋大樹,中距離,右回り,,フィエールマン,休明初戦,距離短縮,2,B,12.7,11.0,12.7,2.0,35.5,7.0,39.5,,C,C,B,,
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,5,カスバートテソーロ,3歳,吉田隼人,畠山吉宏,中距離,右回り,,ゴールドアクター,休明初戦,,5,C,13.1,15.0,13.5,13.0,37.3,,38.3,,B,C,D,C,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,6,ペイシャアンジェロ,5歳以上,松岡正海,伊藤伸一,中距離,右回り,,ストロングリターン,休明初戦,,15,E,12.4,5.0,13.4,12.0,36.1,,38.2,,C,B,C,D,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,7,ロンシャンクイーン,5歳以上,西塚洸二,野中賢二,中距離,右回り,,ミッキーアイル,,距離延長,9,D,12.1,2.0,12.9,7.0,34.7,1.0,38.0,7.0,D,B,C,C,D
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,8,シュニー,5歳以上,西村淳也,小崎憲,中距離,右回り,,マインドユアビスケッツ,休明2走,距離延長,13,E,12.4,5.0,,,35.3,4.0,36.8,4.0,,D,C,D,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,9,フィールオーサム,3歳,丹内祐次,岩戸孝樹,中距離,右回り,,ルヴァンスレーヴ,休明初戦,距離短縮,1,B,12.3,3.0,12.7,2.0,35.9,,36.8,4.0,C,C,D,B,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,10,ラーナローザ,3歳,荻野極,畠山吉宏,中距離,右回り,,ドレフォン,,距離延長,7,D,12.7,11.0,12.8,4.0,35.3,4.0,38.4,,D,C,C,C,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,11,ステラスプレンダー,4歳,小沢大仁,石坂公一,中距離,右回り,,ロードカナロア,休明2走,距離短縮,12,E,12.0,1.0,12.9,7.0,36.1,,40.2,,B,C,D,C,C
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,12,ベルメサイア,4歳,亀田温心,西村真幸,中距離,右回り,,ホッコータルマエ,休明2走,距離延長,6,D,12.3,3.0,12.6,1.0,35.6,,36.3,2.0,B,D,C,B,D
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,13,チギリ,3歳,舟山瑠泉,鹿戸雄一,中距離,右回り,,レッドファルクス,休明2走,距離延長,10,D,12.4,5.0,13.3,11.0,,,,,C,C,C,E,B
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,14,サザンティスプーン,3歳,横山武史,鈴木伸尋,中距離,右回り,,アニマルキングダム,,距離延長,3,C,12.8,13.0,12.8,4.0,36.6,,35.9,1.0,B,C,B,C,D
福島,2,自己条件,ダート,1700,良(暫定),Lv3 ,15,ユージュアーナ,3歳,斎藤新,奥村豊,中距離,右回り,,リアルスティール,休明初戦,,8,D,12.6,10.0,12.8,4.0,35.4,6.0,38.9,,C,B,D,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,1,タケルハーロック,3歳,亀田温心,高柳大輔,中距離,右回り,,ナダル,休明2走,距離短縮,1,A,12.4,3.0,13.3,8.0,35.9,1.0,39.0,,C,C,C,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,2,キングベルベット,4歳,永島まな,国枝栄,中距離,右回り,,カリフォルニアクローム,休明初戦,,5,D,12.6,5.0,13.9,13.0,36.4,6.0,38.1,,D,B,C,C,D
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,3,ブレイクザアイス,5歳以上,石神深道,森一誠,中距離,右回り,,ラニ,休明3走,,4,C,12.6,5.0,14.0,15.0,36.5,,36.6,2.0,C,C,C,D,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,4,レイザリオ,3歳,斎藤新,橋口慎介,中距離,右回り,,アドマイヤマーズ,休明初戦,距離延長,11,E,12.3,2.0,13.1,4.0,,,,,D,C,D,D,B
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,5,マナエトレ,3歳,吉村誠之,清水久詞,中距離,右回り,,モズアスコット,,距離短縮,3,C,13.0,13.0,13.0,3.0,37.3,,37.8,7.0,C,B,C,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,6,キミオモウハナ,3歳,秋山稔樹,杉山佳明,中距離,右回り,,ルヴァンスレーヴ,休明初戦,距離短縮,10,E,13.2,15.0,13.9,13.0,37.1,,38.3,,C,B,C,B,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,7,タニセンドリーム,4歳,上里直汰,加藤士津,中距離,右回り,,マジェスティックウォリアー,休明3走,距離短縮,6,D,12.7,9.0,12.7,1.0,36.0,4.0,38.8,,B,C,C,D,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,8,グロリアスヒーロー,5歳以上,石田拓郎,高木登,中距離,右回り,,スクリーンヒーロー,,距離短縮,15,E,12.6,5.0,13.1,4.0,35.9,1.0,39.1,,B,B,C,C,B
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,9,クールシェルタ,5歳以上,横山琉人,高橋文雅,中距離,右回り,,アポロキングダム,,距離短縮,12,E,12.7,9.0,13.5,10.0,37.5,,38.2,,C,D,D,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,10,テーオーノーベル,3歳,柴田裕一,岡田稲男,中距離,右回り,,ロードカナロア,休明3走,距離延長,14,E,12.9,11.0,13.2,7.0,36.4,6.0,37.6,6.0,D,,B,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,11,マンオブザマッチ,3歳,舟山瑠泉,高橋義忠,中距離,右回り,,ファインニードル,休明2走,距離短縮,8,D,12.9,11.0,13.4,9.0,36.9,,37.5,5.0,C,C,C,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,12,ラストレガシー,3歳,高杉吏麒,手塚貴久,中距離,右回り,,ドゥラメンテ,休明3走,距離短縮,7,D,12.6,5.0,13.1,4.0,36.9,,36.7,3.0,B,C,D,C,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,13,ブルーカミング,3歳,古川奈穂,牧浦充徳,中距離,右回り,,ロジャーバローズ,休明初戦,,9,D,13.0,13.0,13.8,12.0,36.3,5.0,37.1,4.0,D,D,D,B,C
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,14,スマートブル,3歳,鷲頭虎太,井上智史,中距離,右回り,,オーヴァルエース,休明初戦,,2,C,12.2,1.0,13.5,10.0,35.9,1.0,38.2,,B,C,,C,B
福島,3,自己条件,ダート,1700,良(暫定),Lv3 ,15,ペロ,4歳,小林凌大,小西一男,中距離,右回り,,シルバーステート,休明初戦,距離短縮,13,E,12.4,3.0,12.8,2.0,37.1,,36.2,1.0,D,C,B,B,C
福島,4,未勝利,障害,2770,良(暫定),,1,ノイシュタット,3歳,水沼元輝,杉浦宏昭,長距離,右回り,,ニューイヤーズデイ,休明初戦,距離延長,10,D,12.6,6.0,13.0,1.0,36.5,3.0,39.2,6.0,B,B,C,C,C
福島,4,未勝利,障害,2770,良(暫定),,2,グラヴィテ,5歳以上,黒岩悠,藤野健太,長距離,右回り,,ネオユニヴァース,休明2走,距離延長,3,C,12.3,3.0,,,,,,,C,C,C,C,C
福島,4,未勝利,障害,2770,良(暫定),,3,ダイシンネイビー,4歳,金子光希,戸田博文,長距離,右回り,,シルバーステート,休明初戦,距離短縮,13,E,12.1,1.0,,,36.1,2.0,38.6,5.0,C,C,D,D,B
福島,4,未勝利,障害,2770,良(暫定),,4,デスティネ,5歳以上,土田真翔,萱野浩二,長距離,右回り,,リアルインパクト,休明2走,距離延長,9,D,,,,,,,,,C,C,C,,
福島,4,未勝利,障害,2770,良(暫定),,5,フジフォンテ,5歳以上,石神深一,粕谷昌央,長距離,右回り,,ロージズインメイ,休明初戦,距離延長,8,D,12.9,9.0,13.8,4.0,38.2,6.0,37.6,2.0,C,C,C,C,C
福島,4,未勝利,障害,2770,良(暫定),,6,マテンロウノカゼ,4歳,森一馬,昆貢,長距離,右回り,,ドゥラメンテ,,距離延長,7,D,12.7,8.0,13.2,2.0,37.9,5.0,38.1,4.0,C,B,C,E,C
福島,4,未勝利,障害,2770,良(暫定),,7,ハイウェイスター,4歳,中村将之,宮本博,長距離,右回り,,アメリカンペイトリオット,,距離短縮,5,D,12.3,3.0,,,38.4,7.0,37.0,1.0,C,A,D,C,C
福島,4,未勝利,障害,2770,良(暫定),,8,フェスティヴビーム,5歳以上,草野太郎,畠山吉宏,長距離,右回り,,リアルスティール,,距離短縮,2,B,12.6,6.0,,,,,,,C,C,C,C,D
福島,4,未勝利,障害,2770,良(暫定),,9,コンバスチョン,5歳以上,上野翔,伊藤圭三,長距離,右回り,,ディスクリートキャット,休明初戦,距離延長,6,D,12.2,2.0,13.2,2.0,33.9,1.0,40.5,7.0,C,B,A,D,C
福島,4,未勝利,障害,2770,良(暫定),,10,アゼム,3歳,小野寺祐,坂口智康,長距離,右回り,,ヘンリーバローズ,休明初戦,距離延長,14,E,13.0,11.0,14.6,6.0,,,,,B,C,C,D,C
福島,4,未勝利,障害,2770,良(暫定),,11,インターステラ,3歳,伴啓太,天間昭一,長距離,右回り,,ダノンバラード,休明初戦,距離延長,11,E,13.3,12.0,,,37.5,4.0,38.0,3.0,,C,C,C,C
福島,4,未勝利,障害,2770,良(暫定),,12,ヴァランセカズマ,5歳以上,大江原圭,蛯名利弘,長距離,右回り,,モンテロッソ,,距離短縮,4,D,13.5,13.0,,,,,,,C,C,C,C,
福島,4,未勝利,障害,2770,良(暫定),,13,オステリア,5歳以上,高田潤,宮本博,長距離,右回り,,ドレフォン,,距離短縮,1,A,12.5,5.0,,,,,,,C,C,C,C,C
福島,4,未勝利,障害,2770,良(暫定),,14,モスクロッサー,4歳,坂口智康,国枝栄,長距離,右回り,,ハーツクライ,休明初戦,距離延長,12,E,12.9,9.0,14.4,5.0,,,,,C,C,C,C,C
福島,5,新馬,芝,1800,良(暫定),Lv2 ,1,ピカソジャスパー,2歳,谷原柚希,松山将樹,中距離,右回り,,タリスマニック,,,14,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,2,ノーブルジャッカル,2歳,武藤雅,武藤善則,中距離,右回り,,サトノダイヤモンド,,,16,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,3,レイヌドプランタン,2歳,横山琉人,矢嶋大樹,中距離,右回り,,モーリス,,,8,D,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,4,ポプリーニ,2歳,鷲頭虎太,井上智史,中距離,右回り,,レイデオロ,,,11,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,5,クロンヌジャン,2歳,丹内祐次,鈴木孝志,中距離,右回り,,アメリカンペイトリオット,休明初戦,,7,D,,,,,,,,,C,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,6,エクストラダーク,2歳,丸山元気,和田雄二,中距離,右回り,,シルバーステート,,,9,D,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,7,マーゴットデウス,2歳,小沢大仁,今野貞一,中距離,右回り,,ドレフォン,,,12,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,8,ウェイクフィールド,2歳,高杉吏麒,嘉藤貴行,中距離,右回り,,キズナ,,,4,C,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,9,ウインアベリア,2歳,石神深道,和田正一,中距離,右回り,,シルバーステート,,,13,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,10,インナーヴォイス,2歳,吉村誠之,清水久詞,中距離,右回り,,キタサンブラック,,,5,D,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,11,ミエノストロング,2歳,荻野極,上原佑紀,中距離,右回り,,シスキン,,,1,B,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,12,ノヴェルカフナ,2歳,舟山瑠泉,土田稔,中距離,右回り,,スマートオーディン,,,15,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,13,サムシングスイート,2歳,横山武史,伊藤大士,中距離,右回り,,サートゥルナーリア,,,2,B,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,14,ノーブルホライズン,2歳,柴田大知,粕谷昌央,中距離,右回り,,キセキ,,,10,E,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,15,トゥスコラーナ,2歳,武豊,松永幹夫,中距離,右回り,,ハービンジャー,,,3,B,,,,,,,,,,,,,
福島,5,新馬,芝,1800,良(暫定),Lv2 ,16,ファンクション,2歳,斎藤新,斎藤誠,中距離,右回り,,アルアイン,,,6,D,,,,,,,,,,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,1,ニルマーネル,2歳,横山和生,小島茂之,短距離,右回り,,モーリス,休明初戦,距離短縮,1,B,12.7,12.0,12.7,9.0,36.0,,36.1,,D,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,2,ジャスパールビー,2歳,田山旺佑,森秀行,短距離,右回り,,Leinster,,距離短縮,5,C,12.4,4.0,12.4,3.0,35.3,,34.8,3.0,D,C,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,3,カシノプロスペリテ,2歳,原田和真,蛯名利弘,短距離,右回り,,フィレンツェファイア,休明初戦,距離短縮,16,E,12.8,16.0,13.0,13.0,37.4,,37.1,,C,C,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,4,ウインドトリック,2歳,藤懸貴志,鈴木孝志,短距離,右回り,,エイシンヒカリ,休明初戦,距離短縮,12,D,12.4,4.0,12.4,3.0,34.2,2.0,34.3,1.0,B,D,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,5,カレンデュラ,2歳,嶋田純次,南田美知,短距離,右回り,,アルアイン,連闘,,3,C,12.0,1.0,12.0,1.0,33.9,1.0,35.1,4.0,C,D,B,A,C
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,6,ニシノタチアナ,2歳,今村聖奈,清水英克,短距離,右回り,,グレーターロンドン,,,9,D,12.4,4.0,12.4,3.0,34.7,4.0,35.6,,B,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,7,プラヤデルカルメン,2歳,和田陽希,杉山晴紀,短距離,右回り,,ロードカナロア,,距離短縮,7,D,12.5,7.0,12.5,6.0,35.5,,35.8,,D,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,8,リラベガ,2歳,横山武史,岩戸孝樹,短距離,右回り,,タリスマニック,,,4,C,12.6,9.0,12.6,7.0,34.9,6.0,35.3,7.0,B,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,9,ウイントッペン,2歳,鮫島克駿,西園正都,短距離,右回り,,エーシントップ,休明初戦,,13,E,12.5,7.0,13.3,16.0,35.5,,35.9,,C,C,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,10,セイカユウヒ,2歳,横山琉人,南田美知,短距離,右回り,,グレーターロンドン,,,15,E,12.1,2.0,13.0,13.0,34.9,6.0,35.2,6.0,C,B,E,C,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,11,ジーティーシップ,2歳,荻野極,森田直行,短距離,右回り,,ルーラーシップ,,,8,D,12.7,12.0,12.7,9.0,35.0,8.0,36.0,,D,D,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,12,キトゥンズシルバー,2歳,高杉吏麒,武井亮,短距離,右回り,,シルバーステート,休明初戦,距離短縮,14,E,12.6,9.0,12.6,7.0,35.1,,35.3,7.0,B,C,C,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,13,メローネ,2歳,国分恭介,西園翔太,短距離,右回り,,ビッグアーサー,,,2,B,12.1,2.0,12.1,2.0,34.3,3.0,35.9,,D,,,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,14,カンレイスター,2歳,荻野琢真,矢野英一,短距離,右回り,,シスキン,休明初戦,,11,D,12.7,12.0,12.7,9.0,34.7,4.0,35.5,,B,C,D,,
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,15,ミスターマーボー,2歳,菊沢一樹,青木孝文,短距離,右回り,,シュヴァルグラン,,距離短縮,6,D,12.6,9.0,12.8,12.0,35.2,,34.3,1.0,B,C,C,C,C
福島,6,未勝利,芝,1200,良(暫定),Lv3 ,16,ハネマン,2歳,上里直汰,伊坂重信,短距離,右回り,,ファインニードル,休明2走,,10,D,12.7,12.0,13.0,13.0,35.3,,35.1,4.0,C,C,C,,
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,1,アルヴァレス,4歳,石川裕紀,奥村武,短距離,右回り,,ビーチパトロール,休明2走,距離短縮,9,D,12.3,6.0,13.3,12.0,35.8,8.0,37.0,,B,B,B,C,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,2,キャンドルマス,4歳,小崎綾也,小崎憲,短距離,右回り,,パイロ,休明2走,,5,C,12.5,14.0,12.9,6.0,35.5,3.0,36.0,3.0,C,C,C,C,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,3,エコロレオナ,3歳,武豊,森秀行,短距離,右回り,,City of Light,休明初戦,距離延長,4,C,12.3,6.0,12.6,2.0,35.5,3.0,35.6,1.0,D,C,D,C,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,4,ダオラダオラ,5歳以上,水沼元輝,加藤和宏,短距離,右回り,,ドレフォン,休明初戦,距離延長,12,E,12.5,14.0,13.0,8.0,36.4,,37.2,,D,C,D,D,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,5,フォンメイリー,5歳以上,上里直汰,粕谷昌央,短距離,右回り,,ドレフォン,連闘,,7,D,11.9,1.0,13.0,8.0,35.3,1.0,37.4,,C,A,C,C,
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,6,カレンナオトメ,4歳,嶋田純次,小野次郎,短距離,右回り,,カレンブラックヒル,,距離延長,10,D,12.4,12.0,13.3,12.0,,,,,D,C,B,B,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,7,アドアプローズ,4歳,上野翔,小手川準,短距離,右回り,,ジャングルポケット,休明2走,距離短縮,16,E,13.2,16.0,,,36.6,,36.6,7.0,,C,C,,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,8,ルイステソーロ,3歳,丹内祐次,畠山吉宏,短距離,右回り,,シニスターミニスター,休明3走,距離短縮,3,C,12.2,4.0,13.7,15.0,35.4,2.0,36.4,5.0,C,B,A,C,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,9,イノキ,3歳,丸山元気,岩戸孝樹,短距離,右回り,,ミスターメロディ,休明初戦,距離延長,14,E,12.3,6.0,12.8,3.0,36.3,,35.9,2.0,D,C,C,C,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,10,ミツカネリブラ,3歳,菊沢一樹,清水英克,短距離,右回り,,シルバーステート,休明2走,距離短縮,13,E,12.3,6.0,13.0,8.0,35.8,8.0,37.0,,C,D,C,C,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,11,レグザゴン,4歳,吉村誠之,斎藤誠,短距離,右回り,,アドマイヤムーン,休明3走,距離短縮,8,D,12.3,6.0,13.3,12.0,35.5,3.0,36.5,6.0,C,C,C,C,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,12,ハヤテノツバサ,3歳,鮫島克駿,杉山佳明,短距離,右回り,,マジェスティックウォリアー,,距離短縮,2,C,12.4,12.0,12.8,3.0,35.8,8.0,36.0,3.0,C,C,C,D,B
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,13,ヒラボクカレラ,3歳,斎藤新,奥村豊,短距離,右回り,,モーリス,休明3走,距離短縮,1,B,11.9,1.0,12.1,1.0,35.8,8.0,37.3,,B,D,C,B,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,14,メイショウハボマイ,3歳,松本大輝,本田優,短距離,右回り,,マジェスティックウォリアー,,距離短縮,15,E,12.3,6.0,12.9,6.0,35.7,7.0,37.0,,C,D,D,B,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,15,サニーサルサ,3歳,永島まな,高橋康之,短距離,右回り,,マインドユアビスケッツ,休明2走,距離短縮,11,E,12.1,3.0,13.2,11.0,,,,,C,C,B,E,C
福島,7,自己条件,ダート,1150,良(暫定),Lv3 ,16,トモジャシーマ,5歳以上,横山武史,鈴木伸尋,短距離,右回り,,シャンハイボビー,,距離短縮,6,D,12.2,4.0,12.8,3.0,35.6,6.0,36.9,8.0,C,C,C,D,C
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,1,ニシノタンギー,3歳,武藤雅,水野貴広,短距離,右回り,,サトノアラジン,休明3走,距離短縮,16,E,13.0,16.0,13.3,11.0,35.5,,34.3,8.0,C,D,C,C,C
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,2,マジカルガール,5歳以上,川端海翼,本間忍,短距離,右回り,,トゥザワールド,休明初戦,距離延長,12,D,11.9,1.0,11.9,1.0,33.3,1.0,34.8,,B,D,B,B,B
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,3,ワインクーラー,3歳,小沢大仁,石橋守,短距離,右回り,,モズアスコット,休明初戦,,6,D,12.3,10.0,13.7,15.0,35.0,,34.2,6.0,C,C,C,D,C
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,4,ピアストイヤーズ,3歳,小崎綾也,小崎憲,短距離,右回り,,カリフォルニアクローム,休明2走,,2,C,12.4,12.0,12.4,5.0,34.8,,34.2,6.0,B,C,C,B,
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,5,ラブリーガール,3歳,横山和生,勢司和浩,短距離,右回り,,サートゥルナーリア,,距離短縮,7,D,12.6,15.0,12.6,6.0,34.6,,34.9,,C,D,C,D,B
福島,8,自己条件,芝,1200,良(暫定),Lv5 ,6,バンブルビー,3歳,石田拓郎,小西一男,短距離,右回り,,ウインブライト,休明3走,距離短縮,5,C,12.3,10.0,12.7,7.0,34.4,7.0,34.9,,C,C,D,C,C
