,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
鮫島克駿,98.797,103.808,,97.817,104.1,103.551,97.96,102.033,109.175,101.693,151.026,73.048,91.842,99.616,102.532,100.492,102.22,92.45,93.765,108.348,117.018,101.247,97.645,109.366,103.539
鮫島良太,97.513,128.549,,119.612,122.896,23.589,101.092,130.256,,,158.594,68.606,21.0,207.88,109.504,105.596,138.013,119.219,143.541,115.883,71.96,99.94,125.733,163.788,21.0
柴田大知,90.507,99.974,,93.913,92.625,155.183,84.508,107.045,21.0,153.6,104.158,88.287,80.001,113.702,87.455,21.0,115.977,21.0,82.662,95.014,79.475,102.315,91.251,59.805,59.096
柴田裕一,81.706,93.837,,103.656,75.144,78.228,102.545,82.575,94.796,57.246,54.319,112.482,139.151,21.0,95.183,128.841,109.668,67.194,102.568,102.167,79.678,84.462,96.089,21.0,118.561
柴田善臣,83.9,109.378,,98.643,92.724,48.431,92.199,99.103,87.602,21.0,73.161,109.853,97.439,104.029,50.1,51.311,442.831,21.0,52.975,87.245,101.747,116.047,84.329,118.493,73.33
嶋田純次,113.383,98.315,,112.975,91.891,74.125,117.038,97.276,63.124,178.773,97.252,110.002,141.843,98.421,45.351,21.0,21.0,21.0,176.284,127.744,144.452,96.609,105.163,115.833,63.419
菅原隆一,48.574,62.714,,75.078,35.327,21.0,78.762,37.596,21.0,146.641,21.0,99.059,80.141,21.0,21.0,21.0,91.0,21.0,21.0,85.944,165.102,75.052,26.86,,21.0
菅原明良,99.829,98.093,,103.741,92.701,94.501,103.397,93.937,46.455,,99.88,101.901,104.656,90.165,105.161,90.495,195.713,112.742,99.438,100.224,93.201,100.287,98.267,91.927,116.509
杉原誠人,104.43,93.262,,100.485,98.254,72.431,97.804,100.894,74.445,141.781,99.307,103.27,90.133,104.242,103.328,21.0,21.0,85.933,104.607,110.341,93.696,98.94,96.886,89.708,169.879
高倉稜,96.368,102.197,,93.304,101.479,127.619,82.484,103.689,100.783,21.0,47.478,71.404,39.829,44.933,88.844,87.092,129.852,76.709,124.434,82.539,66.826,101.275,103.42,63.686,62.236
高杉吏麒,101.844,115.576,,116.758,102.18,95.174,107.599,110.24,100.218,95.871,104.669,82.897,115.182,,110.942,113.57,73.083,122.245,136.502,112.932,113.111,111.901,109.418,69.308,36.222
高田潤,94.933,46.692,90.141,21.0,47.368,91.452,76.264,90.017,,,131.289,81.033,137.721,58.023,33.138,92.556,114.109,98.533,146.467,21.0,21.0,79.776,21.0,98.68,21.0
田口貫太,98.955,110.976,,108.823,103.434,101.436,104.352,107.816,,,73.074,122.566,95.671,44.72,113.208,114.921,95.085,101.145,91.035,106.632,89.049,106.133,112.01,104.298,45.118
武豊,92.312,97.554,,93.767,95.526,95.038,95.346,94.418,92.661,97.78,40.313,92.562,95.213,82.931,96.339,92.231,93.204,117.691,94.546,93.063,88.886,93.857,93.586,109.971,102.477
太宰啓介,104.602,112.361,,109.957,108.327,146.471,107.359,110.412,,,90.887,131.961,21.0,21.0,102.992,113.088,104.757,117.752,110.254,102.753,178.672,99.674,110.007,123.847,41.036
田辺裕信,107.199,95.227,,100.062,98.258,126.031,103.725,97.477,134.263,,109.484,99.494,103.785,92.357,189.023,120.261,75.977,21.0,112.844,85.297,94.558,96.333,108.634,82.503,88.103
谷原柚希,21.0,92.173,,81.667,21.0,,76.626,57.466,,,100.065,21.0,117.0,21.0,21.0,,,,21.0,58.333,21.0,21.0,90.617,,
田村太雅,21.0,21.0,66.283,21.0,21.0,65.823,106.697,38.055,,,205.615,107.33,69.205,21.0,68.178,21.0,21.0,31.971,21.0,21.0,,45.545,21.0,75.397,
田山旺佑,91.618,115.979,,127.27,90.128,21.0,101.16,107.038,,,271.0,76.366,,,105.013,127.507,66.484,207.996,67.207,128.177,115.668,98.942,111.819,,21.0
丹内祐次,102.089,99.01,,96.586,103.57,103.75,98.987,101.3,108.238,100.994,91.932,104.257,76.949,97.478,84.064,123.974,67.535,107.189,102.634,99.701,72.756,100.97,104.682,84.957,93.85
団野大成,98.133,106.916,,100.466,105.333,104.595,104.855,101.713,103.145,109.282,134.713,115.202,140.317,88.529,99.066,96.437,112.497,103.555,111.54,110.598,89.568,96.761,110.285,92.892,108.028
土田真翔,71.511,56.906,152.468,84.022,36.518,100.047,61.316,119.303,289.522,21.0,105.531,57.354,21.0,79.525,196.875,448.546,21.0,45.706,21.0,42.261,21.0,113.904,72.763,53.031,
角田大和,108.714,105.498,,107.313,108.937,69.846,112.134,103.708,106.287,117.629,95.341,103.029,72.506,158.002,116.068,154.419,100.36,94.098,101.519,115.805,112.096,99.659,113.694,160.066,21.0
津村明秀,102.94,98.336,,101.455,99.051,114.933,105.908,95.601,,21.0,94.413,115.484,101.701,97.013,42.481,47.827,71.559,175.858,108.076,87.828,107.266,110.58,94.758,85.441,100.065
Ｍ．デム,103.285,103.204,,100.108,108.664,86.063,104.062,103.586,56.657,78.115,66.764,126.635,89.886,104.102,107.921,100.017,117.79,74.047,110.629,90.836,107.827,113.445,99.186,95.416,95.007
戸崎圭太,98.454,93.43,,95.598,96.784,97.646,96.564,95.991,83.153,140.47,99.772,94.58,97.453,95.706,91.471,94.082,71.638,,84.855,92.44,91.281,100.301,94.068,96.419,99.194
富田暁,97.132,100.811,,97.16,100.799,73.213,99.74,97.232,80.509,98.334,90.933,87.52,44.893,117.41,102.459,104.055,121.871,87.637,95.818,90.446,95.056,103.22,93.185,114.374,127.469
中井裕二,81.267,103.489,,104.864,92.918,42.476,108.537,89.762,21.0,107.239,87.57,108.365,274.828,174.388,104.677,90.56,97.191,75.715,78.197,89.851,148.29,88.271,102.12,27.94,21.0
長岡禎仁,91.727,120.442,,105.52,108.049,21.0,112.47,107.824,172.046,,79.385,67.36,94.534,145.535,122.385,86.752,129.253,101.536,134.803,121.676,115.339,126.575,93.228,96.773,52.316
永島まな,84.308,86.43,,90.439,79.145,119.663,90.24,81.327,50.949,51.694,78.553,100.485,108.026,21.0,84.663,83.126,89.521,80.996,72.136,84.999,71.035,83.258,89.976,59.852,37.85
長浜鴻緒,113.421,102.48,,103.828,110.787,72.856,102.369,107.944,98.69,87.032,52.702,94.788,109.021,110.574,57.87,,156.497,,111.71,115.553,85.176,101.308,112.883,21.0,
中村将之,28.111,28.718,85.132,21.0,,83.065,73.166,87.659,,,94.075,78.991,23.212,109.1,66.974,69.34,89.884,73.619,21.0,21.0,,89.494,21.0,65.192,
難波剛健,79.732,52.96,98.861,21.0,21.0,97.162,103.444,95.242,,,65.018,133.208,97.439,67.928,79.459,109.464,117.838,87.764,81.0,21.0,21.0,104.514,21.0,86.45,
西谷誠,77.373,21.0,101.609,,,100.589,107.482,96.892,,,70.027,39.684,51.947,68.299,135.213,143.927,83.509,116.53,138.988,,,94.696,,108.736,
西塚洸二,102.001,100.932,,94.818,108.588,54.675,112.521,93.016,55.672,114.849,102.054,100.859,100.928,87.406,116.347,74.138,211.238,88.779,113.055,106.829,84.806,106.999,99.853,123.483,87.468
西村淳也,104.698,97.338,,101.928,101.128,94.481,102.257,101.051,64.225,186.602,131.374,101.655,114.098,117.322,102.531,104.883,95.502,98.792,97.344,100.348,106.575,103.906,97.02,108.718,111.232
西村太一,36.642,91.449,21.0,73.054,57.527,61.048,69.041,69.129,,,62.399,71.269,37.566,72.954,21.0,21.0,21.0,21.0,21.0,57.859,42.6,74.956,45.078,21.0,21.0
野中悠太,90.013,95.116,,100.203,84.337,104.715,101.91,84.337,,21.0,82.022,97.131,103.579,91.441,63.474,296.153,76.616,34.462,103.912,94.865,81.403,98.97,87.378,101.67,116.652
橋木太希,107.998,89.303,,97.02,66.358,21.0,134.792,61.87,100.225,21.0,74.34,58.864,137.895,,139.703,50.417,35.962,85.854,118.674,114.586,226.051,80.391,90.949,,21.0
浜中俊,103.955,93.659,,101.045,99.417,94.188,89.172,102.413,109.539,94.158,,149.773,78.013,89.238,86.725,105.45,94.642,90.986,117.159,85.769,106.014,98.476,95.1,128.188,112.158
原優介,90.592,101.121,,96.107,97.924,112.979,99.036,95.388,21.0,184.967,81.692,91.157,103.528,104.064,115.155,21.0,92.561,89.5,103.603,91.534,92.052,94.162,97.584,186.568,215.864
原田和真,103.023,105.363,,119.935,88.679,21.0,134.966,85.448,67.79,21.0,63.678,51.063,127.161,80.805,326.991,115.286,59.136,144.56,34.929,113.908,204.333,52.698,158.181,50.167,21.0
伴啓太,58.601,21.0,98.863,21.0,21.0,96.984,109.645,87.716,,,106.096,110.124,77.87,62.984,148.945,65.872,61.051,93.167,79.667,21.0,21.0,94.709,21.0,101.695,
菱田裕二,90.687,104.666,,96.511,97.857,115.212,95.847,100.116,103.251,97.416,108.52,122.663,101.117,86.867,83.542,84.961,107.399,92.505,77.686,88.734,95.714,96.077,99.95,104.556,85.488
藤岡佑介,105.13,104.628,,99.297,111.697,93.288,105.07,104.965,114.717,91.315,133.761,117.876,87.088,175.978,115.294,109.887,102.94,103.767,113.115,101.815,113.721,109.915,101.031,101.004,102.753
藤懸貴志,100.204,102.633,,93.479,106.769,116.861,97.627,103.477,84.666,21.0,97.601,125.453,112.748,62.379,82.088,82.936,109.278,119.752,120.752,112.094,85.285,107.886,101.41,104.96,50.435
舟山瑠泉,114.279,98.136,,103.241,112.45,21.0,109.825,103.461,97.255,101.788,118.379,112.274,92.809,99.149,21.0,,,,131.964,109.205,133.255,82.973,125.747,21.0,21.0
古川奈穂,91.143,99.208,,96.996,90.904,168.618,110.277,94.326,74.677,95.681,143.191,113.321,59.478,83.602,125.011,79.065,78.887,100.965,69.334,99.643,107.875,89.754,104.527,40.487,21.0
古川吉洋,107.661,96.191,,100.77,103.954,86.115,105.641,101.282,100.35,79.221,99.754,88.24,21.0,114.624,116.23,100.267,114.601,138.691,116.975,88.597,70.746,105.441,104.98,85.825,119.728
松岡正海,106.105,89.119,,93.694,102.434,96.832,85.465,105.369,132.571,107.597,76.414,86.168,84.732,106.883,33.116,90.353,37.507,116.503,118.599,92.153,98.883,99.754,93.212,104.954,105.206
松本大輝,101.423,98.399,,106.833,88.461,162.588,92.822,105.999,99.739,128.975,92.366,90.805,165.368,61.071,99.101,99.157,50.823,129.429,80.638,90.571,122.096,102.216,98.183,92.384,140.565
松山弘平,92.48,101.62,,96.477,98.813,79.554,98.988,96.404,119.978,,144.458,90.902,104.331,85.07,98.247,96.763,98.383,93.611,90.852,98.148,97.328,95.104,97.805,101.893,96.836
松若風馬,101.927,110.635,,108.982,106.801,61.03,124.684,105.137,271.0,53.74,117.286,91.496,66.14,88.396,117.966,102.408,114.789,101.779,86.196,122.99,101.404,107.456,105.447,95.109,139.773
的場勇人,74.741,37.622,,34.123,88.104,21.0,37.535,88.64,44.773,158.055,125.31,58.143,26.508,38.564,42.414,,21.0,21.0,21.0,21.0,21.0,121.388,30.533,21.0,
黛弘人,100.575,116.716,,102.793,112.001,107.323,88.86,111.881,112.883,106.139,97.098,95.071,79.822,143.159,59.309,21.0,21.0,102.375,107.167,91.964,138.809,110.045,108.623,93.865,21.0
丸田恭介,100.459,110.258,,110.526,96.361,103.846,96.83,114.02,21.0,236.417,98.835,105.016,96.678,123.599,39.883,21.0,44.379,129.773,100.488,97.904,131.881,101.64,109.228,82.15,68.228
丸山元気,100.994,103.246,,104.563,101.47,81.704,104.903,100.593,50.396,82.367,96.367,105.096,113.125,116.87,98.603,102.26,72.439,92.453,97.753,117.386,99.806,104.881,96.543,152.587,82.682
三浦皇成,96.034,105.265,,102.459,97.884,96.092,99.957,101.334,21.0,71.204,111.166,91.223,103.666,100.66,91.059,65.8,54.473,,85.74,116.004,94.617,107.22,99.592,94.462,87.392
水沼元輝,82.339,89.774,97.177,95.46,79.164,82.922,75.549,99.384,,190.938,72.23,72.387,50.071,41.938,45.553,311.0,299.75,207.837,38.329,122.128,50.282,108.537,71.335,21.0,
蓑島靖典,96.2,21.0,83.53,21.0,,98.182,160.381,78.503,,,75.46,171.57,109.681,60.047,211.0,21.0,21.0,86.195,21.0,21.0,21.0,75.17,,149.775,
幸英明,92.138,96.873,,90.824,97.419,113.222,93.384,94.709,,21.0,110.989,98.712,49.645,77.761,96.902,92.644,90.706,93.435,92.145,96.573,92.825,95.05,93.317,94.834,110.289
武藤雅,78.37,103.961,,96.533,90.882,76.94,89.436,97.069,89.19,65.117,89.413,89.187,94.707,103.768,35.398,71.629,21.0,131.698,50.364,119.671,94.984,101.35,86.255,101.026,40.327
森一馬,82.209,97.957,99.213,29.736,38.429,98.254,82.627,102.835,,,71.215,73.537,44.67,129.389,114.426,84.469,83.829,106.673,41.276,72.178,21.0,103.661,30.465,90.552,
森田誠也,100.308,121.564,,105.117,133.655,21.0,85.44,118.753,137.072,126.854,21.0,113.236,,21.0,68.804,92.167,150.765,,84.016,120.098,21.0,90.904,144.328,,
横山和生,99.616,101.55,,97.696,103.871,101.967,94.443,103.968,104.284,96.555,112.59,34.331,96.644,104.562,90.377,118.361,101.558,111.586,95.622,99.477,107.033,98.74,99.546,118.216,92.99
横山武史,98.29,90.738,,95.266,94.059,96.914,91.158,96.794,95.578,105.26,85.319,83.981,90.626,95.902,123.032,71.987,90.175,178.148,99.267,91.438,104.787,97.336,90.596,82.045,105.153
横山典弘,93.472,106.22,,94.525,104.136,77.268,102.516,97.075,109.774,,50.819,146.963,102.157,102.558,97.714,76.296,109.425,106.942,87.014,108.142,97.059,105.687,93.555,93.81,102.867
横山琉人,99.776,103.711,,96.176,109.533,78.608,105.829,101.535,134.216,74.57,102.392,104.919,104.41,98.45,73.913,21.0,236.274,113.81,95.996,106.457,114.541,94.931,107.831,74.179,125.894
吉田隼人,92.175,97.618,,82.443,103.461,108.212,95.617,93.323,86.623,97.793,112.711,98.989,160.578,95.105,90.848,81.18,102.548,86.91,83.419,88.558,62.02,98.612,97.47,77.232,82.014
吉田豊,95.303,100.852,,98.873,100.094,85.502,99.596,97.216,89.32,384.333,94.785,94.113,99.609,98.269,118.264,21.0,21.0,21.0,111.286,99.538,97.761,96.092,99.416,109.739,105.333
吉村誠之,96.583,97.379,,100.624,95.313,68.135,95.883,98.439,,,163.391,96.681,97.857,162.91,95.712,101.681,85.92,106.366,95.837,91.23,91.025,103.928,92.184,97.737,190.235
ルメール,102.363,99.163,,100.399,100.804,111.177,104.553,97.164,98.907,59.054,92.363,107.094,105.603,97.681,86.705,97.795,100.804,,105.888,101.828,103.861,100.501,102.264,89.273,99.97
鷲頭虎太,107.678,118.841,98.872,113.794,117.648,71.065,131.492,105.4,76.959,101.007,110.936,146.683,239.415,115.0,110.72,129.586,115.273,100.735,130.451,133.882,111.2,105.548,119.261,105.598,21.0
和田陽希,91.363,114.451,,119.758,81.895,240.515,108.85,105.291,132.018,58.752,56.725,100.877,,,122.674,162.449,97.218,,122.872,113.74,21.0,103.036,112.049,,
和田竜二,100.147,88.493,,98.553,89.945,105.494,80.28,96.851,66.437,67.589,257.914,94.118,59.993,77.952,80.266,100.061,89.725,105.926,95.224,83.288,92.978,99.286,94.439,73.929,58.09
