,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
岩部純二,72.381,72.922,,69.805,77.71,21.0,52.787,90.921,,,52.186,36.728,59.378,96.796,136.942,,,21.0,47.647,80.822,62.138,67.583,71.034,21.0,21.0
上里直汰,94.279,111.926,,78.441,138.131,21.0,112.999,100.92,,59.621,110.857,120.754,98.778,104.931,93.809,,,,80.574,138.751,129.935,103.762,106.271,21.0,
上野翔,127.84,128.902,104.191,21.0,21.0,105.737,115.368,99.801,,,84.539,113.852,110.856,119.331,134.447,68.413,76.345,111.516,21.0,21.0,,106.486,21.0,103.153,
内田博幸,91.977,100.147,,106.603,80.392,143.814,91.692,103.849,,44.422,80.983,76.314,94.689,111.206,122.003,82.696,61.828,146.622,95.805,106.283,89.638,99.693,94.933,110.405,103.828
江田照男,103.419,77.784,,81.266,95.161,142.209,87.376,90.088,249.338,,83.235,85.982,81.439,89.36,128.629,21.0,21.0,21.0,126.12,62.003,68.641,109.728,74.872,129.781,56.152
江田勇亮,104.625,21.0,97.262,21.0,,99.201,101.131,97.31,,,56.498,77.644,100.038,104.255,141.047,21.0,21.0,122.406,135.286,,,90.137,21.0,122.077,
遠藤汰月,70.805,68.39,,60.59,86.007,21.0,57.296,80.15,,,121.444,76.044,41.345,50.053,,,,,21.0,43.312,57.126,61.102,81.74,,
大江原圭,155.766,21.0,99.371,21.0,21.0,101.116,69.153,113.903,,,90.232,57.29,70.516,111.987,82.601,127.787,131.378,109.973,221.661,21.0,,105.28,21.0,89.435,
大久保友,39.637,80.643,,72.264,57.284,21.0,99.252,48.999,86.027,38.076,160.077,113.569,,21.0,98.894,49.761,52.267,177.867,60.735,79.678,41.357,54.813,68.435,,
大野拓弥,103.773,97.095,,102.776,97.646,107.185,103.086,99.076,90.871,115.029,101.126,97.602,103.304,96.734,205.623,257.602,85.484,159.502,90.994,106.58,88.494,99.121,100.617,129.615,79.934
岡田祥嗣,123.285,44.219,,60.314,174.161,132.429,58.677,147.967,,,21.0,189.095,21.0,21.0,35.196,90.293,796.314,42.902,21.0,38.433,62.948,115.48,42.403,21.0,
荻野極,102.089,106.449,,112.891,95.674,92.156,109.403,97.466,278.778,21.0,96.722,106.976,92.879,124.203,119.276,114.211,83.351,93.377,101.641,98.886,105.765,100.076,105.513,102.8,93.966
荻野琢真,122.482,90.596,,121.933,88.317,27.022,116.925,102.617,73.88,132.139,94.882,108.128,127.621,21.0,67.477,113.637,74.079,134.479,107.874,98.574,131.853,117.634,96.573,21.0,21.0
小沢大仁,92.99,93.646,,76.822,105.573,118.64,76.65,107.536,94.391,97.889,106.228,70.729,98.654,21.0,74.259,114.369,83.507,112.461,106.308,95.533,79.507,100.039,93.318,60.829,59.764
小野寺祐,76.694,21.0,95.811,21.0,21.0,95.305,90.113,95.743,,,112.097,63.789,112.801,86.603,92.715,127.41,83.887,92.671,117.25,21.0,21.0,92.067,21.0,104.312,21.0
加藤祥太,90.375,110.367,,104.651,87.088,21.0,101.844,100.375,100.091,71.893,149.189,127.918,21.0,209.0,97.547,60.162,85.691,67.163,58.538,150.753,121.971,112.229,77.844,37.055,21.0
金子光希,49.366,21.0,119.563,,,115.368,116.004,112.786,,,90.992,169.492,40.0,52.978,359.462,21.0,105.99,202.555,21.0,,,95.282,,149.278,
亀田温心,102.722,88.256,,100.608,96.24,42.713,84.482,104.743,74.518,55.617,106.854,77.162,50.632,106.964,85.428,123.887,124.564,102.139,97.768,88.168,156.661,89.639,98.349,81.337,24.834
川須栄彦,83.813,90.71,,89.832,86.809,21.0,97.038,84.49,,,76.801,92.731,21.0,21.0,99.149,84.848,118.292,67.26,68.691,94.957,55.994,95.644,85.614,122.367,36.172
川田将雅,101.549,100.951,,99.541,104.227,85.388,105.237,99.171,106.273,21.0,,112.792,105.519,89.434,105.071,99.676,101.709,102.459,97.487,101.733,91.199,98.915,105.084,96.304,103.669
川端海翼,77.584,103.444,,105.552,90.838,86.196,118.28,84.448,96.005,80.458,58.612,85.567,1025.667,21.0,130.674,79.146,50.419,99.115,149.675,132.911,112.298,79.432,115.983,21.0,21.0
河原田菜,75.926,92.308,,85.229,86.897,21.0,105.582,71.784,,,77.016,105.196,,21.0,102.555,79.275,67.343,63.363,63.733,99.762,97.809,85.417,79.884,100.161,21.0
川又賢治,100.885,93.365,,103.118,74.542,114.077,103.561,93.848,73.683,97.43,82.038,106.899,74.571,112.041,97.305,89.064,102.869,58.984,130.076,107.996,71.155,99.306,90.913,101.287,78.99
菊沢一樹,109.469,104.833,,109.721,102.485,120.692,112.852,102.393,136.045,65.965,103.386,117.339,109.093,97.435,196.047,21.0,21.0,112.955,115.776,106.648,96.841,111.569,103.627,122.074,49.846
北村宏司,104.073,99.613,,105.144,102.124,76.906,105.605,95.525,21.0,,57.24,91.351,106.542,95.769,85.426,41.274,206.422,,99.324,94.216,125.786,89.549,100.861,166.107,72.313
北村友一,99.567,99.582,,96.836,101.55,97.059,90.638,102.695,108.575,108.613,84.709,83.487,64.438,83.026,95.863,96.42,112.126,114.962,98.576,92.171,102.714,105.169,97.975,93.151,83.825
城戸義政,103.088,103.742,,88.523,111.85,21.0,113.798,93.285,21.0,144.5,114.012,143.734,21.0,21.0,113.248,80.259,75.234,217.301,104.598,111.249,197.664,85.102,105.258,26.49,21.0
草野太郎,65.925,50.677,98.907,21.0,21.0,97.429,96.809,98.036,,,114.777,95.453,113.48,84.06,130.931,201.356,73.242,99.743,73.366,76.645,21.0,93.969,21.0,100.012,
黒岩悠,70.407,46.757,90.506,35.583,33.973,89.998,73.24,89.599,,,87.708,75.095,56.993,180.852,61.222,39.139,83.869,86.082,44.846,21.0,21.0,82.91,43.492,101.45,
国分恭介,118.935,115.646,,123.147,114.005,54.521,108.11,124.705,45.235,97.603,170.481,104.206,29.416,129.828,110.018,105.04,118.85,103.093,126.809,113.673,109.008,122.539,117.069,95.423,231.576
国分優作,94.058,101.294,,105.791,92.807,68.826,75.471,112.831,21.0,21.0,69.685,88.625,21.0,21.0,72.952,121.15,135.642,101.646,131.677,103.994,141.318,94.939,95.807,120.305,100.196
小坂忠士,124.598,60.188,141.348,21.0,21.0,139.774,139.91,125.504,,,72.393,98.785,53.383,121.281,555.29,98.442,127.498,161.134,81.074,21.0,,144.161,21.0,129.493,
小崎綾也,103.47,101.088,,96.878,109.885,52.117,105.585,98.963,37.865,70.333,122.935,81.671,264.611,74.752,103.081,78.425,105.052,111.497,105.998,86.788,99.998,95.983,102.112,123.147,136.263
小林脩斗,82.6,111.678,,103.621,98.142,121.966,99.396,104.675,114.0,97.945,78.619,96.879,81.029,116.721,113.995,21.0,21.0,100.167,100.097,104.27,94.466,89.69,114.089,21.0,21.0
小林美駒,97.72,96.636,,95.256,101.8,21.0,89.623,99.686,108.819,82.174,101.781,100.89,80.565,85.523,32.776,246.735,,106.881,119.357,115.23,81.073,96.494,97.979,21.0,21.0
小林凌大,86.146,100.587,,92.302,103.088,28.764,77.533,98.86,68.042,99.115,61.735,76.887,72.839,109.388,43.655,,21.0,97.763,60.169,85.953,85.336,107.14,89.599,86.275,
小牧加矢,108.38,21.0,98.625,,,100.025,94.133,102.969,,,80.625,102.285,86.971,127.81,71.51,102.09,80.64,104.825,61.879,,,98.064,,103.282,
木幡育也,111.881,91.928,,88.632,107.717,64.685,86.41,101.256,,,160.887,83.684,84.522,63.144,62.462,21.0,451.833,66.966,98.135,147.254,63.875,90.806,117.392,21.0,21.0
木幡巧也,101.449,102.693,,104.654,101.104,70.344,106.645,98.232,21.0,152.565,106.991,101.707,107.968,95.305,21.0,,21.0,,95.663,93.844,100.24,106.635,96.219,128.212,77.395
木幡初也,107.632,90.525,,98.126,92.516,134.571,82.278,102.455,21.0,21.0,91.178,95.04,75.79,110.044,38.524,93.701,45.45,117.25,132.262,74.022,98.341,107.027,85.867,21.0,152.445
斎藤新,94.908,101.248,,100.516,94.575,104.876,99.354,97.813,113.802,70.454,102.871,94.088,86.055,95.053,108.72,89.38,104.431,92.997,108.68,106.776,97.427,102.799,96.496,87.257,100.074
酒井学,96.425,96.233,,97.514,89.422,162.494,92.789,97.565,,207.375,47.524,93.147,85.091,27.097,86.588,98.832,95.977,79.097,85.385,87.003,101.448,86.145,104.839,91.915,100.83
坂井瑠星,97.927,102.943,,101.246,99.301,104.642,102.695,99.292,84.887,110.277,62.448,90.334,105.947,88.888,106.349,95.309,101.848,95.84,95.5,106.13,90.18,105.504,99.655,95.984,102.257
坂口智康,21.0,,116.315,,,114.208,110.773,118.681,,,115.153,127.0,44.297,180.478,110.452,82.574,171.37,21.0,,,,120.668,,78.185,
佐々木大,101.201,97.263,,103.999,93.223,90.153,98.485,99.464,91.126,111.864,95.099,92.492,93.563,102.001,105.104,71.926,102.352,107.325,109.149,103.324,104.382,99.425,100.276,80.907,66.77
佐藤翔馬,119.901,100.363,,115.574,73.322,21.0,95.683,117.584,21.0,,123.839,73.512,76.554,146.637,806.085,,21.0,126.134,145.017,67.896,80.389,108.026,107.441,21.0,21.0
鮫島克駿,99.185,104.203,,98.168,104.528,103.927,98.331,102.429,109.62,102.046,151.471,73.406,92.093,99.83,102.937,100.861,102.596,92.933,94.114,108.777,117.36,101.702,98.014,109.713,103.768
鮫島良太,97.66,128.928,,119.865,123.246,23.617,101.447,130.55,,,158.594,68.62,21.0,208.45,109.966,105.806,138.364,119.337,143.626,116.378,71.96,100.306,125.981,164.021,21.0
柴田大知,90.693,100.085,,93.985,92.852,155.236,84.628,107.226,21.0,153.6,104.39,88.503,80.076,113.881,87.455,21.0,115.977,21.0,82.87,95.135,79.613,102.514,91.332,59.856,59.501
柴田裕一,81.901,94.063,,103.915,75.302,78.462,102.805,82.739,94.914,57.246,54.484,112.802,139.151,21.0,95.4,129.09,110.023,67.302,102.838,102.471,79.678,84.706,96.296,21.0,118.561
柴田善臣,84.019,109.595,,98.792,92.917,48.67,92.356,99.273,87.602,21.0,73.309,109.943,97.633,104.241,50.1,51.463,442.943,21.0,53.154,87.323,101.899,116.23,84.494,118.526,73.532
嶋田純次,113.609,98.531,,113.232,92.077,74.125,117.291,97.478,63.572,179.24,97.461,110.3,142.047,98.575,45.351,21.0,21.0,21.0,176.578,127.956,144.734,96.857,105.36,115.919,63.419
菅原隆一,48.574,62.788,,75.134,35.327,21.0,78.844,37.596,21.0,146.641,21.0,99.059,80.281,21.0,21.0,21.0,91.0,21.0,21.0,86.104,165.102,75.134,26.86,,21.0
菅原明良,100.172,98.454,,104.094,93.055,94.816,103.762,94.276,46.455,,100.294,102.333,104.988,90.495,105.638,90.533,195.99,112.884,99.839,100.613,93.47,100.706,98.625,92.122,116.621
杉原誠人,104.647,93.493,,100.703,98.489,72.579,98.025,101.114,74.445,141.781,99.474,103.505,90.357,104.505,103.567,21.0,21.0,86.211,104.843,110.59,93.811,99.203,97.09,89.971,169.966
高倉稜,96.476,102.303,,93.327,101.645,127.812,82.556,103.803,100.783,21.0,47.478,71.404,39.923,44.989,88.934,87.185,130.055,76.743,124.518,82.59,66.826,101.366,103.557,63.705,62.236
高杉吏麒,102.156,115.905,,117.149,102.417,95.42,107.864,110.582,100.576,96.254,104.979,82.959,115.182,,111.239,113.829,73.252,123.025,136.874,113.345,113.522,112.285,109.68,69.501,36.222
高田潤,95.348,46.823,90.703,21.0,47.503,92.001,76.655,90.549,,,132.011,81.49,138.389,58.216,33.138,93.317,114.368,99.154,147.235,21.0,21.0,80.184,21.0,99.311,21.0
田口貫太,99.13,111.275,,109.081,103.686,101.524,104.554,108.077,,,73.343,122.972,95.864,44.972,113.382,115.18,95.321,101.389,91.263,107.003,89.209,106.439,112.244,104.44,45.193
武豊,92.765,98.088,,94.219,96.048,95.504,95.776,94.923,93.149,98.366,40.437,92.972,95.637,83.229,96.756,92.761,93.638,118.303,95.035,93.626,89.372,94.437,94.044,110.476,102.781
太宰啓介,104.807,112.508,,110.082,108.555,146.605,107.546,110.59,,,91.565,132.337,21.0,21.0,103.15,113.147,104.803,118.15,110.354,102.914,178.838,99.83,110.213,123.91,41.036
田辺裕信,107.543,95.589,,100.43,98.585,126.417,104.102,97.801,134.863,,109.853,99.734,104.188,92.654,189.14,120.47,76.067,21.0,113.233,85.647,94.922,96.764,108.969,82.702,88.2
谷原柚希,21.0,92.341,,81.81,21.0,,76.626,57.853,,,100.907,21.0,117.0,21.0,21.0,,,,21.0,58.333,21.0,21.0,90.781,,
田村太雅,21.0,21.0,66.428,21.0,21.0,65.966,106.974,38.055,,,205.615,107.715,69.718,21.0,68.463,21.0,21.0,31.971,21.0,21.0,,45.699,21.0,75.511,
田山旺佑,91.714,116.222,,127.508,90.265,21.0,101.483,107.183,,,271.0,76.955,,,105.295,127.724,66.575,208.154,67.467,128.533,116.042,99.103,111.982,,21.0
丹内祐次,102.481,99.373,,96.925,103.97,104.187,99.442,101.661,108.607,101.355,92.327,104.785,77.185,97.776,84.333,124.135,68.03,107.624,103.015,100.081,72.944,101.405,105.06,85.113,93.926
団野大成,98.458,107.242,,100.801,105.649,104.848,105.227,102.016,103.343,109.547,135.283,115.618,140.727,88.744,99.412,96.746,112.815,103.866,111.88,110.894,89.879,97.095,110.636,93.066,108.221
土田真翔,71.511,56.927,152.519,84.047,36.518,100.08,61.316,119.366,289.522,21.0,105.616,57.354,21.0,79.619,196.875,448.546,21.0,45.706,21.0,42.318,21.0,113.938,72.795,53.031,
角田大和,108.914,105.736,,107.487,109.203,69.957,112.403,103.904,106.45,117.932,95.715,103.38,72.618,158.664,116.298,154.46,100.489,94.279,101.664,116.122,112.301,99.918,113.899,160.066,21.0
津村明秀,103.271,98.666,,101.777,99.401,115.266,106.258,95.917,,21.0,94.779,115.855,102.042,97.323,42.582,47.827,71.774,175.858,108.386,88.112,107.6,111.014,95.044,85.681,100.267
Ｍ．デム,103.618,103.496,,100.415,108.981,86.423,104.363,103.909,56.657,78.327,67.13,127.126,90.168,104.404,108.2,100.257,118.181,74.272,111.007,91.082,108.157,113.816,99.48,95.691,95.173
戸崎圭太,98.982,93.951,,96.089,97.351,98.173,97.089,96.517,83.265,140.865,100.427,95.163,97.975,96.215,91.838,94.564,71.933,,85.228,92.925,91.852,100.889,94.572,96.861,99.515
富田暁,97.396,101.1,,97.42,101.105,73.377,100.08,97.465,80.75,98.478,91.252,87.737,44.893,117.496,102.794,104.289,122.016,87.965,96.056,90.919,95.337,103.616,93.402,114.52,127.469
中井裕二,81.362,103.794,,105.095,93.193,42.476,108.869,89.948,21.0,107.239,87.57,108.781,274.828,174.431,104.981,90.677,97.505,75.988,78.261,90.052,148.421,88.523,102.385,27.94,21.0
長岡禎仁,91.936,120.709,,105.789,108.246,21.0,112.702,108.082,172.392,,79.629,67.648,94.575,145.535,122.662,86.881,129.492,101.926,135.064,121.968,115.545,126.868,93.472,96.773,52.316
永島まな,84.511,86.654,,90.639,79.364,120.18,90.429,81.558,51.113,51.694,78.887,100.717,108.622,21.0,84.812,83.201,89.718,81.235,72.253,85.181,71.246,83.489,90.176,59.957,37.85
長浜鴻緒,113.545,102.754,,104.078,110.988,72.856,102.555,108.201,98.996,87.368,52.746,95.149,109.132,110.82,57.87,,156.497,,111.946,115.805,85.349,101.579,113.067,21.0,
中村将之,28.111,28.8,85.469,21.0,,83.391,73.515,87.987,,,94.387,79.381,23.235,109.127,67.186,69.34,90.459,73.974,21.0,21.0,,89.811,21.0,65.566,
難波剛健,79.861,53.3,99.141,21.0,21.0,97.444,103.77,95.515,,,65.172,133.316,97.897,68.109,79.687,109.806,118.261,87.918,81.0,21.0,21.0,104.838,21.0,86.646,
西谷誠,77.623,21.0,102.052,,,101.019,107.768,97.349,,,70.549,39.799,52.162,68.64,135.509,144.336,83.795,117.127,139.844,,,95.147,,109.095,
西塚洸二,102.232,101.202,,95.031,108.888,54.739,112.774,93.246,55.672,115.032,102.418,101.175,101.037,87.473,116.572,74.4,211.366,88.912,113.252,107.049,84.843,107.273,100.115,123.607,87.468
西村淳也,105.092,97.709,,102.291,101.535,94.863,102.662,101.43,64.455,187.059,131.645,102.074,114.363,117.421,102.946,105.291,95.843,99.211,97.734,100.786,106.968,104.349,97.385,109.067,111.447
西村太一,36.718,91.761,21.0,73.191,57.8,61.048,69.185,69.375,,,62.84,71.489,37.566,73.078,21.0,21.0,21.0,21.0,21.0,58.004,42.6,75.163,45.188,21.0,21.0
野中悠太,90.127,95.345,,100.399,84.509,105.056,102.118,84.52,,21.0,82.149,97.325,103.774,91.64,63.926,296.553,76.616,34.462,103.964,95.066,81.44,99.252,87.519,101.713,116.652
橋木太希,108.044,89.395,,97.167,66.358,21.0,134.838,62.003,100.344,21.0,74.907,58.864,137.895,,139.761,50.417,36.121,85.854,118.796,114.586,226.051,80.477,91.049,,21.0
浜中俊,104.384,94.001,,101.424,99.803,94.787,89.496,102.823,109.944,94.538,,150.25,78.221,89.58,87.065,105.848,94.985,91.483,117.624,86.036,106.409,98.88,95.488,128.654,112.531
原優介,90.755,101.395,,96.345,98.162,113.121,99.285,95.605,21.0,184.967,81.921,91.408,103.745,104.286,115.245,21.0,92.561,89.716,103.796,91.785,92.222,94.456,97.782,186.617,215.864
原田和真,103.077,105.46,,120.011,88.774,21.0,135.006,85.584,67.929,21.0,63.678,51.083,127.189,80.951,326.991,115.286,59.136,144.905,34.954,113.926,204.499,52.755,158.333,50.167,21.0
伴啓太,58.763,21.0,99.253,21.0,21.0,97.363,110.175,87.997,,,106.509,110.548,78.475,63.208,149.854,65.872,61.144,93.418,79.667,21.0,21.0,95.117,21.0,101.993,
菱田裕二,90.906,104.977,,96.749,98.134,115.737,96.103,100.39,103.481,97.678,108.953,122.937,101.373,86.931,83.76,85.236,107.697,92.772,77.856,89.049,95.94,96.377,100.205,104.804,85.633
藤岡佑介,105.541,105.057,,99.69,112.126,93.778,105.468,105.387,115.246,91.743,134.632,118.154,87.217,176.158,115.794,110.268,103.386,104.153,113.524,102.265,114.233,110.426,101.41,101.372,102.922
藤懸貴志,100.396,102.828,,93.621,106.991,117.212,97.807,103.674,84.971,21.0,97.827,125.807,112.893,62.419,82.181,83.115,109.397,120.031,120.816,112.343,85.382,108.133,101.606,104.96,50.541
舟山瑠泉,114.529,98.439,,103.666,112.625,21.0,110.005,103.767,97.49,102.351,118.582,112.474,92.809,99.391,21.0,,,,132.162,109.478,133.528,83.138,126.152,21.0,21.0
古川奈穂,91.375,99.445,,97.259,91.105,168.893,110.528,94.562,74.946,95.976,143.415,113.666,59.478,83.602,125.218,79.301,78.971,101.013,69.471,99.821,108.443,90.039,104.704,40.487,21.0
古川吉洋,107.971,96.416,,100.99,104.25,86.459,105.992,101.54,100.552,79.366,99.879,88.609,21.0,114.624,116.608,100.566,115.017,139.109,117.279,88.783,70.767,105.758,105.247,86.104,119.931
松岡正海,106.391,89.308,,93.892,102.717,97.105,85.689,105.611,132.887,107.945,76.554,86.369,84.936,107.143,33.245,90.575,37.507,116.621,118.86,92.381,99.015,100.059,93.431,105.194,105.291
松本大輝,101.586,98.65,,107.069,88.659,162.679,93.041,106.22,99.806,129.297,92.627,91.052,165.368,61.071,99.332,99.27,50.924,129.665,80.704,90.794,122.437,102.531,98.311,92.384,140.565
松山弘平,92.926,102.126,,96.932,99.323,79.871,99.462,96.884,120.288,,145.061,91.391,104.757,85.285,98.746,97.264,98.86,94.115,91.306,98.664,97.823,95.605,98.284,102.366,97.102
松若風馬,102.16,110.85,,109.206,107.028,61.16,124.898,105.343,271.0,54.088,117.62,91.709,66.192,88.687,118.253,102.65,114.958,101.982,86.335,123.214,101.642,107.69,105.659,95.284,139.912
的場勇人,74.741,37.68,,34.173,88.104,21.0,37.535,88.71,44.773,158.055,125.31,58.143,26.508,38.677,42.414,,21.0,21.0,21.0,21.0,21.0,121.458,30.533,21.0,
黛弘人,100.684,116.883,,102.908,112.131,107.537,88.958,112.025,113.069,106.263,97.271,95.171,79.952,143.36,59.309,21.0,21.0,102.417,107.243,92.161,138.839,110.199,108.755,93.865,21.0
丸田恭介,100.694,110.406,,110.685,96.52,104.307,96.995,114.232,21.0,236.417,99.092,105.219,96.813,123.749,39.911,21.0,44.441,130.486,100.689,98.034,131.969,101.85,109.441,82.245,68.228
丸山元気,101.262,103.57,,104.826,101.789,82.019,105.195,100.888,50.443,82.6,96.739,105.42,113.323,117.106,98.863,102.794,72.455,92.655,97.98,117.66,100.183,105.194,96.832,152.798,82.682
三浦皇成,96.397,105.703,,102.858,98.278,96.525,100.342,101.752,21.0,71.204,111.685,91.632,104.045,101.071,91.373,65.861,54.695,,86.083,116.435,94.968,107.689,99.994,94.772,87.467
水沼元輝,82.378,89.946,97.421,95.581,79.298,83.12,75.741,99.499,,191.832,72.261,72.583,50.206,41.969,45.642,311.0,299.75,208.208,38.329,122.445,50.282,108.723,71.482,21.0,
蓑島靖典,97.0,21.0,83.768,21.0,,98.592,160.821,78.896,,,75.762,172.07,109.936,60.359,211.0,21.0,21.0,86.572,21.0,21.0,21.0,75.454,,150.067,
幸英明,92.372,97.159,,91.066,97.702,113.484,93.604,94.99,,21.0,111.084,98.913,49.708,77.961,97.141,92.918,90.942,93.693,92.356,96.881,93.059,95.358,93.563,95.072,110.404
武藤雅,78.547,104.163,,96.728,91.078,77.065,89.64,97.255,89.374,65.587,89.611,89.398,94.881,103.96,35.518,71.629,21.0,131.698,50.494,119.915,95.026,101.557,86.457,101.09,40.533
森一馬,82.598,98.739,99.692,29.736,38.516,98.741,82.97,103.376,,,71.612,73.872,44.812,129.942,114.825,85.043,84.341,107.153,41.391,72.722,21.0,104.192,30.465,90.965,
森田誠也,100.401,121.786,,105.235,133.927,21.0,85.758,118.928,137.517,126.854,21.0,113.236,,21.0,69.312,92.251,150.916,,84.016,120.258,21.0,91.017,144.596,,
横山和生,99.982,101.977,,98.042,104.317,102.406,94.804,104.38,104.712,96.923,113.346,34.393,97.005,104.959,90.704,118.836,101.928,112.116,95.967,99.882,107.396,99.161,99.942,118.625,93.247
横山武史,98.806,91.228,,95.767,94.577,97.31,91.637,97.311,96.116,105.836,85.85,84.552,91.11,96.419,123.329,72.18,90.545,178.59,99.772,91.974,105.393,97.902,91.064,82.352,105.484
横山典弘,93.795,106.582,,94.824,104.516,77.53,102.841,97.414,110.063,,51.034,147.167,102.434,102.935,98.002,76.564,109.849,107.197,87.249,108.566,97.384,106.181,93.856,94.01,102.983
横山琉人,99.958,103.948,,96.387,109.739,78.917,106.055,101.722,134.326,74.827,102.552,105.227,104.478,98.635,74.074,21.0,236.602,113.81,96.168,106.735,114.787,95.186,108.017,74.179,125.894
吉田隼人,92.419,97.971,,82.73,103.757,108.383,95.925,93.606,86.818,98.13,112.954,99.266,160.802,95.372,91.102,81.251,102.897,87.271,83.613,88.809,62.129,98.908,97.778,77.499,82.231
吉田豊,95.559,101.083,,99.146,100.283,85.769,99.837,97.461,90.047,384.333,94.977,94.321,99.857,98.53,118.439,21.0,21.0,21.0,111.514,99.865,97.865,96.41,99.62,109.894,105.412
吉村誠之,96.904,97.71,,100.932,95.681,68.3,96.267,98.749,,,164.08,97.032,97.857,164.419,96.122,101.982,86.076,106.815,96.098,91.631,91.257,104.316,92.49,97.799,190.51
ルメール,103.098,99.858,,101.088,101.537,112.044,105.342,97.801,99.548,59.405,93.122,107.879,106.414,98.349,87.249,98.395,101.417,,106.603,102.513,104.648,101.26,102.976,89.821,100.587
鷲頭虎太,107.858,119.04,99.137,113.975,117.835,71.266,131.704,105.611,77.2,101.246,111.037,146.885,240.386,116.0,110.887,129.669,115.273,100.801,130.683,134.14,111.2,105.737,119.464,105.888,21.0
和田陽希,91.363,114.725,,119.952,82.06,240.515,109.287,105.365,132.24,58.752,56.725,101.273,,,123.181,162.449,97.218,,122.872,114.174,21.0,103.171,112.264,,
和田竜二,100.449,88.745,,98.798,90.236,105.867,80.561,97.129,66.604,68.001,257.914,94.134,60.113,78.233,80.58,100.295,90.045,106.169,95.583,83.53,93.225,99.624,94.686,74.072,58.145
