,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
井上敏樹,195.237,70.091,84.937,114.111,72.429,82.564,79.751,73.169,21.0,21.0,56.406,96.941,113.143,80.431,21.0,85.545,90.833,84.102,21.0,21.0,21.0,65.108,21.0,98.036,1445.6
今村聖奈,85.482,94.364,,95.503,87.342,62.995,100.986,87.107,108.297,71.139,151.878,89.849,97.496,118.99,103.421,96.983,68.318,92.849,93.542,78.09,95.85,77.0,100.823,171.724,141.975
岩田望来,106.455,97.337,,105.424,99.214,88.806,96.752,103.592,152.633,,84.271,100.322,92.126,112.713,99.437,103.098,103.157,106.546,100.958,99.317,109.968,101.204,100.615,97.125,104.421
岩田康誠,98.509,99.787,,93.823,104.575,93.313,96.49,100.644,113.638,88.046,79.382,79.534,99.516,117.422,100.385,94.943,111.963,84.422,85.302,102.107,103.096,93.152,98.946,107.742,108.681
岩部純二,72.381,72.922,,69.805,77.71,21.0,52.787,90.921,,,52.186,36.728,59.378,96.796,136.942,,,21.0,47.647,80.822,62.138,67.583,71.034,21.0,21.0
上里直汰,93.842,111.337,,78.441,137.01,21.0,112.999,99.992,,59.621,109.494,120.754,98.778,104.087,93.809,,,,80.574,137.944,126.822,102.985,106.271,21.0,
上野翔,127.84,128.902,104.091,21.0,21.0,105.642,115.191,99.775,,,84.539,113.597,110.856,119.331,134.447,68.413,76.345,111.452,21.0,21.0,,106.353,21.0,103.153,
内田博幸,91.889,99.955,,106.379,80.372,143.457,91.663,103.555,,44.422,80.889,76.314,94.653,110.853,122.003,82.696,61.253,146.622,95.697,105.872,89.538,99.524,94.841,109.795,103.625
江田照男,103.13,77.736,,81.215,94.879,142.209,87.238,89.955,246.157,,83.235,85.982,81.225,89.192,128.629,21.0,21.0,21.0,125.767,62.003,68.612,109.408,74.872,129.781,56.152
江田勇亮,103.617,21.0,96.687,21.0,,98.591,101.131,96.368,,,56.498,77.644,100.038,103.257,141.047,21.0,21.0,120.968,135.286,,,89.408,21.0,121.86,
遠藤汰月,70.805,68.065,,60.59,85.458,21.0,57.296,79.788,,,120.585,76.044,41.345,50.053,,,,,21.0,43.312,57.126,60.735,81.74,,
大江原圭,155.766,21.0,99.101,21.0,21.0,100.867,69.153,113.57,,,90.232,57.29,70.516,111.425,82.601,127.787,131.378,109.157,221.661,21.0,,104.938,21.0,89.435,
大久保友,39.637,80.24,,72.264,56.54,21.0,99.252,48.661,86.027,38.076,160.077,113.569,,21.0,98.894,49.761,51.776,173.386,60.735,79.678,41.357,54.298,68.435,,
大野拓弥,103.651,97.018,,102.751,97.516,106.41,102.955,98.989,90.837,115.029,100.905,97.248,103.255,96.703,205.623,257.602,85.484,159.502,90.885,106.504,88.425,98.961,100.544,129.615,79.934
岡田祥嗣,122.443,44.035,,60.314,171.897,132.429,58.677,146.194,,,21.0,189.095,21.0,21.0,35.196,90.293,774.699,42.902,21.0,38.344,62.948,114.426,42.403,21.0,
荻野極,102.007,106.236,,112.747,95.532,92.156,109.255,97.356,278.778,21.0,96.722,106.943,92.826,124.121,118.84,113.911,83.275,93.231,101.641,98.886,105.439,99.959,105.371,102.8,93.966
荻野琢真,121.5,90.372,,120.949,88.241,27.022,116.389,102.13,73.88,131.867,94.882,108.128,127.621,21.0,66.814,112.642,74.079,133.214,107.369,98.078,129.792,116.996,96.135,21.0,21.0
小沢大仁,92.726,93.574,,76.761,105.389,118.287,76.631,107.282,94.391,97.889,106.02,70.729,98.654,21.0,74.23,114.055,83.48,112.14,106.04,95.5,79.507,99.811,93.222,60.43,59.764
小野寺祐,76.694,21.0,95.77,21.0,21.0,95.265,90.056,95.716,,,112.097,63.716,112.801,86.603,92.715,127.41,83.887,92.565,117.25,21.0,21.0,92.034,21.0,104.249,21.0
加藤祥太,90.375,110.075,,104.651,86.813,21.0,101.844,100.194,100.091,71.893,149.189,127.918,21.0,209.0,97.547,59.467,85.691,67.163,58.538,150.026,121.971,111.942,77.844,37.055,21.0
金子光希,49.366,21.0,119.341,,,115.156,116.004,112.249,,,90.992,169.492,40.0,52.978,359.462,21.0,105.99,200.18,21.0,,,95.282,,148.871,
亀田温心,102.621,88.109,,100.472,96.096,42.713,84.443,104.546,74.486,55.617,106.611,77.126,50.632,106.964,85.384,123.887,123.944,101.98,97.768,87.978,156.661,89.517,98.198,81.337,24.834
川須栄彦,83.485,90.479,,89.643,86.36,21.0,96.808,84.173,,,76.801,92.731,21.0,21.0,98.89,84.637,117.989,66.94,68.348,94.911,55.994,95.325,85.337,120.752,36.172
川田将雅,101.549,100.951,,99.541,104.227,85.388,105.237,99.171,106.273,21.0,,112.792,105.519,89.434,105.071,99.676,101.709,102.459,97.487,101.733,91.199,98.915,105.084,96.304,103.669
川端海翼,77.477,102.948,,105.105,90.44,86.196,117.602,84.256,96.005,78.97,58.612,85.412,1025.667,21.0,129.761,79.146,50.419,99.115,149.675,131.713,112.298,78.832,115.762,21.0,21.0
河原田菜,75.788,92.056,,85.041,86.63,21.0,105.244,71.69,,,77.016,104.974,,21.0,102.191,78.84,67.343,63.363,63.733,99.534,97.809,85.206,79.664,100.161,21.0
川又賢治,100.717,93.143,,102.997,74.436,112.945,103.544,93.58,73.683,96.984,81.903,106.899,74.571,112.041,97.273,88.663,102.869,58.882,129.804,107.607,71.155,99.024,90.75,100.547,78.99
菊沢一樹,109.191,104.594,,109.494,102.259,119.37,112.499,102.225,136.045,65.965,103.162,116.957,108.799,97.321,192.803,21.0,21.0,112.838,115.491,106.471,96.841,111.266,103.404,121.553,49.022
北村宏司,103.89,99.59,,105.106,101.978,76.172,105.484,95.454,21.0,,57.24,91.351,106.396,95.736,85.426,41.274,203.954,,99.324,94.216,125.611,89.549,100.726,165.62,72.203
北村友一,99.512,99.551,,96.836,101.457,97.059,90.638,102.632,108.475,108.522,84.709,83.487,64.438,83.026,95.863,96.381,112.09,114.926,98.532,92.1,102.714,105.126,97.902,93.151,83.825
城戸義政,102.349,103.27,,88.161,111.213,21.0,112.84,93.03,21.0,144.5,114.012,143.653,21.0,21.0,111.521,79.627,75.234,217.144,104.4,111.131,195.332,84.932,104.696,26.49,21.0
草野太郎,65.925,50.677,98.907,21.0,21.0,97.429,96.809,98.036,,,114.777,95.453,113.48,84.06,130.931,201.356,73.242,99.743,73.366,76.645,21.0,93.969,21.0,100.012,
黒岩悠,70.407,46.441,90.426,35.167,33.973,89.924,73.24,89.476,,,87.708,75.095,56.993,180.852,61.222,39.139,83.56,86.082,44.846,21.0,21.0,82.758,43.176,101.45,
国分恭介,118.812,115.41,,122.791,113.961,54.521,107.968,124.483,45.235,97.603,170.481,104.206,29.416,129.828,109.808,104.912,118.604,102.951,126.619,113.453,108.794,122.26,116.975,95.423,229.646
国分優作,93.792,100.599,,105.169,92.369,68.826,75.289,112.075,21.0,21.0,69.685,88.625,21.0,21.0,72.741,120.177,134.383,101.184,131.114,102.792,139.829,94.347,95.398,118.79,100.196
小坂忠士,124.598,60.188,140.769,21.0,21.0,139.286,138.88,125.504,,,72.393,98.785,53.383,121.281,547.79,98.442,127.498,161.134,81.074,21.0,,143.095,21.0,129.493,
小崎綾也,103.362,101.004,,96.815,109.764,52.117,105.508,98.869,37.865,70.333,122.935,81.671,264.611,74.752,102.892,78.425,104.858,111.497,105.457,86.788,99.998,95.853,102.042,122.96,136.263
小林脩斗,81.948,111.45,,103.33,97.646,119.284,99.221,104.127,114.0,97.945,78.247,96.715,80.907,116.182,113.995,21.0,21.0,99.458,99.407,104.195,92.742,89.443,113.778,21.0,21.0
小林美駒,97.678,96.541,,95.166,101.752,21.0,89.583,99.599,108.819,82.174,101.707,100.844,80.565,85.364,32.776,246.735,,106.881,119.357,114.983,81.073,96.432,97.876,21.0,21.0
小林凌大,86.006,100.372,,92.255,102.644,28.764,77.464,98.52,67.836,98.848,61.527,76.887,72.839,108.937,43.531,,21.0,97.763,60.039,85.899,84.787,106.713,89.562,86.275,
小牧加矢,108.38,21.0,98.625,,,100.025,94.133,102.969,,,80.625,102.285,86.971,127.81,71.51,102.09,80.64,104.825,61.879,,,98.064,,103.282,
木幡育也,111.25,91.928,,88.422,107.717,64.685,86.22,101.256,,,160.887,83.134,84.522,63.144,62.462,21.0,451.833,66.966,98.135,147.254,63.875,90.604,117.392,21.0,21.0
木幡巧也,101.013,102.445,,104.324,100.778,70.344,106.243,97.993,21.0,152.565,106.669,101.436,107.533,95.076,21.0,,21.0,,95.581,93.498,99.729,106.255,96.008,128.024,77.395
木幡初也,107.487,90.476,,98.126,92.299,134.571,82.278,102.305,21.0,21.0,90.868,95.04,75.79,109.91,38.524,93.701,45.45,117.25,132.069,73.912,98.02,106.964,85.804,21.0,152.445
斎藤新,94.757,101.223,,100.438,94.497,104.553,99.201,97.754,113.759,70.454,102.871,94.03,85.847,94.996,108.435,89.127,104.414,92.852,108.499,106.721,97.322,102.756,96.366,87.257,100.074
酒井学,96.166,96.062,,97.352,89.247,161.291,92.73,97.322,,202.05,47.524,93.147,85.091,27.097,86.524,98.699,95.715,78.899,85.28,86.894,101.448,85.993,104.6,91.755,100.149
坂井瑠星,97.898,102.936,,101.205,99.301,104.642,102.684,99.269,84.887,110.277,62.448,90.334,105.897,88.888,106.349,95.309,101.799,95.84,95.5,106.106,90.18,105.458,99.647,95.984,102.257
坂口智康,21.0,,116.315,,,114.208,110.773,118.681,,,115.153,127.0,44.297,180.478,110.452,82.574,171.37,21.0,,,,120.668,,78.185,
佐々木大,101.105,97.157,,103.863,93.188,90.153,98.319,99.408,91.126,111.864,95.099,92.492,93.023,101.826,105.104,71.926,102.352,107.325,108.843,103.095,104.088,99.271,100.253,80.907,66.77
佐藤翔馬,118.803,99.781,,114.787,72.754,21.0,95.183,116.633,21.0,,123.142,73.512,76.128,145.154,793.347,,21.0,126.134,143.064,67.896,80.389,107.164,106.734,21.0,21.0
鮫島克駿,99.16,104.142,,98.096,104.507,103.927,98.296,102.382,109.35,102.046,150.669,73.406,92.093,99.71,102.889,100.799,102.588,92.933,94.114,108.761,117.36,101.649,97.964,109.713,103.768
鮫島良太,97.219,128.438,,119.005,123.105,23.617,101.114,130.119,,,155.857,68.62,21.0,208.45,109.593,105.615,137.839,119.337,143.626,116.344,71.96,99.567,125.572,164.021,21.0
柴田大知,90.473,99.561,,93.408,92.772,153.713,84.499,106.615,21.0,153.6,103.86,88.477,79.915,113.106,87.455,21.0,115.977,21.0,82.87,94.712,79.509,101.961,91.193,59.384,59.501
柴田裕一,81.762,94.063,,103.915,75.165,78.462,102.621,82.739,94.914,57.246,54.484,112.802,139.151,21.0,94.983,129.09,110.023,67.302,102.466,102.471,79.678,84.706,96.181,21.0,118.561
柴田善臣,84.019,109.48,,98.752,92.825,48.67,92.295,99.224,87.602,21.0,73.309,109.334,97.633,104.143,50.1,51.463,442.943,21.0,53.154,87.139,101.621,116.23,84.42,118.526,73.532
嶋田純次,113.183,98.531,,112.902,91.963,74.125,117.055,97.228,63.572,179.24,97.284,110.223,141.464,98.211,45.351,21.0,21.0,21.0,176.17,127.956,144.455,96.761,104.962,115.473,63.419
菅原隆一,48.313,62.788,,75.006,35.327,21.0,78.66,37.596,21.0,146.641,21.0,98.67,80.281,21.0,21.0,21.0,91.0,21.0,21.0,86.104,164.62,75.134,26.86,,21.0
菅原明良,100.138,98.405,,104.038,93.027,94.816,103.709,94.247,46.455,,100.294,102.326,104.934,90.478,105.463,90.533,195.087,112.884,99.829,100.601,93.421,100.688,98.577,92.122,116.36
杉原誠人,104.539,93.373,,100.647,98.275,72.579,97.918,101.0,74.445,140.612,99.474,103.364,90.29,104.329,103.567,21.0,21.0,86.211,104.843,110.341,93.811,99.053,97.021,89.644,169.463
高倉稜,96.215,101.944,,93.088,101.328,127.812,82.482,103.442,100.783,21.0,47.478,71.404,39.923,44.989,88.851,86.991,129.378,76.37,123.497,82.59,66.826,100.575,103.489,63.705,61.573
高杉吏麒,102.041,115.745,,117.087,102.158,95.42,107.685,110.458,100.277,96.254,104.979,82.959,115.182,,111.016,113.545,73.211,123.025,136.226,113.275,113.522,112.155,109.505,69.501,36.222
高田潤,95.348,46.823,90.703,21.0,47.503,92.001,76.655,90.549,,,132.011,81.49,138.389,58.216,33.138,93.317,114.368,99.154,147.235,21.0,21.0,80.184,21.0,99.311,21.0
田口貫太,99.072,111.001,,108.951,103.4,101.524,104.005,107.906,,,73.343,122.972,95.864,44.972,112.433,114.916,95.29,101.389,91.263,106.92,89.209,106.305,111.967,104.098,45.193
武豊,92.765,98.075,,94.219,96.036,95.504,95.776,94.916,93.149,98.366,40.437,92.972,95.637,83.229,96.756,92.761,93.615,118.303,95.035,93.626,89.372,94.437,94.032,110.476,102.781
太宰啓介,104.807,111.96,,109.485,108.407,146.605,107.46,110.211,,,91.565,132.337,21.0,21.0,103.055,112.648,104.586,118.03,110.354,102.488,177.291,99.389,110.075,123.504,41.036
田辺裕信,107.513,95.573,,100.4,98.568,126.417,104.072,97.785,134.863,,109.853,99.718,104.157,92.634,189.14,120.47,76.067,21.0,113.233,85.647,94.922,96.743,108.938,82.702,88.2
谷原柚希,21.0,92.341,,81.81,21.0,,76.626,57.853,,,100.907,21.0,117.0,21.0,21.0,,,,21.0,58.333,21.0,21.0,90.781,,
田村太雅,21.0,21.0,66.428,21.0,21.0,65.966,106.974,38.055,,,205.615,107.715,69.718,21.0,68.463,21.0,21.0,31.971,21.0,21.0,,45.699,21.0,75.511,
田山旺佑,91.468,115.946,,126.971,90.265,21.0,101.483,106.851,,,271.0,76.955,,,105.295,127.116,66.366,208.154,67.467,128.533,115.216,98.72,111.982,,21.0
丹内祐次,102.464,99.316,,96.917,103.912,104.187,99.421,101.624,108.51,101.34,92.327,104.76,77.185,97.766,84.333,124.135,68.03,107.582,103.015,99.997,72.944,101.364,105.026,85.113,93.926
団野大成,98.425,107.154,,100.777,105.544,104.848,105.126,101.98,102.902,109.547,135.114,115.151,140.727,88.234,99.304,96.746,112.815,103.866,111.795,110.774,89.819,96.984,110.596,93.066,108.221
土田真翔,70.068,56.179,150.725,82.596,36.075,99.014,60.768,117.544,282.686,21.0,105.616,57.354,21.0,78.832,191.85,436.33,21.0,45.706,21.0,42.318,21.0,112.147,71.758,53.031,
角田大和,108.527,105.644,,107.242,108.98,69.957,112.182,103.658,106.368,117.598,95.715,103.249,72.052,158.664,116.093,153.029,100.475,94.018,101.393,115.982,112.242,99.647,113.678,160.066,21.0
津村明秀,103.239,98.55,,101.668,99.378,115.266,106.142,95.897,,21.0,94.779,115.794,101.914,97.323,42.582,47.827,71.774,172.931,108.386,88.112,107.538,110.953,94.968,85.681,100.121
Ｍ．デム,103.533,103.437,,100.295,108.945,86.423,104.174,103.882,56.657,78.327,67.13,126.531,89.847,104.404,108.2,100.064,118.181,74.272,111.007,91.082,108.015,113.637,99.48,95.631,95.173
戸崎圭太,98.976,93.951,,96.084,97.351,98.173,97.087,96.514,83.265,140.865,100.427,95.163,97.972,96.215,91.838,94.564,71.904,,85.228,92.925,91.852,100.884,94.57,96.861,99.515
富田暁,97.313,101.056,,97.348,101.037,73.377,100.055,97.39,80.557,98.35,91.252,87.737,44.893,117.496,102.752,104.289,121.955,87.851,95.928,90.884,95.337,103.534,93.342,114.52,127.203
中井裕二,81.153,103.701,,104.873,93.119,42.476,108.611,89.879,21.0,107.239,87.57,108.781,274.828,174.431,104.604,90.677,97.484,75.833,78.261,90.037,147.778,88.287,102.356,27.94,21.0
長岡禎仁,91.818,120.282,,105.621,107.798,21.0,112.702,107.602,172.392,,79.629,67.648,94.575,145.535,122.662,86.42,128.435,101.824,133.839,121.618,114.373,126.327,93.424,96.773,52.316
永島まな,84.411,86.614,,90.536,79.353,120.18,90.327,81.526,51.113,51.694,78.887,100.537,108.622,21.0,84.71,83.201,89.506,81.206,72.253,85.133,71.083,83.443,90.108,59.957,37.85
長浜鴻緒,112.859,102.558,,103.718,110.668,72.856,102.106,107.925,98.996,87.075,52.503,94.797,108.785,110.529,57.347,,156.497,,111.573,115.63,85.349,101.112,112.806,21.0,
中村将之,28.111,28.8,85.269,21.0,,83.198,73.515,87.696,,,94.387,79.381,23.235,107.466,67.186,68.279,90.459,73.974,21.0,21.0,,89.57,21.0,65.566,
難波剛健,79.861,53.3,99.083,21.0,21.0,97.393,103.595,95.515,,,65.172,132.565,97.897,68.109,79.687,109.806,118.261,87.918,81.0,21.0,21.0,104.744,21.0,86.646,
西谷誠,77.623,21.0,102.029,,,100.997,107.768,97.317,,,70.549,39.799,52.162,68.387,135.509,144.336,83.795,117.127,139.844,,,95.147,,108.997,
西塚洸二,102.059,100.935,,94.795,108.732,54.739,112.541,93.012,55.672,115.032,102.224,101.072,100.875,87.329,116.488,74.4,207.131,88.912,112.872,106.599,84.843,106.962,99.948,123.607,87.468
西村淳也,104.984,97.661,,102.195,101.472,94.863,102.624,101.339,64.455,187.059,131.645,102.074,114.266,115.826,102.913,105.206,95.731,99.134,97.603,100.694,106.752,104.268,97.371,108.95,111.097
西村太一,36.718,91.761,21.0,73.191,57.8,61.048,69.185,69.375,,,62.84,71.489,37.566,73.078,21.0,21.0,21.0,21.0,21.0,58.004,42.6,75.163,45.188,21.0,21.0
野中悠太,89.694,95.073,,99.905,84.317,105.056,101.582,84.42,,21.0,82.064,96.8,103.229,91.5,63.926,296.553,76.616,34.462,103.397,94.609,80.543,98.965,87.266,101.713,116.652
橋木太希,108.044,89.099,,96.921,66.358,21.0,134.083,62.003,100.344,21.0,74.907,58.864,134.555,,139.761,50.417,36.121,85.854,118.796,114.586,226.051,80.477,90.567,,21.0
浜中俊,104.344,94.001,,101.408,99.766,94.787,89.496,102.793,109.855,94.538,,150.25,78.221,89.58,87.065,105.848,94.946,91.483,117.542,86.036,106.409,98.88,95.471,128.654,112.283
原優介,90.565,101.064,,96.112,97.8,113.121,99.119,95.204,21.0,180.283,81.882,91.36,103.513,103.708,114.751,21.0,92.561,89.258,103.796,91.387,92.222,94.064,97.609,185.254,210.809
原田和真,101.988,104.833,,118.831,88.545,21.0,133.523,85.227,67.587,21.0,63.678,51.083,125.441,80.739,322.42,115.286,59.136,144.172,34.954,113.455,201.147,52.521,157.41,50.167,21.0
伴啓太,58.763,21.0,99.222,21.0,21.0,97.333,110.175,87.956,,,106.509,110.548,78.475,63.208,149.854,65.872,61.144,93.292,79.667,21.0,21.0,95.117,21.0,101.852,
菱田裕二,90.812,104.924,,96.645,98.128,115.355,95.941,100.324,103.43,97.678,108.953,122.91,100.349,86.931,83.732,85.137,107.585,92.772,77.856,89.028,95.94,96.313,100.116,104.645,85.633
藤岡佑介,105.53,105.016,,99.69,112.082,93.778,105.468,105.362,115.184,91.743,134.632,118.154,87.217,174.441,115.794,110.268,103.386,104.153,113.524,102.183,114.233,110.426,101.366,101.372,102.922
藤懸貴志,100.317,102.544,,93.599,106.601,117.011,97.572,103.463,84.971,21.0,97.827,125.228,112.762,62.419,82.014,83.115,109.009,119.697,120.816,111.893,85.382,107.741,101.471,104.96,50.176
舟山瑠泉,114.349,98.439,,103.504,112.625,21.0,109.638,103.767,97.49,102.351,118.582,112.065,92.809,99.391,21.0,,,,131.596,109.478,131.925,83.138,126.152,21.0,21.0
古川奈穂,91.225,99.277,,97.175,90.869,167.571,110.42,94.344,74.835,95.768,142.859,113.666,59.478,83.602,124.994,79.301,78.881,101.013,69.471,99.587,108.443,89.88,104.514,40.487,21.0
古川吉洋,107.771,96.263,,100.716,104.11,86.459,105.858,101.353,100.342,79.366,99.399,88.609,21.0,114.624,116.452,100.493,114.771,138.455,117.073,88.623,70.767,105.525,105.044,86.104,119.931
松岡正海,106.33,89.182,,93.865,102.523,97.105,85.624,105.505,132.887,107.945,76.48,86.259,84.875,107.004,33.245,90.575,37.507,116.621,118.773,92.17,99.015,99.925,93.396,105.194,104.945
松本大輝,101.436,98.464,,107.024,88.37,162.159,92.875,106.041,99.806,129.297,92.627,91.052,165.368,61.071,98.964,99.27,50.898,129.111,80.704,90.674,122.437,102.383,98.091,92.384,140.565
松山弘平,92.912,102.072,,96.917,99.271,79.871,99.367,96.878,120.288,,145.061,91.391,104.678,85.285,98.63,97.264,98.85,94.115,91.306,98.647,97.823,95.573,98.234,102.366,97.102
松若風馬,102.066,110.618,,109.097,106.795,61.16,124.794,105.156,271.0,54.088,117.62,91.709,66.192,88.687,118.1,102.515,114.56,101.971,85.787,122.921,101.642,107.467,105.527,95.284,139.224
的場勇人,73.996,37.68,,34.173,87.247,21.0,37.535,87.631,44.773,158.055,122.33,58.143,26.508,38.677,42.414,,21.0,21.0,21.0,21.0,21.0,120.136,30.533,21.0,
黛弘人,100.547,116.012,,102.436,111.657,107.537,88.558,111.572,113.069,105.892,97.128,94.889,79.186,141.748,59.309,21.0,21.0,101.932,107.11,91.926,137.774,109.425,108.463,93.865,21.0
丸田恭介,100.527,109.788,,110.173,96.192,104.307,96.641,113.799,21.0,236.417,98.956,105.094,96.369,123.052,39.911,21.0,44.441,130.486,100.018,97.69,131.674,101.48,108.961,82.245,68.228
丸山元気,101.207,103.34,,104.627,101.698,82.019,105.03,100.787,50.443,82.546,96.739,105.295,112.581,116.775,98.863,102.794,72.455,92.56,97.916,117.055,100.183,105.022,96.738,151.935,82.682
三浦皇成,96.355,105.673,,102.795,98.278,96.525,100.305,101.723,21.0,71.204,111.536,91.632,103.991,101.071,91.373,65.861,54.695,,86.083,116.372,94.968,107.576,99.994,94.772,87.467
水沼元輝,80.873,89.706,97.421,94.967,78.545,83.12,75.474,98.947,,191.832,71.619,72.188,50.206,41.969,45.642,311.0,299.75,206.296,38.329,121.794,50.282,108.111,71.266,21.0,
蓑島靖典,97.0,21.0,83.369,21.0,,98.212,159.423,78.896,,,75.762,170.368,109.936,60.359,211.0,21.0,21.0,86.572,21.0,21.0,21.0,75.454,,147.55,
幸英明,92.281,97.137,,91.025,97.634,113.484,93.546,94.94,,21.0,111.084,98.913,49.708,77.961,97.071,92.809,90.942,93.693,92.356,96.881,93.059,95.229,93.555,95.072,110.287
武藤雅,78.547,103.98,,96.57,91.008,77.065,89.517,97.144,89.374,65.587,89.54,89.359,94.631,103.817,35.518,71.629,21.0,131.698,50.494,119.569,94.785,101.451,86.351,101.09,40.533
森一馬,82.598,98.739,99.692,29.736,38.516,98.741,82.97,103.376,,,71.612,73.872,44.812,129.942,114.825,85.043,84.341,107.153,41.391,72.722,21.0,104.192,30.465,90.965,
森田誠也,100.401,121.361,,104.943,133.575,21.0,85.758,118.587,136.804,126.854,21.0,113.236,,21.0,69.312,92.251,150.18,,84.016,119.763,21.0,91.017,143.969,,
横山和生,99.952,101.942,,98.013,104.278,102.406,94.804,104.333,104.712,96.923,113.346,34.393,97.005,104.853,90.704,118.836,101.928,112.116,95.967,99.882,107.396,99.099,99.928,118.442,93.247
横山武史,98.804,91.224,,95.761,94.577,97.31,91.637,97.307,96.116,105.836,85.85,84.552,91.11,96.412,123.329,72.18,90.545,178.59,99.772,91.974,105.393,97.894,91.064,82.352,105.484
横山典弘,93.771,106.511,,94.789,104.448,77.53,102.841,97.342,110.063,,51.034,147.167,102.434,102.935,98.002,76.564,109.439,107.197,87.249,108.566,97.384,106.181,93.795,94.01,102.864
横山琉人,99.742,103.753,,96.277,109.389,78.917,105.846,101.479,132.811,74.827,102.472,104.953,104.39,98.391,74.074,21.0,236.602,113.81,95.902,106.473,114.552,94.973,107.775,74.179,125.894
吉田隼人,92.399,97.967,,82.707,103.751,108.383,95.912,93.59,86.818,98.13,112.954,99.266,160.802,95.372,91.086,81.251,102.843,87.271,83.543,88.809,62.089,98.88,97.778,77.499,82.231
吉田豊,95.403,100.942,,98.998,100.122,85.592,99.704,97.292,90.047,384.333,94.977,94.157,99.72,98.322,118.439,21.0,21.0,21.0,111.071,99.694,97.865,96.277,99.477,109.543,104.337
吉村誠之,96.831,97.463,,100.652,95.628,68.3,96.176,98.545,,,164.08,96.522,97.857,164.419,96.069,101.696,86.076,106.552,96.098,91.251,91.133,104.11,92.328,97.799,190.51
ルメール,103.098,99.858,,101.088,101.537,112.044,105.342,97.801,99.548,59.405,93.122,107.879,106.414,98.349,87.249,98.395,101.417,,106.603,102.513,104.648,101.26,102.976,89.821,100.587
鷲頭虎太,107.506,118.697,99.137,113.777,117.231,71.266,130.985,105.382,77.058,101.133,110.725,146.271,240.386,116.0,110.454,129.669,115.273,100.415,130.005,133.533,111.2,105.301,119.195,105.888,21.0
和田陽希,89.844,114.385,,118.946,81.793,236.631,109.287,104.307,130.837,58.217,56.725,101.273,,,123.181,160.553,96.253,,120.588,113.802,21.0,102.339,111.535,,
和田竜二,100.306,88.718,,98.632,90.209,105.867,80.49,97.051,66.604,68.001,257.914,94.134,59.77,78.233,80.521,100.295,90.026,105.549,95.543,83.53,93.225,99.562,94.532,74.072,58.145
