,芝,ダート,障害,短距離,中距離,長距離,左回り,右回り,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,芝道悪,ダ道悪,新馬,未勝利,自己条件,OP,重賞
草野太郎,65.925,50.677,98.562,21.0,21.0,97.105,96.436,97.737,,,114.496,95.126,113.121,83.736,130.562,201.225,72.913,99.463,73.366,76.645,21.0,93.662,21.0,99.674,
黒岩悠,70.407,46.125,90.06,34.75,33.973,89.585,73.11,89.079,,,87.708,74.971,56.79,180.747,61.152,39.049,82.917,85.712,44.846,21.0,21.0,82.287,42.86,101.24,
国分恭介,118.501,114.975,,122.26,113.704,54.339,107.648,124.051,45.199,97.563,170.09,104.029,29.416,129.828,109.395,104.436,118.169,102.627,126.17,113.06,108.449,121.695,116.69,95.423,227.716
国分優作,93.418,99.696,,104.36,91.748,68.826,74.93,111.147,21.0,21.0,69.355,88.316,21.0,21.0,72.376,119.079,132.932,100.557,130.551,101.404,138.321,93.599,94.78,117.15,100.196
小坂忠士,123.638,59.775,139.565,21.0,21.0,138.129,137.22,124.866,,,71.978,98.02,53.173,120.531,539.8,97.977,126.742,160.689,80.693,21.0,,141.363,21.0,128.939,
小崎綾也,103.116,100.655,,96.56,109.405,52.117,105.189,98.602,37.865,70.333,122.846,81.433,264.353,74.186,102.503,78.344,104.525,111.356,104.809,86.494,99.882,95.49,101.794,122.329,136.263
小林脩斗,81.276,110.973,,102.867,96.995,116.527,98.902,103.395,113.021,97.135,77.719,96.385,80.64,115.487,113.995,21.0,21.0,98.749,98.68,104.044,91.017,89.004,113.303,21.0,21.0
小林美駒,97.393,96.148,,94.779,101.455,21.0,89.292,99.232,108.37,81.972,101.371,100.474,80.474,84.95,32.776,245.647,,106.739,119.2,114.396,80.732,96.076,97.528,21.0,21.0
小林凌大,85.819,99.938,,92.007,102.044,28.764,77.253,98.024,67.452,98.298,61.133,76.707,72.743,108.444,43.36,,21.0,97.534,59.858,85.58,84.195,106.159,89.285,86.275,
小牧加矢,107.905,21.0,98.044,,,99.446,93.508,102.408,,,80.195,101.541,86.587,127.224,71.043,101.618,80.105,104.252,61.879,,,97.482,,102.712,
木幡育也,110.503,91.776,,88.09,107.565,64.685,85.943,101.057,,,160.812,82.584,84.448,62.921,62.076,21.0,451.833,66.966,98.135,147.145,63.875,90.251,117.264,21.0,21.0
木幡巧也,100.425,101.952,,103.776,100.253,70.146,105.653,97.521,21.0,152.26,106.046,101.012,106.902,94.636,21.0,,21.0,,95.358,92.866,99.086,105.618,95.614,127.484,77.395
木幡初也,107.168,90.265,,97.899,91.99,134.571,82.154,101.951,21.0,21.0,90.23,94.945,75.65,109.576,38.524,93.701,45.326,117.25,131.876,73.679,97.535,106.675,85.598,21.0,152.445
斎藤新,94.388,100.902,,100.056,94.21,104.097,98.795,97.443,113.461,70.265,102.558,93.693,85.358,94.63,107.946,88.641,104.302,92.49,108.018,106.36,97.016,102.377,96.013,87.043,99.96
酒井学,95.786,95.711,,97.037,88.899,160.088,92.484,96.932,,196.725,47.36,92.944,85.023,27.097,86.282,98.364,95.349,78.598,84.969,86.642,101.292,85.621,104.229,91.503,99.468
坂井瑠星,97.396,102.413,,100.698,98.781,104.174,102.176,98.75,84.57,110.04,62.258,89.866,105.426,88.491,105.803,94.82,101.244,95.278,95.022,105.538,89.706,104.878,99.144,95.583,101.959
坂口智康,21.0,,116.059,,,113.958,110.372,118.602,,,114.874,126.387,44.297,180.478,110.452,82.574,171.37,21.0,,,,120.416,,77.867,
佐々木大,100.63,96.736,,103.378,92.824,89.739,97.819,98.99,90.793,111.426,94.738,92.092,92.282,101.332,104.711,71.51,102.095,106.909,108.182,102.538,103.411,98.743,99.892,80.678,66.522
佐藤翔馬,117.657,99.106,,113.904,72.186,21.0,94.523,115.681,21.0,,122.444,73.258,75.703,143.671,780.609,,21.0,126.134,141.111,67.896,80.389,106.206,105.954,21.0,21.0
鮫島克駿,98.746,103.685,,97.674,104.058,103.551,97.89,101.94,108.636,101.693,149.421,73.048,91.842,99.377,102.437,100.368,102.204,92.45,93.765,108.316,117.018,101.14,97.545,109.366,103.539
鮫島良太,96.63,127.568,,117.892,122.613,23.589,100.426,129.395,,,153.119,68.606,21.0,207.88,108.757,105.215,136.962,119.219,143.541,115.813,71.96,98.462,124.914,163.788,21.0
柴田大知,90.068,98.927,,92.76,92.465,152.137,84.249,105.823,21.0,153.6,103.098,88.233,79.68,112.151,87.455,21.0,115.977,21.0,82.662,94.168,79.266,101.209,90.974,58.863,59.096
柴田裕一,81.428,93.837,,103.656,74.869,78.228,102.179,82.575,94.796,57.246,54.319,112.482,139.151,21.0,94.348,128.841,109.668,67.194,101.824,102.167,79.678,84.462,95.858,21.0,118.561
柴田善臣,83.9,109.147,,98.563,92.542,48.431,92.076,99.006,87.602,21.0,73.161,108.636,97.439,103.832,50.1,51.311,442.831,21.0,52.975,86.877,101.19,116.047,84.181,118.493,73.33
嶋田純次,112.53,98.315,,112.316,91.662,74.125,116.566,96.776,63.124,178.773,96.899,109.848,140.676,97.692,45.351,21.0,21.0,21.0,175.469,127.744,143.892,96.417,104.366,114.941,63.419
菅原隆一,48.051,62.714,,74.822,35.327,21.0,78.393,37.596,21.0,146.641,21.0,98.282,80.141,21.0,21.0,21.0,91.0,21.0,21.0,85.944,164.138,75.052,26.86,,21.0
菅原明良,99.761,97.995,,103.629,92.644,94.501,103.29,93.88,46.455,,99.88,101.886,104.548,90.131,104.813,90.495,193.908,112.742,99.418,100.201,93.103,100.25,98.172,91.927,115.987
杉原誠人,104.214,93.022,,100.373,97.824,72.431,97.59,100.666,74.445,139.444,99.307,102.989,89.998,103.89,103.328,21.0,21.0,85.933,104.607,109.842,93.696,98.641,96.748,89.055,168.873
高倉稜,95.845,101.478,,92.828,100.845,127.619,82.336,102.967,100.783,21.0,47.478,71.404,39.829,44.933,88.678,86.704,128.498,75.964,122.391,82.539,66.826,99.692,103.284,63.686,60.911
高杉吏麒,101.613,115.257,,116.635,101.664,95.174,107.24,109.993,99.621,95.871,104.669,82.897,115.182,,110.496,113.001,73.0,122.245,135.206,112.792,113.111,111.641,109.068,69.308,36.222
高田潤,94.933,46.692,90.141,21.0,47.368,91.452,76.264,90.017,,,131.289,81.033,137.721,58.023,33.138,92.556,114.109,98.533,146.467,21.0,21.0,79.776,21.0,98.68,21.0
田口貫太,98.84,110.429,,108.564,102.862,101.436,103.252,107.473,,,73.074,122.566,95.671,44.72,111.311,114.391,95.022,101.145,91.035,106.465,89.049,105.865,111.457,103.615,45.118
武豊,92.312,97.529,,93.767,95.502,95.038,95.346,94.405,92.661,97.78,40.313,92.562,95.213,82.931,96.339,92.231,93.158,117.691,94.546,93.063,88.886,93.857,93.563,109.971,102.477
太宰啓介,104.602,111.264,,108.763,108.032,146.471,107.187,109.654,,,90.887,131.961,21.0,21.0,102.802,112.09,104.324,117.512,110.254,101.901,175.579,98.793,109.732,123.034,41.036
田辺裕信,107.139,95.195,,100.003,98.223,126.031,103.665,97.445,134.263,,109.484,99.463,103.723,92.316,189.023,120.261,75.977,21.0,112.844,85.297,94.558,96.29,108.573,82.503,88.103
谷原柚希,21.0,92.173,,81.667,21.0,,76.626,57.466,,,100.065,21.0,117.0,21.0,21.0,,,,21.0,58.333,21.0,21.0,90.617,,
田村太雅,21.0,21.0,66.283,21.0,21.0,65.823,106.697,38.055,,,205.615,107.33,69.205,21.0,68.178,21.0,21.0,31.971,21.0,21.0,,45.545,21.0,75.397,
田山旺佑,91.126,115.427,,126.196,90.128,21.0,101.16,106.374,,,271.0,76.366,,,105.013,126.29,66.067,207.996,67.207,128.177,114.017,98.177,111.819,,21.0
丹内祐次,102.056,98.896,,96.569,103.453,103.75,98.944,101.226,108.044,100.962,91.932,104.207,76.949,97.456,84.064,123.974,67.535,107.105,102.634,99.534,72.756,100.889,104.615,84.957,93.85
団野大成,98.068,106.738,,100.418,105.122,104.595,104.654,101.641,102.262,109.282,134.376,114.267,140.317,87.51,98.851,96.437,112.497,103.555,111.37,110.359,89.448,96.539,110.206,92.892,108.028
土田真翔,68.625,55.412,148.88,81.119,35.632,97.917,60.219,115.658,275.85,21.0,105.531,57.354,21.0,77.951,186.825,424.114,21.0,45.706,21.0,42.261,21.0,110.323,70.688,53.031,
角田大和,107.941,105.314,,106.823,108.492,69.846,111.692,103.215,106.124,116.959,95.341,102.768,71.375,158.002,115.658,151.556,100.33,93.576,100.977,115.525,111.978,99.116,113.252,160.066,21.0
津村明秀,102.876,98.103,,101.237,99.004,114.933,105.675,95.562,,21.0,94.413,115.363,101.444,97.013,42.481,47.827,71.559,170.003,108.076,87.828,107.142,110.458,94.606,85.441,99.774
Ｍ．デム,103.115,103.086,,99.868,108.59,86.063,103.684,103.531,56.657,78.115,66.764,125.445,89.243,104.102,107.921,99.631,117.79,74.047,110.629,90.836,107.543,113.086,99.186,95.295,95.007
戸崎圭太,98.443,93.43,,95.588,96.784,97.646,96.56,95.984,83.153,140.47,99.772,94.58,97.448,95.706,91.471,94.082,71.58,,84.855,92.44,91.281,100.29,94.064,96.419,99.194
富田暁,96.967,100.722,,97.016,100.664,73.213,99.69,97.081,80.123,98.077,90.933,87.52,44.893,117.41,102.375,104.055,121.75,87.41,95.563,90.375,95.056,103.058,93.064,114.374,126.938
中井裕二,80.848,103.302,,104.42,92.77,42.476,108.022,89.626,21.0,107.239,87.57,108.365,274.828,174.388,103.922,90.56,97.147,75.405,78.197,89.821,147.004,87.799,102.061,27.94,21.0
長岡禎仁,91.49,119.588,,105.183,107.153,21.0,112.47,106.863,172.046,,79.385,67.36,94.534,145.535,122.385,85.831,127.138,101.332,132.353,120.977,112.995,125.493,93.132,96.773,52.316
永島まな,84.107,86.351,,90.232,79.122,119.663,90.034,81.265,50.949,51.694,78.553,100.125,108.026,21.0,84.458,83.126,89.096,80.938,72.136,84.903,70.709,83.166,89.841,59.852,37.85
長浜鴻緒,112.049,102.088,,103.107,110.146,72.856,101.472,107.392,98.69,86.446,52.216,94.085,108.325,109.991,56.823,,156.497,,110.964,115.203,85.176,100.373,112.363,21.0,
中村将之,28.111,28.718,84.732,21.0,,82.678,73.166,87.078,,,94.075,78.991,23.212,105.779,66.974,67.218,89.884,73.619,21.0,21.0,,89.011,21.0,65.192,
難波剛健,79.732,52.96,98.745,21.0,21.0,97.06,103.094,95.242,,,65.018,131.705,97.439,67.928,79.459,109.464,117.838,87.764,81.0,21.0,21.0,104.326,21.0,86.45,
西谷誠,77.373,21.0,101.562,,,100.545,107.482,96.829,,,70.027,39.684,51.947,67.792,135.213,143.927,83.509,116.53,138.988,,,94.696,,108.539,
西塚洸二,101.657,100.398,,94.344,108.275,54.675,112.055,92.548,55.672,114.849,101.665,100.653,100.603,87.117,116.179,74.138,202.767,88.779,112.294,105.93,84.806,106.378,99.518,123.483,87.468
西村淳也,104.481,97.242,,101.734,101.002,94.481,102.181,100.868,64.225,186.602,131.374,101.655,113.905,114.132,102.464,104.713,95.28,98.638,97.083,100.162,106.143,103.745,96.991,108.483,110.533
西村太一,36.642,91.449,21.0,73.054,57.527,61.048,69.041,69.129,,,62.399,71.269,37.566,72.954,21.0,21.0,21.0,21.0,21.0,57.859,42.6,74.956,45.078,21.0,21.0
野中悠太,89.148,94.571,,99.216,83.953,104.715,100.839,84.137,,21.0,81.851,96.083,102.489,91.16,63.474,296.153,76.616,34.462,102.777,93.953,79.608,98.397,86.873,101.67,116.652
橋木太希,107.998,88.712,,96.527,66.358,21.0,133.281,61.87,100.225,21.0,74.34,58.864,131.215,,139.703,50.417,35.962,85.854,118.674,114.586,226.051,80.391,89.985,,21.0
浜中俊,103.875,93.659,,101.013,99.343,94.188,89.172,102.351,109.361,94.158,,149.773,78.013,89.238,86.725,105.45,94.564,90.986,116.994,85.769,106.014,98.476,95.066,128.188,111.661
原優介,90.212,100.458,,95.642,97.199,112.979,98.703,94.585,21.0,175.598,81.613,91.061,103.063,102.906,114.167,21.0,92.561,88.585,103.603,90.739,92.052,93.379,97.239,183.842,205.753
原田和真,100.847,104.11,,117.576,88.219,21.0,131.999,84.734,67.105,21.0,63.678,51.063,123.667,80.382,317.85,115.286,59.136,143.095,34.929,112.966,197.628,52.23,156.334,50.167,21.0
伴啓太,58.601,21.0,98.801,21.0,21.0,96.925,109.645,87.634,,,106.096,110.124,77.87,62.984,148.945,65.872,61.051,92.917,79.667,21.0,21.0,94.709,21.0,101.415,
菱田裕二,90.499,104.561,,96.304,97.844,114.449,95.523,99.984,103.149,97.416,108.52,122.61,99.069,86.867,83.486,84.763,107.177,92.505,77.686,88.693,95.714,95.949,99.772,104.238,85.488
藤岡佑介,105.108,104.546,,99.297,111.609,93.288,105.07,104.915,114.594,91.315,133.761,117.876,87.088,172.544,115.294,109.887,102.94,103.767,113.115,101.652,113.721,109.915,100.943,101.004,102.753
藤懸貴志,100.045,102.064,,93.435,105.989,116.459,97.157,103.056,84.666,21.0,97.601,124.295,112.487,62.379,81.754,82.936,108.502,119.084,120.752,111.195,85.285,107.102,101.141,104.96,49.705
舟山瑠泉,113.921,98.136,,102.917,112.45,21.0,109.092,103.461,97.255,101.788,118.379,111.456,92.809,99.149,21.0,,,,130.833,109.205,130.047,82.973,125.747,21.0,21.0
古川奈穂,90.843,98.872,,96.828,90.433,165.974,110.059,93.891,74.453,95.265,142.079,113.321,59.478,83.602,124.564,79.065,78.708,100.965,69.334,99.176,107.875,89.437,104.147,40.487,21.0
古川吉洋,107.26,95.886,,100.223,103.675,86.115,105.372,100.908,99.931,79.221,98.793,88.24,21.0,114.624,115.918,100.121,114.108,137.385,116.562,88.278,70.746,104.975,104.575,85.825,119.728
松岡正海,105.982,88.866,,93.64,102.045,96.832,85.336,105.158,132.571,107.597,76.265,85.947,84.61,106.604,33.116,90.353,37.507,116.503,118.425,91.73,98.883,99.486,93.142,104.954,104.514
松本大輝,101.123,98.028,,106.742,87.885,161.547,92.49,105.641,99.739,128.975,92.366,90.805,165.368,61.071,98.365,99.157,50.77,128.322,80.638,90.331,122.096,101.919,97.743,92.384,140.565
松山弘平,92.452,101.512,,96.449,98.709,79.554,98.798,96.391,119.978,,144.458,90.902,104.173,85.07,98.014,96.763,98.363,93.611,90.852,98.113,97.328,95.04,97.705,101.893,96.836
松若風馬,101.739,110.17,,108.762,106.335,61.03,124.475,104.761,271.0,53.74,117.286,91.496,66.14,88.396,117.661,102.14,113.993,101.756,85.1,122.403,101.404,107.01,105.183,95.109,138.397
的場勇人,73.251,37.622,,34.123,86.39,21.0,37.535,86.481,44.773,158.055,119.349,58.143,26.508,38.564,42.414,,21.0,21.0,21.0,21.0,21.0,118.743,30.533,21.0,
黛弘人,100.299,114.974,,101.849,111.054,107.323,88.059,110.977,112.883,105.396,96.81,94.507,78.291,139.936,59.309,21.0,21.0,101.404,106.9,91.493,136.68,108.498,108.039,93.865,21.0
丸田恭介,100.125,109.022,,109.503,95.704,103.846,96.121,113.152,21.0,236.417,98.563,104.765,95.789,122.206,39.883,21.0,44.379,129.773,99.147,97.216,131.291,100.899,108.269,82.15,68.228
丸山元気,100.884,102.786,,104.165,101.288,81.704,104.574,100.39,50.396,82.261,96.367,104.847,111.641,116.209,98.603,102.26,72.439,92.262,97.626,116.177,99.806,104.536,96.355,150.861,82.682
三浦皇成,95.95,105.206,,102.332,97.884,96.092,99.882,101.275,21.0,71.204,110.867,91.223,103.557,100.66,91.059,65.8,54.473,,85.74,115.877,94.617,106.993,99.592,94.462,87.392
水沼元輝,79.33,89.295,97.177,94.234,77.658,82.922,75.016,98.28,,190.938,70.948,71.595,50.071,41.938,45.553,311.0,299.75,204.012,38.329,120.826,50.282,107.311,70.904,21.0,
蓑島靖典,96.2,21.0,82.731,21.0,,97.421,157.584,78.503,,,75.46,168.166,109.681,60.047,211.0,21.0,21.0,86.195,21.0,21.0,21.0,75.17,,144.74,
幸英明,91.956,96.829,,90.743,97.283,113.222,93.269,94.61,,21.0,110.989,98.712,49.645,77.761,96.762,92.426,90.706,93.435,92.145,96.573,92.825,94.793,93.303,94.834,110.055
武藤雅,78.37,103.594,,96.217,90.742,76.94,89.191,96.845,89.19,65.117,89.271,89.109,94.207,103.483,35.398,71.629,21.0,131.698,50.364,118.979,94.501,101.139,86.043,101.026,40.327
森一馬,82.209,97.957,99.213,29.736,38.429,98.254,82.627,102.835,,,71.215,73.537,44.67,129.389,114.426,84.469,83.829,106.673,41.276,72.178,21.0,103.661,30.465,90.552,
森田誠也,100.308,120.713,,104.534,132.951,21.0,85.44,118.072,135.645,126.854,21.0,113.236,,21.0,68.804,92.167,149.293,,84.016,119.108,21.0,90.904,143.075,,
横山和生,99.555,101.48,,97.639,103.793,101.967,94.443,103.873,104.284,96.555,112.59,34.331,96.644,104.351,90.377,118.361,101.558,111.586,95.622,99.477,107.033,98.618,99.52,117.85,92.99
横山武史,98.287,90.729,,95.255,94.059,96.914,91.158,96.786,95.578,105.26,85.319,83.981,90.626,95.888,123.032,71.987,90.175,178.148,99.267,91.438,104.787,97.32,90.596,82.045,105.153
横山典弘,93.424,106.079,,94.456,104.001,77.268,102.516,96.93,109.774,,50.819,146.963,102.157,102.558,97.714,76.296,108.606,106.942,87.014,108.142,97.059,105.687,93.433,93.81,102.628
横山琉人,99.343,103.323,,95.957,108.832,78.608,105.41,101.049,131.186,74.57,102.233,104.371,104.234,97.964,73.913,21.0,236.274,113.81,95.465,105.934,114.071,94.505,107.347,74.179,125.894
吉田隼人,92.135,97.611,,82.397,103.45,108.212,95.591,93.293,86.623,97.793,112.711,98.989,160.578,95.105,90.816,81.18,102.442,86.91,83.278,88.558,61.94,98.555,97.47,77.232,82.014
吉田豊,94.992,100.569,,98.577,99.773,85.147,99.329,96.879,89.32,384.333,94.785,93.785,99.336,97.852,118.264,21.0,21.0,21.0,110.401,99.195,97.761,95.827,99.129,109.037,103.182
吉村誠之,96.437,96.886,,100.064,95.206,68.135,95.7,98.032,,,163.391,95.66,97.857,162.91,95.606,101.109,85.92,105.841,95.837,90.472,90.775,103.518,91.862,97.737,190.235
ルメール,102.363,99.163,,100.399,100.804,111.177,104.553,97.164,98.907,59.054,92.363,107.094,105.603,97.681,86.705,97.795,100.804,,105.888,101.828,103.861,100.501,102.264,89.273,99.97
鷲頭虎太,106.974,118.155,98.872,113.397,116.439,71.065,130.053,104.941,76.675,100.78,110.313,145.455,239.415,115.0,109.856,129.586,115.273,99.963,129.094,132.668,111.2,104.674,118.724,105.598,21.0
和田陽希,88.325,113.771,,117.744,81.361,232.748,108.85,103.176,129.211,57.683,56.725,100.877,,,122.674,158.656,95.289,,118.305,112.996,21.0,101.371,110.59,,
和田竜二,99.861,88.439,,98.221,89.891,105.494,80.138,96.696,66.437,67.589,257.914,94.118,59.307,77.952,80.148,100.061,89.687,104.686,95.144,83.288,92.978,99.163,94.132,73.929,58.09
