場所,R,馬番,人気,単オッズ,複勝オッズ下,上,単勝,複勝,馬連配当,開催日,推定人気,人気ランク
東京,7,10,1.0,3.1,1.4,1.8,,,,20250216,,
東京,7,11,16.0,359.3,66.5,105.1,,,,20250216,,
東京,7,12,9.0,22.6,4.7,7.2,,630.0,,20250216,,
東京,7,13,13.0,146.3,15.5,24.3,,,,20250216,,
東京,7,14,4.0,7.5,2.1,3.0,,,,20250216,,
東京,7,15,5.0,8.6,2.3,3.3,,310.0,5780.0,20250216,,
東京,7,16,2.0,4.2,1.5,2.0,,,,20250216,,
東京,8,1,3.0,9.1,1.9,4.9,910.0,200.0,730.0,20250216,,
東京,8,2,13.0,220.4,19.7,59.7,,,,20250216,,
東京,8,3,7.0,24.2,2.7,7.3,,,,20250216,,
東京,8,4,2.0,7.8,1.8,4.5,,,,20250216,,
東京,8,5,4.0,9.3,1.9,4.7,,,,20250216,,
東京,8,6,10.0,69.7,9.1,26.9,,,,20250216,,
東京,8,7,5.0,14.6,2.2,5.7,,,,20250216,,
東京,8,8,9.0,54.6,7.9,23.3,,,,20250216,,
東京,8,9,1.0,1.4,1.1,1.1,,110.0,730.0,20250216,,
東京,8,10,12.0,212.8,25.7,77.9,,,,20250216,,
東京,8,11,8.0,50.2,4.2,11.9,,,,20250216,,
東京,8,12,6.0,19.3,2.1,5.4,,210.0,,20250216,,
東京,8,13,11.0,199.2,20.4,61.7,,,,20250216,,
東京,9,1,15.0,127.7,18.8,28.6,,,,20250216,,
東京,9,2,10.0,26.3,5.8,8.7,2630.0,740.0,6780.0,20250216,,
東京,9,3,2.0,4.9,1.7,2.3,,220.0,6780.0,20250216,,
東京,9,4,11.0,31.9,7.0,10.5,,,,20250216,,
東京,9,5,7.0,14.5,3.2,4.8,,,,20250216,,
東京,9,6,3.0,6.7,1.9,2.6,,,,20250216,,
東京,9,7,5.0,13.0,3.2,4.6,,,,20250216,,
東京,9,8,16.0,331.6,55.4,84.3,,,,20250216,,
東京,9,9,8.0,18.0,3.5,5.1,,,,20250216,,
東京,9,10,4.0,8.5,2.4,3.5,,,,20250216,,
東京,9,11,9.0,18.8,3.9,5.8,,,,20250216,,
東京,9,12,14.0,73.3,10.7,16.3,,1360.0,,20250216,,
東京,9,13,12.0,33.1,6.8,10.3,,,,20250216,,
東京,9,14,13.0,47.5,7.9,12.0,,,,20250216,,
東京,9,15,6.0,13.2,3.4,5.0,,,,20250216,,
東京,9,16,1.0,3.2,1.4,1.7,,,,20250216,,
東京,10,1,12.0,60.9,9.0,17.4,,,,20250216,,
東京,10,2,16.0,267.4,30.6,59.9,,,,20250216,,
東京,10,3,5.0,15.8,2.8,5.0,,,,20250216,,
東京,10,4,13.0,109.6,13.4,26.0,,,,20250216,,
東京,10,5,1.0,2.1,1.1,1.3,,120.0,2990.0,20250216,,
東京,10,6,15.0,187.4,38.4,75.1,,,,20250216,,
東京,10,7,3.0,6.3,1.5,2.6,,,,20250216,,
東京,10,8,7.0,17.9,2.5,4.4,,300.0,,20250216,,
東京,10,9,14.0,123.1,15.7,30.7,,,,20250216,,
東京,10,10,9.0,34.9,5.3,10.1,3490.0,630.0,2990.0,20250216,,
東京,10,11,10.0,54.6,6.2,11.8,,,,20250216,,
東京,10,12,11.0,59.2,9.1,17.6,,,,20250216,,
東京,10,13,6.0,17.6,3.1,5.6,,,,20250216,,
東京,10,14,2.0,4.1,1.3,2.1,,,,20250216,,
東京,10,15,4.0,13.3,2.6,4.7,,,,20250216,,
東京,10,16,8.0,33.7,5.7,10.8,,,,20250216,,
東京,11,1,3.0,4.1,1.6,2.2,,,,20250216,,
東京,11,2,1.0,3.8,1.4,1.8,380.0,150.0,2730.0,20250216,,
東京,11,3,7.0,26.2,3.6,5.5,,,,20250216,,
東京,11,4,6.0,14.1,2.5,3.7,,270.0,2730.0,20250216,,
東京,11,5,5.0,5.7,1.7,2.5,,,,20250216,,
東京,11,6,8.0,33.4,5.0,7.6,,,,20250216,,
東京,11,7,9.0,245.9,26.3,39.7,,,,20250216,,
東京,11,8,2.0,3.9,1.3,1.7,,,,20250216,,
東京,11,9,4.0,5.4,1.5,2.1,,170.0,,20250216,,
東京,12,1,13.0,150.6,14.4,26.2,,,,20250216,,
東京,12,2,7.0,22.1,3.7,6.3,,,,20250216,,
東京,12,3,4.0,9.3,1.8,2.8,,,,20250216,,
東京,12,4,9.0,50.0,5.4,9.6,,,,20250216,,
東京,12,5,5.0,13.7,2.5,4.2,,280.0,,20250216,,
東京,12,6,12.0,126.6,13.1,23.8,,,,20250216,,
東京,12,7,1.0,1.8,1.1,1.4,180.0,120.0,1810.0,20250216,,
東京,12,8,8.0,47.4,4.6,8.2,,,,20250216,,
東京,12,9,14.0,186.3,17.9,32.5,,,,20250216,,
東京,12,10,15.0,355.4,38.4,70.1,,,,20250216,,
東京,12,11,3.0,8.9,2.0,3.2,,,,20250216,,
東京,12,12,6.0,19.3,2.7,4.5,,300.0,1810.0,20250216,,
東京,12,13,11.0,60.8,5.9,10.6,,,,20250216,,
東京,12,14,10.0,59.7,6.9,12.4,,,,20250216,,
東京,12,15,2.0,4.4,1.4,2.1,,,,20250216,,
京都,1,1,8.0,106.4,8.3,49.9,,,,20250216,,
京都,1,2,7.0,34.5,3.4,18.7,,,,20250216,,
京都,1,3,5.0,23.4,1.9,9.4,2340.0,190.0,2530.0,20250216,,
京都,1,4,6.0,34.0,3.0,16.6,,,,20250216,,
京都,1,5,1.0,1.6,1.1,1.1,,110.0,,20250216,,
京都,1,6,9.0,122.0,10.3,62.9,,,,20250216,,
京都,1,7,10.0,318.2,23.9,148.9,,,,20250216,,
京都,1,8,4.0,10.9,1.3,5.8,,,,20250216,,
京都,1,9,3.0,10.0,1.7,8.2,,,,20250216,,
京都,1,10,2.0,2.9,1.1,2.5,,110.0,2530.0,20250216,,
京都,2,1,3.0,8.0,1.9,2.9,,,,20250216,,
京都,2,2,8.0,29.9,4.4,7.2,,440.0,,20250216,,
京都,2,3,10.0,97.1,10.7,17.9,,,,20250216,,
京都,2,4,4.0,9.0,1.9,3.0,,,,20250216,,
京都,2,5,2.0,3.5,1.3,1.7,350.0,140.0,440.0,20250216,,
京都,2,6,6.0,10.6,2.3,3.6,,,,20250216,,
京都,2,7,5.0,9.1,1.9,3.0,,,,20250216,,
京都,2,8,9.0,44.4,5.9,9.8,,,,20250216,,
京都,2,9,7.0,12.2,2.4,3.8,,,,20250216,,
京都,2,10,1.0,2.6,1.3,1.6,,130.0,440.0,20250216,,
京都,3,1,7.0,52.6,6.3,11.2,,,,20250216,,
京都,3,2,10.0,89.2,7.6,13.6,,,,20250216,,
京都,3,3,14.0,215.3,21.0,38.4,,,,20250216,,
京都,3,4,13.0,140.6,15.0,27.4,,,,20250216,,
京都,3,5,4.0,14.1,1.6,2.6,,,,20250216,,
京都,3,6,11.0,93.2,9.0,16.1,,,,20250216,,
京都,3,7,6.0,25.5,4.0,6.9,,,,20250216,,
京都,3,8,1.0,2.3,1.2,1.8,,,,20250216,,
京都,3,9,2.0,2.8,1.2,1.5,280.0,140.0,7910.0,20250216,,
京都,3,10,16.0,499.1,48.0,87.9,,,,20250216,,
京都,3,11,5.0,14.8,2.5,4.3,,320.0,,20250216,,
京都,3,12,8.0,71.9,7.5,13.4,,930.0,7910.0,20250216,,
京都,3,13,12.0,107.0,8.3,14.9,,,,20250216,,
京都,3,14,15.0,487.3,44.5,81.4,,,,20250216,,
京都,3,15,9.0,81.1,7.9,14.1,,,,20250216,,
京都,3,16,3.0,4.9,1.4,2.2,,,,20250216,,
京都,4,1,5.0,10.7,2.2,4.4,,,,20250216,,
京都,4,2,2.0,4.5,1.3,2.5,,150.0,470.0,20250216,,
京都,4,3,8.0,42.9,4.9,10.8,,,,20250216,,
京都,4,4,10.0,94.4,11.2,25.3,,,,20250216,,
京都,4,5,3.0,5.0,1.4,2.5,,,,20250216,,
京都,4,6,11.0,155.6,9.6,21.5,,,,20250216,,
京都,4,7,4.0,9.3,2.0,4.1,,,,20250216,,
京都,4,8,9.0,44.7,4.5,9.9,,,,20250216,,
京都,4,9,6.0,20.9,2.6,5.6,,260.0,,20250216,,
京都,4,10,7.0,40.2,5.0,11.0,,,,20250216,,
京都,4,11,1.0,2.0,1.1,1.1,200.0,110.0,470.0,20250216,,
京都,5,1,3.0,14.1,2.0,9.9,,250.0,,20250216,,
京都,5,2,6.0,29.0,4.1,23.7,,,,20250216,,
京都,5,3,5.0,20.4,1.8,8.9,,,,20250216,,
京都,5,4,8.0,50.1,4.3,25.0,,,,20250216,,
京都,5,5,2.0,4.9,1.3,4.6,,,,20250216,,
京都,5,6,4.0,19.2,1.9,9.5,,,,20250216,,
京都,5,7,13.0,193.4,11.6,71.8,,,,20250216,,
京都,5,8,10.0,144.6,8.6,52.7,,,,20250216,,
京都,5,9,14.0,268.9,19.3,120.7,,,,20250216,,
京都,5,10,9.0,80.9,6.7,40.1,,,,20250216,,
京都,5,11,7.0,36.3,3.0,16.6,,,,20250216,,
京都,5,12,11.0,156.3,8.7,53.5,15630.0,1070.0,5340.0,20250216,,
京都,5,13,12.0,160.7,9.6,58.8,,,,20250216,,
京都,5,14,1.0,1.3,1.1,1.1,,110.0,5340.0,20250216,,
京都,6,1,11.0,106.5,11.6,18.0,,,,20250216,,
京都,6,2,10.0,65.2,10.3,16.1,,,,20250216,,
京都,6,3,12.0,194.0,32.2,50.6,,,,20250216,,
京都,6,4,9.0,15.7,2.7,3.9,,,,20250216,,
京都,6,5,8.0,13.1,2.6,3.9,,280.0,2460.0,20250216,,
京都,6,6,13.0,195.4,34.2,53.7,,,,20250216,,
京都,6,7,6.0,11.8,2.9,4.3,,,,20250216,,
京都,6,8,2.0,4.8,1.6,2.1,,,,20250216,,
京都,6,9,14.0,449.9,89.0,140.0,,,,20250216,,
京都,6,10,5.0,9.1,2.4,3.5,,,,20250216,,
京都,6,11,7.0,12.9,3.1,4.7,,,,20250216,,
京都,6,12,4.0,8.4,2.2,3.1,,240.0,,20250216,,
京都,6,13,1.0,3.0,1.4,1.8,300.0,160.0,2460.0,20250216,,
京都,6,14,3.0,6.8,2.0,2.9,,,,20250216,,
京都,7,1,13.0,136.6,18.2,32.9,,,,20250216,,
京都,7,2,4.0,11.7,1.9,3.0,,,,20250216,,
京都,7,3,9.0,35.8,4.2,7.3,,,,20250216,,
京都,7,4,2.0,3.5,1.2,1.6,,,,20250216,,
京都,7,5,3.0,5.4,1.4,2.2,,,,20250216,,
京都,7,6,10.0,48.1,5.6,9.9,,740.0,,20250216,,
京都,7,7,6.0,28.9,3.0,5.1,,,,20250216,,
京都,7,8,12.0,114.0,15.9,28.6,,,,20250216,,
京都,7,9,8.0,32.1,4.9,8.5,,,,20250216,,
京都,7,10,11.0,108.4,11.8,21.2,,,,20250216,,
京都,7,11,1.0,2.1,1.2,1.6,210.0,150.0,1760.0,20250216,,
京都,7,12,5.0,17.9,3.4,5.8,,450.0,1760.0,20250216,,
京都,7,13,7.0,29.2,3.6,6.1,,,,20250216,,
京都,8,1,7.0,18.6,2.9,4.8,,,,20250216,,
京都,8,2,15.0,167.9,14.2,25.1,,,,20250216,,
京都,8,3,16.0,200.5,17.9,31.8,,,,20250216,,
京都,8,4,10.0,46.3,8.2,14.4,,,,20250216,,
京都,8,5,18.0,213.0,29.9,53.2,,,,20250216,,
京都,8,6,12.0,130.3,11.8,20.7,,,,20250216,,
京都,8,7,1.0,2.5,1.2,1.4,,120.0,550.0,20250216,,
京都,8,8,14.0,157.0,22.0,39.2,,,,20250216,,
京都,8,9,9.0,32.7,5.2,9.0,,,,20250216,,
京都,8,10,3.0,7.1,1.8,2.9,,180.0,,20250216,,
京都,8,11,8.0,22.5,3.6,6.0,,,,20250216,,
京都,8,12,11.0,65.8,8.1,14.3,,,,20250216,,
京都,8,13,17.0,210.5,23.3,41.4,,,,20250216,,
京都,8,14,2.0,3.6,1.5,2.1,360.0,150.0,550.0,20250216,,
京都,8,15,4.0,11.6,2.1,3.4,,,,20250216,,
京都,8,16,6.0,13.8,3.2,5.4,,,,20250216,,
京都,8,17,13.0,144.7,14.2,25.1,,,,20250216,,
京都,8,18,5.0,13.4,3.0,4.9,,,,20250216,,
京都,9,1,9.0,121.9,11.6,21.1,,,,20250216,,
京都,9,2,6.0,20.2,2.4,4.1,,,,20250216,,
京都,9,3,2.0,3.7,1.2,1.7,,130.0,400.0,20250216,,
京都,9,4,1.0,2.3,1.1,1.4,230.0,120.0,400.0,20250216,,
京都,9,5,5.0,13.7,2.0,3.3,,,,20250216,,
京都,9,6,3.0,3.8,1.3,2.1,,,,20250216,,
京都,9,7,8.0,71.9,10.2,18.4,,,,20250216,,
京都,9,8,7.0,42.6,3.5,6.2,,350.0,,20250216,,
京都,9,9,4.0,7.6,1.7,2.7,,,,20250216,,
京都,10,1,2.0,4.5,1.4,2.3,,,,20250216,,
京都,10,2,5.0,15.3,2.4,4.9,,,,20250216,,
京都,10,3,4.0,8.7,1.8,3.5,,,,20250216,,
京都,10,4,3.0,6.4,1.6,3.1,,190.0,12770.0,20250216,,
京都,10,5,13.0,297.7,52.5,121.3,,,,20250216,,
京都,10,6,9.0,38.7,4.8,10.7,3870.0,530.0,12770.0,20250216,,
京都,10,7,8.0,35.4,3.9,8.5,,,,20250216,,
京都,10,8,6.0,21.9,3.6,7.7,,,,20250216,,
京都,10,9,7.0,22.1,3.6,7.9,,,,20250216,,
京都,10,10,10.0,39.3,4.7,10.4,,,,20250216,,
京都,10,11,12.0,260.3,27.0,62.2,,,,20250216,,
京都,10,12,1.0,1.9,1.1,1.1,,110.0,,20250216,,
京都,10,13,11.0,114.8,11.8,26.9,,,,20250216,,
京都,11,1,5.0,9.5,1.9,3.7,950.0,350.0,8740.0,20250216,,
京都,11,2,8.0,54.3,5.2,10.9,,,,20250216,,
京都,11,3,6.0,30.6,3.3,6.8,,610.0,8740.0,20250216,,
京都,11,4,2.0,4.7,1.4,2.5,,,,20250216,,
京都,11,5,12.0,356.8,23.7,52.1,,,,20250216,,
京都,11,6,1.0,1.8,1.1,1.1,,,,20250216,,
京都,11,7,10.0,198.1,14.8,32.5,,,,20250216,,
京都,11,8,9.0,83.7,7.0,15.2,,,,20250216,,
京都,11,9,3.0,6.2,1.3,2.2,,,,20250216,,
京都,11,10,7.0,33.4,4.0,8.4,,750.0,,20250216,,
京都,11,11,4.0,8.4,1.8,3.3,,,,20250216,,
京都,11,12,11.0,210.2,14.8,32.5,,,,20250216,,
京都,12,1,14.0,62.3,9.3,14.1,,,,20250216,,
京都,12,2,13.0,49.5,8.1,12.2,,,,20250216,,
京都,12,3,1.0,3.0,1.4,1.8,300.0,150.0,720.0,20250216,,
京都,12,4,10.0,32.1,5.9,8.8,,,,20250216,,
京都,12,5,12.0,38.2,7.3,11.1,,,,20250216,,
京都,12,6,7.0,16.9,4.1,6.1,,,,20250216,,
京都,12,7,11.0,33.7,5.9,8.8,,,,20250216,,
京都,12,8,5.0,12.2,3.8,5.6,,,,20250216,,
京都,12,9,4.0,7.9,2.0,2.7,,,,20250216,,
京都,12,10,3.0,6.3,1.8,2.5,,,,20250216,,
京都,12,11,2.0,4.6,1.6,2.1,,170.0,720.0,20250216,,
京都,12,12,6.0,14.0,3.2,4.6,,,,20250216,,
京都,12,13,8.0,23.7,4.1,6.1,,410.0,,20250216,,
京都,12,14,9.0,25.9,4.5,6.7,,,,20250216,,
京都,12,15,16.0,219.2,26.9,40.7,,,,20250216,,
京都,12,16,15.0,199.7,23.0,34.9,,,,20250216,,
小倉,1,1,6.0,17.7,3.6,6.3,,540.0,,20250216,,
小倉,1,2,11.0,56.0,5.2,9.2,5600.0,770.0,11500.0,20250216,,
小倉,1,3,9.0,43.4,5.8,10.4,,,,20250216,,
小倉,1,4,4.0,8.1,2.0,3.3,,,,20250216,,
小倉,1,5,14.0,204.2,20.6,38.0,,,,20250216,,
小倉,1,6,5.0,9.9,2.1,3.6,,,,20250216,,
小倉,1,7,12.0,59.7,9.3,17.0,,,,20250216,,
小倉,1,8,13.0,87.7,11.5,21.0,,,,20250216,,
小倉,1,9,1.0,2.3,1.1,1.3,,,,20250216,,
小倉,1,10,2.0,4.4,1.5,2.3,,220.0,11500.0,20250216,,
小倉,1,11,3.0,6.8,1.8,2.9,,,,20250216,,
小倉,1,12,10.0,55.7,6.9,12.4,,,,20250216,,
小倉,1,13,7.0,18.0,3.6,6.4,,,,20250216,,
小倉,1,14,16.0,219.4,21.8,40.2,,,,20250216,,
小倉,1,15,15.0,212.3,24.0,44.2,,,,20250216,,
小倉,1,16,8.0,37.2,5.5,9.9,,,,20250216,,
小倉,2,1,5.0,8.5,2.7,3.7,,,,20250216,,
小倉,2,2,12.0,89.5,17.0,25.1,,,,20250216,,
小倉,2,3,4.0,5.4,1.6,2.1,,,,20250216,,
小倉,2,4,10.0,43.9,10.5,15.5,,,,20250216,,
小倉,2,5,15.0,252.4,38.3,57.1,,,,20250216,,
小倉,2,6,14.0,211.8,41.8,62.3,,,,20250216,,
小倉,2,7,3.0,5.3,1.8,2.5,,190.0,,20250216,,
小倉,2,8,8.0,28.1,3.7,5.3,,,,20250216,,
小倉,2,9,7.0,18.3,3.7,5.3,,,,20250216,,
小倉,2,10,13.0,133.5,22.9,34.1,,,,20250216,,
小倉,2,11,18.0,479.2,77.4,115.3,,,,20250216,,
小倉,2,12,11.0,52.0,10.0,14.7,,,,20250216,,
小倉,2,13,6.0,12.5,3.2,4.5,,,,20250216,,
小倉,2,14,9.0,30.5,3.7,5.3,,,,20250216,,
小倉,2,15,16.0,260.6,38.2,57.0,,,,20250216,,
小倉,2,16,1.0,3.7,1.5,2.0,370.0,160.0,850.0,20250216,,
小倉,2,17,17.0,327.6,41.7,62.2,,,,20250216,,
小倉,2,18,2.0,4.6,1.7,2.3,,180.0,850.0,20250216,,
小倉,3,1,7.0,13.4,3.5,4.9,,410.0,6450.0,20250216,,
小倉,3,2,8.0,22.3,4.0,5.8,,,,20250216,,
小倉,3,3,6.0,10.6,2.3,3.1,,270.0,,20250216,,
小倉,3,4,2.0,4.3,1.6,2.2,,,,20250216,,
小倉,3,5,3.0,5.0,1.7,2.3,,,,20250216,,
小倉,3,6,12.0,99.0,11.8,17.3,,,,20250216,,
小倉,3,7,4.0,6.4,2.1,2.8,,,,20250216,,
小倉,3,8,10.0,56.4,10.0,14.6,,,,20250216,,
小倉,3,9,11.0,69.7,10.9,16.0,,,,20250216,,
小倉,3,10,14.0,136.8,23.8,34.7,,,,20250216,,
小倉,3,11,13.0,120.6,21.3,31.2,,,,20250216,,
小倉,3,12,1.0,4.1,1.5,1.9,,,,20250216,,
小倉,3,13,9.0,34.5,4.8,6.9,,,,20250216,,
小倉,3,14,5.0,8.2,2.4,3.4,820.0,290.0,6450.0,20250216,,
小倉,4,1,2.0,5.2,1.2,2.3,,140.0,20260.0,20250216,,
小倉,4,2,1.0,1.6,1.1,1.1,,110.0,,20250216,,
小倉,4,3,10.0,92.3,6.6,17.9,,,,20250216,,
小倉,4,4,11.0,97.5,9.4,25.7,9750.0,940.0,20260.0,20250216,,
小倉,4,5,3.0,6.4,1.7,4.0,,,,20250216,,
小倉,4,6,4.0,10.2,1.6,3.5,,,,20250216,,
小倉,4,7,9.0,61.1,5.0,13.5,,,,20250216,,
小倉,4,8,8.0,35.2,4.5,12.0,,,,20250216,,
小倉,4,9,5.0,18.2,2.6,6.4,,,,20250216,,
小倉,4,10,6.0,18.8,2.5,6.2,,,,20250216,,
小倉,4,11,7.0,33.4,4.2,11.2,,,,20250216,,
小倉,5,1,2.0,3.6,1.3,1.6,,,,20250216,,
小倉,5,2,3.0,5.1,1.8,2.8,,,,20250216,,
小倉,5,3,6.0,11.9,2.3,3.6,,,,20250216,,
小倉,5,4,10.0,47.1,7.7,13.4,,,,20250216,,
小倉,5,5,8.0,27.3,4.8,8.2,,610.0,8840.0,20250216,,
小倉,5,6,1.0,3.3,1.3,1.7,,160.0,,20250216,,
小倉,5,7,14.0,347.9,41.2,72.1,,,,20250216,,
小倉,5,8,5.0,9.2,2.6,4.2,920.0,330.0,8840.0,20250216,,
小倉,5,9,4.0,7.9,1.9,2.9,,,,20250216,,
小倉,5,10,13.0,108.4,13.9,24.2,,,,20250216,,
小倉,5,11,11.0,90.6,11.5,20.0,,,,20250216,,
小倉,5,12,7.0,24.4,4.5,7.6,,,,20250216,,
小倉,5,13,12.0,94.6,12.1,21.2,,,,20250216,,
小倉,5,14,9.0,28.4,3.5,5.9,,,,20250216,,
小倉,6,1,15.0,196.4,35.6,50.3,,,,20250216,,
小倉,6,2,11.0,74.8,13.0,18.3,,,,20250216,,
小倉,6,3,7.0,10.2,2.4,3.2,,,,20250216,,
小倉,6,4,8.0,24.0,5.8,8.1,,,,20250216,,
小倉,6,5,14.0,185.7,34.1,48.1,,,,20250216,,
小倉,6,6,2.0,4.8,1.8,2.3,480.0,180.0,1280.0,20250216,,
小倉,6,7,10.0,37.8,9.1,12.8,,,,20250216,,
小倉,6,8,9.0,36.0,4.8,6.7,,,,20250216,,
小倉,6,9,6.0,7.7,2.4,3.2,,,,20250216,,
小倉,6,10,3.0,5.6,1.8,2.3,,180.0,,20250216,,
小倉,6,11,16.0,259.1,50.8,71.7,,,,20250216,,
小倉,6,12,1.0,4.4,1.7,2.2,,170.0,1280.0,20250216,,
小倉,6,13,13.0,167.4,33.8,47.8,,,,20250216,,
小倉,6,14,5.0,7.4,2.5,3.3,,,,20250216,,
小倉,6,15,4.0,7.3,2.1,2.8,,,,20250216,,
小倉,6,16,12.0,79.1,10.7,15.0,,,,20250216,,
小倉,7,1,11.0,46.1,7.1,11.4,,,,20250216,,
小倉,7,2,15.0,92.3,12.6,20.2,,,,20250216,,
小倉,7,3,5.0,15.2,2.1,3.2,,,,20250216,,
小倉,7,4,12.0,57.9,11.9,19.2,,,,20250216,,
小倉,7,5,8.0,32.3,5.6,8.9,,,,20250216,,
小倉,7,6,16.0,232.8,37.7,60.8,,,,20250216,,
小倉,7,7,7.0,29.5,4.3,6.7,,,,20250216,,
小倉,7,8,2.0,3.8,1.5,2.0,380.0,170.0,1110.0,20250216,,
小倉,7,9,6.0,19.7,3.2,5.0,,360.0,,20250216,,
小倉,7,10,3.0,4.4,1.5,2.2,,180.0,1110.0,20250216,,
小倉,7,11,14.0,88.6,16.1,26.0,,,,20250216,,
小倉,7,12,1.0,2.8,1.3,1.6,,,,20250216,,
小倉,7,13,9.0,33.2,6.0,9.5,,,,20250216,,
小倉,7,14,13.0,63.6,6.2,9.8,,,,20250216,,
小倉,7,15,4.0,10.6,2.7,4.1,,,,20250216,,
小倉,7,16,10.0,42.0,7.6,12.2,,,,20250216,,
小倉,8,1,8.0,31.4,3.4,7.7,,,,20250216,,
小倉,8,2,2.0,6.9,1.7,3.6,,200.0,460.0,20250216,,
小倉,8,3,10.0,38.5,3.3,7.5,,,,20250216,,
小倉,8,4,12.0,101.4,12.9,31.5,,,,20250216,,
小倉,8,5,14.0,221.5,25.1,61.6,,,,20250216,,
小倉,8,6,4.0,9.3,1.8,3.6,,,,20250216,,
小倉,8,7,11.0,42.0,6.7,16.0,,,,20250216,,
小倉,8,8,1.0,1.6,1.1,1.1,160.0,110.0,460.0,20250216,,
小倉,8,9,6.0,20.6,3.3,7.6,,,,20250216,,
小倉,8,10,9.0,36.4,4.6,10.7,,,,20250216,,
小倉,8,11,3.0,7.4,1.9,4.1,,,,20250216,,
小倉,8,12,7.0,30.2,3.3,7.5,,,,20250216,,
小倉,8,13,5.0,19.6,3.9,9.1,,,,20250216,,
小倉,8,14,13.0,159.6,19.0,46.4,,1900.0,,20250216,,
小倉,9,1,12.0,34.0,7.2,11.0,,,,20250216,,
小倉,9,2,4.0,8.9,3.1,4.5,,,,20250216,,
小倉,9,3,17.0,89.9,14.4,22.2,,,,20250216,,
小倉,9,4,1.0,3.2,1.4,1.8,,,,20250216,,
小倉,9,5,6.0,14.5,3.5,5.2,,,,20250216,,
小倉,9,6,10.0,28.4,4.7,7.1,,,,20250216,,
小倉,9,7,14.0,41.4,6.8,10.4,,,,20250216,,
小倉,9,8,13.0,34.2,5.4,8.1,,,,20250216,,
小倉,9,9,11.0,31.0,6.4,9.7,,,,20250216,,
小倉,9,10,8.0,19.8,4.7,7.1,,,,20250216,,
小倉,9,11,15.0,57.0,8.8,13.5,,,,20250216,,
小倉,9,12,5.0,12.4,2.5,3.6,,,,20250216,,
小倉,9,13,18.0,154.3,21.6,33.2,,,,20250216,,
小倉,9,14,16.0,85.7,20.1,31.0,,,,20250216,,
小倉,9,15,9.0,27.0,5.5,8.3,,,,20250216,,
小倉,9,16,7.0,18.7,4.7,7.1,,530.0,,20250216,,
小倉,9,17,3.0,8.0,2.0,2.8,800.0,240.0,1690.0,20250216,,
小倉,9,18,2.0,4.6,1.6,2.0,,180.0,1690.0,20250216,,
小倉,10,1,3.0,5.8,2.2,2.9,,260.0,,20250216,,
小倉,10,2,10.0,18.8,4.7,6.4,,,,20250216,,
小倉,10,3,12.0,32.6,5.7,7.9,,,,20250216,,
小倉,10,4,2.0,4.5,1.7,2.2,,,,20250216,,
小倉,10,5,1.0,4.2,1.6,1.9,,,,20250216,,
小倉,10,6,5.0,10.6,2.5,3.3,,,,20250216,,
小倉,10,7,11.0,31.6,7.2,10.0,,,,20250216,,
小倉,10,8,7.0,17.2,3.5,4.8,,,,20250216,,
小倉,10,9,9.0,18.3,4.8,6.6,,,,20250216,,
小倉,10,10,13.0,37.4,7.2,10.1,,,,20250216,,
小倉,10,11,14.0,44.0,11.2,15.6,,,,20250216,,
小倉,10,12,6.0,16.0,3.7,5.0,,,,20250216,,
小倉,10,13,8.0,18.3,4.3,5.9,1830.0,480.0,7010.0,20250216,,
小倉,10,14,4.0,7.0,1.9,2.6,,230.0,7010.0,20250216,,
小倉,11,1,8.0,29.6,4.1,6.3,,,,20250216,,
小倉,11,2,5.0,15.7,3.0,4.5,,,,20250216,,
小倉,11,3,4.0,7.3,2.0,2.9,,,,20250216,,
小倉,11,4,3.0,6.9,1.8,2.6,,,,20250216,,
小倉,11,5,9.0,31.4,4.9,7.5,,490.0,,20250216,,
小倉,11,6,10.0,42.0,6.6,10.2,,,,20250216,,
小倉,11,7,11.0,53.3,8.0,12.6,,,,20250216,,
小倉,11,8,12.0,60.4,6.7,10.5,,,,20250216,,
小倉,11,9,13.0,91.1,14.8,23.4,,,,20250216,,
小倉,11,10,14.0,95.6,11.3,17.9,,,,20250216,,
小倉,11,11,1.0,2.2,1.3,1.6,,140.0,580.0,20250216,,
小倉,11,12,7.0,20.6,3.6,5.5,,,,20250216,,
小倉,11,13,2.0,5.0,1.6,2.2,500.0,170.0,580.0,20250216,,
小倉,11,14,6.0,16.3,2.9,4.4,,,,20250216,,
小倉,11,15,15.0,156.5,19.9,31.5,,,,20250216,,
小倉,12,1,14.0,152.5,21.7,37.8,,,,20250216,,
小倉,12,2,2.0,3.5,1.3,1.9,,150.0,520.0,20250216,,
小倉,12,3,11.0,42.1,5.7,9.7,,,,20250216,,
小倉,12,4,5.0,10.3,2.3,3.8,,,,20250216,,
小倉,12,5,3.0,5.7,1.5,2.4,,,,20250216,,
小倉,12,6,13.0,99.2,12.7,22.1,,,,20250216,,
小倉,12,7,8.0,33.6,5.1,8.6,,,,20250216,,
小倉,12,8,15.0,208.8,34.3,59.8,,,,20250216,,
小倉,12,9,1.0,2.8,1.2,1.5,280.0,130.0,520.0,20250216,,
小倉,12,10,6.0,16.9,3.2,5.3,,,,20250216,,
小倉,12,11,10.0,41.1,7.5,12.9,,,,20250216,,
小倉,12,12,7.0,24.7,4.4,7.3,,,,20250216,,
小倉,12,13,9.0,36.9,4.3,7.2,,430.0,,20250216,,
