場所,R,馬番,人気,単オッズ,複勝オッズ下,上,単勝,複勝,馬連配当,開催日,推定人気,人気ランク
京都,10,3,5.0,9.8,2.9,4.2,,330.0,,20251026,,
京都,10,4,4.0,7.3,2.3,3.4,730.0,270.0,,20251026,,
京都,10,5,2.0,4.0,1.4,1.9,,170.0,,20251026,,
京都,10,6,8.0,20.2,4.8,7.2,,,,20251026,,
京都,10,7,11.0,43.9,11.1,17.0,,,,20251026,,
京都,10,8,14.0,89.7,10.6,16.2,,,,20251026,,
京都,10,9,3.0,5.3,1.4,1.8,,,,20251026,,
京都,10,10,13.0,74.2,9.6,14.7,,,,20251026,,
京都,10,11,6.0,13.2,3.1,4.6,,,,20251026,,
京都,10,12,1.0,3.9,1.4,1.9,,,,20251026,,
京都,10,13,9.0,22.4,4.6,6.9,,,,20251026,,
京都,10,14,7.0,19.2,5.1,7.7,,,,20251026,,
京都,11,1,15.0,107.0,22.2,32.3,,,,20251026,,
京都,11,2,12.0,45.9,8.7,12.6,,,,20251026,,
京都,11,3,11.0,41.9,6.6,9.4,,,,20251026,,
京都,11,4,7.0,14.1,3.2,4.5,,,,20251026,,
京都,11,5,6.0,11.9,2.7,3.7,,,,20251026,,
京都,11,6,8.0,15.2,3.5,4.8,,,,20251026,,
京都,11,7,3.0,7.9,2.4,3.3,,,,20251026,,
京都,11,8,10.0,20.4,4.4,6.3,,,,20251026,,
京都,11,9,1.0,3.8,1.7,2.0,380.0,180.0,,20251026,,
京都,11,10,14.0,85.2,15.8,23.0,,,,20251026,,
京都,11,11,4.0,9.1,2.7,3.8,,,,20251026,,
京都,11,12,5.0,9.2,2.5,3.5,,,,20251026,,
京都,11,13,17.0,214.4,31.9,46.6,,,,20251026,,
京都,11,14,13.0,82.6,11.8,17.1,,1180.0,,20251026,,
京都,11,15,2.0,4.3,1.8,2.2,,190.0,,20251026,,
京都,11,16,16.0,179.1,27.5,40.2,,,,20251026,,
京都,11,17,18.0,265.1,51.4,75.0,,,,20251026,,
京都,11,18,9.0,17.4,3.8,5.3,,,,20251026,,
京都,12,1,13.0,144.6,18.1,30.1,,,,20251026,,
京都,12,2,12.0,138.4,14.6,24.3,,,,20251026,,
京都,12,3,5.0,9.4,2.4,3.8,,,,20251026,,
京都,12,4,2.0,4.7,1.7,2.5,,,,20251026,,
京都,12,5,16.0,322.3,43.1,72.0,,,,20251026,,
京都,12,6,4.0,8.5,1.8,2.8,,,,20251026,,
京都,12,7,11.0,88.1,12.1,20.0,,,,20251026,,
京都,12,8,8.0,24.1,3.8,6.0,,,,20251026,,
京都,12,9,9.0,28.8,4.6,7.3,,460.0,,20251026,,
京都,12,10,6.0,13.9,2.6,4.1,,,,20251026,,
京都,12,11,10.0,50.2,6.7,11.0,,,,20251026,,
京都,12,12,7.0,23.8,4.6,7.4,,,,20251026,,
京都,12,13,1.0,2.5,1.2,1.4,250.0,130.0,,20251026,,
京都,12,14,14.0,182.3,21.8,36.3,,,,20251026,,
京都,12,15,3.0,5.8,1.8,2.7,,200.0,,20251026,,
京都,12,16,15.0,276.4,38.4,64.2,,,,20251026,,
東京,1,1,4.0,20.5,2.6,14.9,,,,20251101,,
東京,1,2,1.0,1.3,1.0,1.1,130.0,110.0,,20251101,,
東京,1,3,12.0,232.3,19.4,126.9,,,,20251101,,
東京,1,4,14.0,283.3,31.0,204.1,,,,20251101,,
東京,1,5,2.0,5.6,1.2,4.4,,,,20251101,,
東京,1,6,3.0,12.8,1.4,6.8,,180.0,,20251101,,
東京,1,7,8.0,42.3,3.0,17.0,,340.0,,20251101,,
東京,1,8,6.0,25.0,3.2,18.9,,,,20251101,,
東京,1,9,11.0,195.7,15.1,98.0,,,,20251101,,
東京,1,10,13.0,234.0,17.0,110.7,,,,20251101,,
東京,1,11,10.0,109.7,8.0,50.4,,,,20251101,,
東京,1,12,7.0,33.2,4.2,25.1,,,,20251101,,
東京,1,13,16.0,426.7,38.8,256.4,,,,20251101,,
東京,1,14,9.0,63.8,5.7,35.1,,,,20251101,,
東京,1,15,5.0,23.4,2.2,11.9,,,,20251101,,
東京,1,16,15.0,416.1,28.1,185.0,,,,20251101,,
東京,2,1,7.0,79.6,6.9,20.1,,,,20251101,,
東京,2,2,12.0,326.1,20.8,62.6,,,,20251101,,
東京,2,3,3.0,6.4,1.3,3.1,,,,20251101,,
東京,2,4,6.0,46.5,4.5,12.7,,520.0,,20251101,,
東京,2,5,4.0,8.2,1.6,4.0,,,,20251101,,
東京,2,6,5.0,11.1,1.6,3.8,,200.0,,20251101,,
東京,2,7,2.0,4.1,1.2,2.4,,,,20251101,,
東京,2,8,11.0,223.1,14.8,44.3,,,,20251101,,
東京,2,9,8.0,121.8,9.4,27.9,,,,20251101,,
東京,2,10,1.0,1.7,1.1,1.1,170.0,110.0,,20251101,,
東京,2,11,10.0,205.8,15.4,46.2,,,,20251101,,
東京,2,12,9.0,187.3,15.0,44.8,,,,20251101,,
東京,3,1,4.0,11.8,1.6,4.0,,110.0,,20251101,,
東京,3,2,1.0,1.8,1.1,1.1,180.0,110.0,,20251101,,
東京,3,3,3.0,4.5,1.1,2.5,,110.0,,20251101,,
東京,3,4,11.0,384.5,32.3,99.5,,,,20251101,,
東京,3,5,8.0,271.3,24.8,76.3,,,,20251101,,
東京,3,6,2.0,3.1,1.1,2.0,,110.0,,20251101,,
東京,3,7,10.0,379.2,40.6,125.4,,,,20251101,,
東京,3,8,9.0,318.8,25.1,77.2,,,,20251101,,
東京,3,9,5.0,22.3,2.1,5.4,,,,20251101,,
東京,3,10,6.0,40.6,3.5,9.8,,,,20251101,,
東京,3,11,7.0,72.9,4.8,13.9,,,,20251101,,
東京,4,1,13.0,98.5,17.2,25.9,,,,20251101,,
東京,4,2,12.0,94.0,19.3,28.9,,,,20251101,,
東京,4,3,5.0,12.6,2.5,3.5,,320.0,,20251101,,
東京,4,4,15.0,205.2,36.9,55.4,,,,20251101,,
東京,4,5,4.0,6.3,1.6,2.2,,,,20251101,,
東京,4,6,11.0,59.8,10.1,15.1,,,,20251101,,
東京,4,7,7.0,21.8,4.4,6.4,,,,20251101,,
東京,4,8,9.0,31.8,6.1,9.1,,,,20251101,,
東京,4,9,10.0,34.4,6.2,9.1,,,,20251101,,
東京,4,10,16.0,262.7,53.7,80.7,,,,20251101,,
東京,4,11,1.0,3.8,1.5,1.9,,,,20251101,,
東京,4,12,2.0,3.8,1.6,2.2,,,,20251101,,
東京,4,13,6.0,12.8,3.0,4.3,1280.0,390.0,,20251101,,
東京,4,14,14.0,104.3,19.5,29.3,,,,20251101,,
東京,4,15,8.0,24.7,6.1,9.0,,770.0,,20251101,,
東京,4,16,3.0,4.6,1.6,2.2,,,,20251101,,
東京,5,1,1.0,3.0,1.2,1.6,,,,20251101,,
東京,5,2,6.0,21.3,3.0,4.9,,,,20251101,,
東京,5,3,13.0,196.4,27.9,48.0,,,,20251101,,
東京,5,4,10.0,115.2,10.1,17.1,,,,20251101,,
東京,5,5,9.0,75.2,11.0,18.7,,,,20251101,,
東京,5,6,4.0,5.9,1.5,2.2,,160.0,,20251101,,
東京,5,7,2.0,3.2,1.3,1.9,320.0,140.0,,20251101,,
東京,5,8,8.0,60.7,7.6,12.9,,,,20251101,,
東京,5,9,5.0,12.6,2.7,4.3,,,,20251101,,
東京,5,10,11.0,170.2,18.0,30.9,,,,20251101,,
東京,5,11,7.0,53.5,6.2,10.4,,,,20251101,,
東京,5,12,12.0,171.8,18.4,31.6,,,,20251101,,
東京,5,13,3.0,4.0,1.3,1.8,,140.0,,20251101,,
東京,6,1,11.0,88.2,11.3,22.7,,,,20251101,,
東京,6,2,14.0,174.3,12.6,25.5,,,,20251101,,
東京,6,3,4.0,8.2,1.7,2.9,,,,20251101,,
東京,6,4,1.0,2.3,1.1,1.3,230.0,110.0,,20251101,,
東京,6,5,3.0,5.1,1.6,2.7,,190.0,,20251101,,
東京,6,6,8.0,34.1,4.8,9.4,,,,20251101,,
東京,6,7,10.0,77.6,9.5,19.0,,,,20251101,,
東京,6,8,13.0,134.3,11.2,22.6,,,,20251101,,
東京,6,9,15.0,202.8,14.6,29.3,,,,20251101,,
東京,6,10,6.0,20.7,3.7,7.2,,,,20251101,,
東京,6,11,2.0,4.3,1.3,1.9,,,,20251101,,
東京,6,12,7.0,24.9,3.7,7.1,,,,20251101,,
東京,6,13,9.0,39.9,5.5,10.8,,,,20251101,,
東京,6,14,5.0,13.8,2.9,5.5,,330.0,,20251101,,
東京,6,15,12.0,102.9,17.3,34.9,,,,20251101,,
東京,7,1,14.0,58.8,13.9,20.7,,,,20251101,,
東京,7,2,1.0,3.3,1.4,1.7,,150.0,,20251101,,
東京,7,3,4.0,7.6,1.9,2.7,,,,20251101,,
東京,7,4,5.0,9.3,2.6,3.7,,,,20251101,,
東京,7,5,6.0,13.9,2.9,4.1,,,,20251101,,
東京,7,6,15.0,98.9,15.5,23.0,,,,20251101,,
東京,7,7,10.0,26.7,6.2,9.1,,,,20251101,,
東京,7,8,13.0,45.0,6.7,9.8,,,,20251101,,
東京,7,9,16.0,425.1,75.5,112.1,,,,20251101,,
東京,7,10,12.0,40.5,7.3,10.7,,,,20251101,,
東京,7,11,7.0,14.0,3.2,4.6,,,,20251101,,
東京,7,12,9.0,16.1,5.0,7.3,1610.0,510.0,,20251101,,
東京,7,13,8.0,14.1,5.4,7.9,,,,20251101,,
東京,7,14,3.0,7.0,2.1,3.0,,,,20251101,,
東京,7,15,2.0,6.6,2.0,2.7,,210.0,,20251101,,
東京,7,16,11.0,28.6,7.0,10.3,,,,20251101,,
東京,8,1,9.0,47.3,7.1,11.7,,960.0,,20251101,,
東京,8,2,8.0,36.3,4.6,7.6,,,,20251101,,
東京,8,3,12.0,268.9,33.7,57.3,,,,20251101,,
東京,8,4,3.0,4.8,1.5,2.3,,220.0,,20251101,,
東京,8,5,7.0,32.9,4.1,6.7,,,,20251101,,
東京,8,6,6.0,21.3,4.0,6.4,2130.0,540.0,,20251101,,
東京,8,7,13.0,331.9,44.1,74.9,,,,20251101,,
東京,8,8,10.0,53.5,6.0,9.9,,,,20251101,,
東京,8,9,4.0,6.5,1.7,2.5,,,,20251101,,
東京,8,10,5.0,7.1,2.1,3.2,,,,20251101,,
東京,8,11,1.0,3.4,1.3,1.8,,,,20251101,,
東京,8,12,2.0,3.4,1.3,1.7,,,,20251101,,
東京,8,13,11.0,73.1,9.2,15.4,,,,20251101,,
東京,8,14,14.0,344.4,40.8,69.3,,,,20251101,,
東京,9,1,5.0,12.2,1.9,5.0,,,,20251101,,
東京,9,2,6.0,16.1,2.0,5.5,,,,20251101,,
東京,9,3,7.0,58.2,5.2,15.2,,,,20251101,,
東京,9,4,3.0,7.0,1.4,3.4,,160.0,,20251101,,
東京,9,5,1.0,1.8,1.1,1.1,180.0,110.0,,20251101,,
東京,9,6,2.0,3.4,1.2,2.4,,,,20251101,,
東京,9,7,8.0,166.9,12.9,39.1,,,,20251101,,
東京,9,8,4.0,8.0,1.5,3.9,,170.0,,20251101,,
東京,10,1,12.0,266.1,25.6,46.9,,,,20251101,,
東京,10,2,8.0,23.2,2.9,5.0,,,,20251101,,
東京,10,3,9.0,40.1,6.0,10.7,,,,20251101,,
東京,10,4,10.0,120.5,11.5,21.0,,,,20251101,,
東京,10,5,1.0,2.1,1.1,1.4,,120.0,,20251101,,
東京,10,6,3.0,5.9,1.4,2.1,,,,20251101,,
東京,10,7,5.0,11.1,2.2,3.6,,,,20251101,,
東京,10,8,11.0,202.5,20.9,38.4,,,,20251101,,
東京,10,9,6.0,18.1,3.3,5.8,,330.0,,20251101,,
東京,10,10,2.0,4.2,1.3,2.0,420.0,150.0,,20251101,,
東京,10,11,4.0,10.1,2.2,3.7,,,,20251101,,
東京,10,12,7.0,20.3,3.6,6.4,,,,20251101,,
東京,11,1,16.0,141.9,27.6,35.1,,,,20251101,,
東京,11,2,5.0,9.3,2.6,3.3,,,,20251101,,
東京,11,3,10.0,18.2,3.9,5.0,,450.0,,20251101,,
東京,11,4,13.0,25.6,6.2,7.9,,,,20251101,,
東京,11,5,7.0,12.0,3.4,4.3,,,,20251101,,
東京,11,6,14.0,32.6,6.6,8.5,,,,20251101,,
東京,11,7,11.0,18.5,5.6,7.2,,,,20251101,,
東京,11,8,8.0,15.4,4.6,5.9,1540.0,520.0,,20251101,,
東京,11,9,9.0,18.0,4.6,5.9,,,,20251101,,
東京,11,10,3.0,7.3,2.6,3.2,,,,20251101,,
東京,11,11,12.0,20.9,5.1,6.6,,,,20251101,,
東京,11,12,6.0,9.6,2.9,3.7,,,,20251101,,
東京,11,13,1.0,5.6,2.0,2.3,,,,20251101,,
東京,11,14,15.0,109.0,21.0,26.8,,,,20251101,,
東京,11,15,4.0,7.6,2.8,3.5,,320.0,,20251101,,
東京,11,16,2.0,6.6,2.4,2.9,,,,20251101,,
東京,12,1,8.0,37.9,3.9,8.8,,,,20251101,,
東京,12,2,4.0,11.8,2.0,4.3,,200.0,,20251101,,
東京,12,3,10.0,156.5,10.6,25.2,,,,20251101,,
東京,12,4,9.0,58.4,5.7,13.1,,,,20251101,,
東京,12,5,5.0,14.7,2.1,4.3,,,,20251101,,
東京,12,6,11.0,195.7,12.8,30.4,,,,20251101,,
東京,12,7,1.0,2.2,1.1,1.2,220.0,110.0,,20251101,,
東京,12,8,2.0,2.5,1.1,1.6,,110.0,,20251101,,
東京,12,9,14.0,309.0,28.8,69.3,,,,20251101,,
東京,12,10,12.0,242.9,15.1,36.1,,,,20251101,,
東京,12,11,7.0,33.9,2.7,5.8,,,,20251101,,
東京,12,12,13.0,307.3,25.7,61.8,,,,20251101,,
東京,12,13,6.0,28.2,2.7,5.9,,,,20251101,,
東京,12,14,3.0,7.6,1.8,3.8,,,,20251101,,
東京,12,15,15.0,532.9,53.4,128.9,,,,20251101,,
京都,1,1,7.0,47.7,4.1,13.8,,,,20251101,,
京都,1,2,13.0,180.9,13.4,48.6,,,,20251101,,
京都,1,3,9.0,99.3,8.8,31.5,,,,20251101,,
京都,1,4,1.0,1.9,1.1,1.1,,110.0,,20251101,,
京都,1,5,12.0,172.5,13.5,49.0,,,,20251101,,
京都,1,6,11.0,150.7,11.7,42.3,,,,20251101,,
京都,1,7,5.0,18.5,2.0,6.0,,,,20251101,,
京都,1,8,10.0,99.5,7.4,26.4,,,,20251101,,
京都,1,9,8.0,72.7,6.1,21.4,,,,20251101,,
京都,1,10,3.0,10.2,1.6,4.6,,,,20251101,,
京都,1,11,2.0,2.5,1.1,1.4,,110.0,,20251101,,
京都,1,12,6.0,20.5,2.1,6.6,2050.0,210.0,,20251101,,
京都,1,13,4.0,14.8,2.2,6.8,,,,20251101,,
京都,2,1,11.0,151.3,17.4,27.2,,,,20251101,,
京都,2,2,2.0,3.9,1.4,2.0,,,,20251101,,
京都,2,3,6.0,12.6,2.6,3.8,,,,20251101,,
京都,2,4,9.0,91.7,11.0,17.1,,,,20251101,,
京都,2,5,12.0,173.2,22.0,34.4,,,,20251101,,
京都,2,6,3.0,4.7,1.4,1.9,,160.0,,20251101,,
京都,2,7,4.0,7.5,1.8,2.5,,,,20251101,,
京都,2,8,10.0,117.5,17.3,27.0,,,,20251101,,
京都,2,9,7.0,18.0,4.1,6.2,,,,20251101,,
京都,2,10,8.0,21.2,3.6,5.4,2120.0,360.0,,20251101,,
京都,2,11,1.0,3.1,1.4,1.8,,150.0,,20251101,,
京都,2,12,5.0,8.0,2.2,3.2,,,,20251101,,
京都,3,1,1.0,1.9,1.1,1.2,190.0,110.0,,20251101,,
京都,3,2,8.0,235.1,17.7,50.0,,,,20251101,,
京都,3,3,2.0,2.8,1.1,1.4,,,,20251101,,
京都,3,4,5.0,21.1,2.5,6.3,,320.0,,20251101,,
京都,3,5,3.0,3.9,1.1,2.0,,140.0,,20251101,,
京都,3,6,4.0,15.8,1.8,4.3,,,,20251101,,
京都,3,7,6.0,64.5,5.5,15.0,,,,20251101,,
京都,3,8,7.0,73.4,4.5,12.2,,,,20251101,,
京都,4,1,8.0,39.6,3.9,6.5,,,,20251101,,
京都,4,2,7.0,37.3,4.3,7.1,,560.0,,20251101,,
京都,4,3,10.0,88.5,8.8,14.9,,,,20251101,,
京都,4,4,1.0,2.5,1.2,1.7,,,,20251101,,
京都,4,5,9.0,52.7,8.7,14.9,,,,20251101,,
京都,4,6,5.0,15.8,2.8,4.5,1580.0,370.0,,20251101,,
京都,4,7,6.0,23.5,3.5,5.7,,,,20251101,,
京都,4,8,11.0,118.6,13.6,23.2,,,,20251101,,
京都,4,9,3.0,4.4,1.3,1.9,,180.0,,20251101,,
京都,4,10,4.0,7.1,1.6,2.5,,,,20251101,,
京都,4,11,2.0,3.3,1.2,1.6,,,,20251101,,
京都,5,1,2.0,4.5,1.2,3.7,450.0,140.0,,20251101,,
京都,5,2,9.0,216.6,18.6,83.4,,,,20251101,,
京都,5,3,3.0,5.4,1.1,3.3,,,,20251101,,
京都,5,4,6.0,23.3,3.0,12.0,,,,20251101,,
京都,5,5,1.0,1.5,1.1,1.1,,110.0,,20251101,,
京都,5,6,4.0,10.8,1.5,5.3,,,,20251101,,
京都,5,7,7.0,64.1,4.5,19.1,,,,20251101,,
京都,5,8,8.0,77.3,6.1,26.3,,,,20251101,,
京都,5,9,5.0,22.2,2.7,10.6,,280.0,,20251101,,
京都,6,1,11.0,46.0,8.7,14.2,,,,20251101,,
京都,6,2,12.0,52.4,7.2,11.7,,,,20251101,,
京都,6,3,3.0,8.4,2.1,3.3,,290.0,,20251101,,
京都,6,4,7.0,16.1,3.6,5.7,,,,20251101,,
京都,6,5,15.0,80.8,14.0,23.0,,,,20251101,,
京都,6,6,13.0,63.7,9.8,16.1,,1290.0,,20251101,,
京都,6,7,16.0,163.7,29.0,47.8,,,,20251101,,
京都,6,8,8.0,16.2,3.6,5.7,,,,20251101,,
京都,6,9,4.0,9.6,2.1,3.2,,,,20251101,,
京都,6,10,2.0,5.2,1.8,2.5,520.0,230.0,,20251101,,
京都,6,11,14.0,68.7,11.1,18.4,,,,20251101,,
京都,6,12,10.0,32.8,5.3,8.6,,,,20251101,,
京都,6,13,9.0,22.5,4.1,6.6,,,,20251101,,
京都,6,14,5.0,14.7,2.9,4.5,,,,20251101,,
京都,6,15,1.0,2.3,1.2,1.4,,,,20251101,,
京都,6,16,6.0,15.9,3.0,4.7,,,,20251101,,
京都,7,1,3.0,5.7,1.8,2.8,,,,20251101,,
京都,7,2,1.0,2.5,1.2,1.5,,130.0,,20251101,,
京都,7,3,8.0,28.5,4.9,8.0,,,,20251101,,
京都,7,4,7.0,19.4,3.3,5.3,,,,20251101,,
京都,7,5,14.0,146.2,22.9,39.0,,,,20251101,,
京都,7,6,6.0,18.4,2.8,4.4,,,,20251101,,
京都,7,7,5.0,10.1,2.4,3.8,,,,20251101,,
京都,7,8,9.0,40.5,6.5,10.8,,,,20251101,,
京都,7,9,15.0,341.4,48.1,82.0,,,,20251101,,
京都,7,10,13.0,114.4,16.7,28.4,,,,20251101,,
京都,7,11,16.0,560.8,96.2,163.9,,,,20251101,,
京都,7,12,2.0,4.7,1.6,2.3,,,,20251101,,
京都,7,13,4.0,7.2,1.8,2.7,720.0,200.0,,20251101,,
京都,7,14,12.0,86.4,10.7,18.1,,,,20251101,,
京都,7,15,11.0,63.3,8.4,14.1,,,,20251101,,
京都,7,16,10.0,49.4,7.3,12.2,,760.0,,20251101,,
京都,8,1,3.0,6.5,1.7,2.2,,,,20251101,,
京都,8,2,6.0,12.6,2.5,3.5,,310.0,,20251101,,
京都,8,3,5.0,10.9,3.0,4.2,,,,20251101,,
京都,8,4,13.0,62.3,10.9,15.7,,,,20251101,,
京都,8,5,1.0,3.9,1.7,2.3,,,,20251101,,
京都,8,6,14.0,91.8,13.6,19.6,,,,20251101,,
京都,8,7,12.0,51.5,10.5,15.2,,,,20251101,,
京都,8,8,11.0,29.4,4.3,6.0,,,,20251101,,
京都,8,9,10.0,24.1,7.3,10.5,,870.0,,20251101,,
京都,8,10,4.0,6.9,2.2,2.9,690.0,270.0,,20251101,,
京都,8,11,15.0,179.2,26.9,38.7,,,,20251101,,
京都,8,12,9.0,19.7,4.6,6.6,,,,20251101,,
京都,8,13,7.0,14.9,4.2,5.9,,,,20251101,,
京都,8,14,8.0,17.8,4.6,6.5,,,,20251101,,
京都,8,15,2.0,4.4,1.6,2.0,,,,20251101,,
京都,9,1,9.0,124.3,13.4,24.8,,,,20251101,,
京都,9,2,6.0,16.4,2.9,4.9,,,,20251101,,
京都,9,3,5.0,9.4,2.0,3.4,,,,20251101,,
京都,9,4,4.0,6.3,1.3,2.1,,150.0,,20251101,,
京都,9,5,11.0,200.5,28.6,53.1,,,,20251101,,
京都,9,6,2.0,3.3,1.2,1.7,,,,20251101,,
京都,9,7,,,,,,,,20251101,,
京都,9,8,7.0,35.7,4.7,8.4,,,,20251101,,
京都,9,9,3.0,6.2,1.6,2.5,,170.0,,20251101,,
京都,9,10,1.0,2.5,1.1,1.5,250.0,120.0,,20251101,,
京都,9,11,8.0,55.9,6.9,12.5,,,,20251101,,
京都,9,12,10.0,155.8,17.2,31.9,,,,20251101,,
京都,10,1,12.0,196.8,25.4,41.6,,,,20251101,,
京都,10,2,1.0,3.6,1.3,1.8,,,,20251101,,
京都,10,3,5.0,6.4,1.5,2.2,,200.0,,20251101,,
京都,10,4,9.0,46.2,5.7,9.2,,,,20251101,,
京都,10,5,4.0,5.3,1.9,2.9,530.0,240.0,,20251101,,
京都,10,6,10.0,56.4,10.7,17.5,,,,20251101,,
京都,10,7,7.0,40.8,7.4,11.9,,,,20251101,,
京都,10,8,13.0,297.4,40.4,66.3,,,,20251101,,
京都,10,9,11.0,93.2,9.6,15.7,,,,20251101,,
京都,10,10,2.0,3.8,1.3,1.8,,,,20251101,,
京都,10,11,3.0,4.4,1.6,2.3,,,,20251101,,
京都,10,12,,,,,,,,20251101,,
京都,10,13,6.0,19.7,3.3,5.2,,,,20251101,,
京都,10,14,8.0,44.3,5.4,8.8,,670.0,,20251101,,
京都,11,1,5.0,7.8,2.1,3.0,,,,20251101,,
京都,11,2,1.0,2.8,1.3,1.6,280.0,140.0,,20251101,,
京都,11,3,12.0,107.5,16.7,26.4,,,,20251101,,
京都,11,4,7.0,24.8,5.0,7.8,,,,20251101,,
京都,11,5,2.0,4.3,1.5,2.1,,,,20251101,,
京都,11,6,4.0,7.3,1.9,2.7,,,,20251101,,
京都,11,7,3.0,5.8,1.5,2.2,,180.0,,20251101,,
京都,11,8,10.0,48.0,7.4,11.7,,750.0,,20251101,,
京都,11,9,6.0,12.0,2.7,4.0,,,,20251101,,
京都,11,10,8.0,24.9,4.0,6.2,,,,20251101,,
京都,11,11,11.0,56.6,8.8,13.9,,,,20251101,,
京都,11,12,9.0,46.6,7.1,11.1,,,,20251101,,
京都,12,1,3.0,7.4,1.8,3.2,,300.0,,20251101,,
京都,12,2,11.0,66.4,7.1,14.3,,,,20251101,,
京都,12,3,15.0,472.8,56.5,117.5,,,,20251101,,
京都,12,4,13.0,152.3,12.5,25.9,,,,20251101,,
京都,12,5,14.0,392.3,43.1,89.7,,,,20251101,,
京都,12,6,10.0,61.1,5.3,10.6,,,,20251101,,
京都,12,7,9.0,48.7,4.8,9.6,,,,20251101,,
京都,12,8,5.0,13.9,2.6,5.0,,,,20251101,,
京都,12,9,4.0,12.7,1.9,3.4,,,,20251101,,
京都,12,10,1.0,2.0,1.1,1.4,,,,20251101,,
京都,12,11,2.0,3.3,1.2,1.7,,,,20251101,,
京都,12,12,7.0,30.7,3.6,7.0,,610.0,,20251101,,
京都,12,13,8.0,37.1,4.8,9.6,,,,20251101,,
京都,12,14,12.0,92.3,8.6,17.6,,,,20251101,,
京都,12,15,6.0,21.0,3.1,6.0,2100.0,530.0,,20251101,,
東京,1,1,4.0,7.1,1.5,2.3,,,,20251102,,
東京,1,2,5.0,10.1,2.0,3.1,,,,20251102,,
東京,1,3,7.0,40.5,3.8,6.4,,,,20251102,,
東京,1,4,10.0,174.4,19.9,34.5,,,,20251102,,
東京,1,5,12.0,384.0,42.5,73.7,,,,20251102,,
東京,1,6,8.0,89.6,9.0,15.4,,,,20251102,,
東京,1,7,3.0,4.3,1.3,1.9,,130.0,,20251102,,
東京,1,8,9.0,102.0,10.1,17.3,,,,20251102,,
東京,1,9,2.0,3.0,1.3,1.9,,130.0,,20251102,,
東京,1,10,1.0,2.7,1.2,1.6,270.0,120.0,,20251102,,
東京,1,11,6.0,34.0,4.0,6.6,,,,20251102,,
東京,1,12,11.0,369.8,40.7,70.6,,,,20251102,,
東京,2,1,9.0,114.2,12.9,83.1,,,,20251102,,
東京,2,2,11.0,168.8,11.7,75.3,,,,20251102,,
東京,2,3,12.0,194.6,15.0,97.3,,,,20251102,,
東京,2,4,13.0,202.0,4.8,29.4,,,,20251102,,
東京,2,5,14.0,575.6,48.7,321.3,,,,20251102,,
東京,2,6,7.0,54.3,3.8,22.7,,380.0,,20251102,,
東京,2,7,3.0,6.3,1.3,5.9,,,,20251102,,
東京,2,8,10.0,151.9,10.6,68.0,,,,20251102,,
東京,2,9,4.0,12.6,1.6,7.6,,,,20251102,,
東京,2,10,8.0,83.7,4.9,29.7,,,,20251102,,
東京,2,11,5.0,44.6,4.8,29.2,,,,20251102,,
東京,2,12,6.0,46.2,4.7,28.5,,,,20251102,,
東京,2,13,2.0,4.9,1.1,4.4,,130.0,,20251102,,
東京,2,14,1.0,1.4,1.0,1.1,140.0,110.0,,20251102,,
東京,3,1,2.0,3.5,1.0,3.2,,110.0,,20251102,,
東京,3,2,9.0,237.5,14.3,88.8,,,,20251102,,
東京,3,3,3.0,5.2,1.0,4.0,,,,20251102,,
東京,3,4,7.0,127.5,6.2,37.0,,,,20251102,,
東京,3,5,4.0,25.5,1.8,8.9,,180.0,,20251102,,
東京,3,6,1.0,1.4,1.0,1.1,140.0,110.0,,20251102,,
東京,3,7,10.0,265.6,23.0,144.8,,,,20251102,,
東京,3,8,6.0,72.0,4.0,23.2,,,,20251102,,
東京,3,9,5.0,46.6,2.5,13.1,,,,20251102,,
東京,3,10,8.0,226.6,12.7,78.9,,,,20251102,,
東京,4,1,7.0,21.6,3.8,6.3,,,,20251102,,
東京,4,2,16.0,301.7,39.7,70.6,,,,20251102,,
東京,4,3,15.0,286.1,34.6,61.5,,,,20251102,,
東京,4,4,13.0,259.4,33.4,59.3,,,,20251102,,
東京,4,5,10.0,53.0,8.0,13.9,,960.0,,20251102,,
東京,4,6,5.0,10.9,2.2,3.6,,280.0,,20251102,,
東京,4,7,11.0,72.3,9.4,16.5,,,,20251102,,
東京,4,8,1.0,3.0,1.2,1.6,300.0,150.0,,20251102,,
東京,4,9,8.0,22.3,3.9,6.6,,,,20251102,,
東京,4,10,4.0,5.9,1.9,3.0,,,,20251102,,
東京,4,11,12.0,153.3,19.1,33.7,,,,20251102,,
東京,4,12,9.0,45.3,7.2,12.5,,,,20251102,,
東京,4,13,14.0,273.2,34.3,61.0,,,,20251102,,
東京,4,14,3.0,5.4,1.6,2.5,,,,20251102,,
東京,4,15,6.0,18.2,3.0,4.9,,,,20251102,,
東京,4,16,2.0,3.8,1.3,1.8,,,,20251102,,
東京,5,1,3.0,6.5,1.4,7.1,,,,20251102,,
東京,5,2,6.0,42.0,3.0,17.6,,,,20251102,,
東京,5,3,5.0,15.1,1.7,9.1,,190.0,,20251102,,
東京,5,4,2.0,5.9,1.3,5.8,,,,20251102,,
東京,5,5,1.0,1.3,1.0,1.1,130.0,100.0,,20251102,,
東京,5,6,9.0,211.0,18.4,121.2,,,,20251102,,
東京,5,7,7.0,52.5,3.9,23.7,,,,20251102,,
東京,5,8,4.0,12.2,1.5,7.7,,170.0,,20251102,,
東京,5,9,8.0,52.8,4.8,29.7,,,,20251102,,
