場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,2,クリュメノス,3歳,長浜鴻緒,室井潔,中距離,右回り,,マジェスティックウォリアー,,
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,3,ドゥーニ,3歳,津村明秀,矢嶋大樹,中距離,右回り,,マテラスカイ,休明3走,
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,4,ウィリーズロック,3歳,原優介,黒岩陽一,中距離,右回り,,スワーヴリチャード,,距離延長
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,5,ミスターキャンベラ,3歳,戸崎圭太,稲垣幸雄,中距離,右回り,,クリソベリル,,距離延長
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,6,エオリアンリッジ,3歳,大野拓弥,尾関知人,中距離,右回り,,アドマイヤマーズ,休明初戦,距離短縮
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,7,セブンワンダーズ,3歳,斎藤新,斎藤誠,中距離,右回り,,キセキ,,距離延長
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,8,マイネルスラーヴァ,3歳,柴田大知,高木登,中距離,右回り,,ダノンバラード,,距離短縮
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,9,コパノエイダン,3歳,田辺裕信,上原博之,中距離,右回り,,コパノリッキー,,距離短縮
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,10,ブライトラン,3歳,佐藤翔馬,尾形和幸,中距離,右回り,,マインドユアビスケッツ,,距離延長
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,11,カンフーヒーロー,3歳,木幡巧也,的場均,中距離,右回り,,ストロングリターン,,
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,12,ヴァンデスペランス,3歳,岩田康誠,中舘英二,中距離,右回り,,ドレフォン,,
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,13,ウェイヴメカニクス,3歳,荻野極,萩原清,中距離,右回り,,リアルスティール,,距離延長
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,14,エイシンニラク,3歳,菊沢一樹,勢司和浩,中距離,右回り,,サトノクラウン,,距離短縮
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,15,ダゴベルト,3歳,丹内祐次,宮田敬介,中距離,右回り,,ロードカナロア,,
中山,2,未勝利,ダート,1800,良(暫定),Lv3 ,16,レイズレガシー,3歳,横山武史,高柳瑞樹,中距離,右回り,,ロジャーバローズ,,距離延長
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,1,コハクロン,3歳,斎藤新,尾形和幸,短距離,右回り,,デクラレーションオブウォー,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,2,ピグマリオン,3歳,佐々木大,斎藤誠,短距離,右回り,,アメリカンペイトリオット,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,3,シーシェル,3歳,武藤雅,武藤善則,短距離,右回り,,アドマイヤマーズ,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,4,ミルトハーバー,3歳,田辺裕信,鈴木慎太,短距離,右回り,,レイデオロ,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,5,チッタデラモーレ,3歳,谷原柚希,伊藤圭三,短距離,右回り,,アメリカンペイトリオット,,距離短縮
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,6,デルマアソ,3歳,木幡巧也,田島俊明,短距離,右回り,,エイシンフラッシュ,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,7,アシャカバッハ,3歳,石田拓郎,小笠倫弘,短距離,右回り,,モーニン,休明2走,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,8,アンジュブルー,3歳,野中悠太,稲垣幸雄,短距離,右回り,,ダノンスマッシュ,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,9,エコロバロン,3歳,菊沢一樹,菊沢隆徳,短距離,右回り,,フォーウィールドライブ,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,10,タイセイギガース,3歳,丹内祐次,伊藤圭三,短距離,右回り,,セイウンコウセイ,休明初戦,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,11,ミリオングローリー,3歳,長浜鴻緒,蛯名正義,短距離,右回り,,ミッキーグローリー,,距離短縮
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,12,イゲマジャ,3歳,佐藤翔馬,清水英克,短距離,右回り,,キセキ,,距離短縮
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,13,ロイヤルスパイア,3歳,横山武史,栗田徹,短距離,右回り,,タワーオブロンドン,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,14,キイチムーブメント,3歳,小林脩斗,青木孝文,短距離,右回り,,エスポワールシチー,,距離短縮
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,15,ゴールドパレード,3歳,原優介,天間昭一,短距離,右回り,,ゴールドアクター,,
中山,3,未勝利,ダート,1200,良(暫定),Lv3 ,16,ベアゴーフォー,3歳,松岡正海,杉浦宏昭,短距離,右回り,,シャンハイボビー,,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,1,ティブロン,3歳,横山琉人,矢嶋大樹,中距離,右回り,,リオンディーズ,,距離短縮
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,2,オーパパ,3歳,斎藤新,斎藤誠,中距離,右回り,,アメリカンペイトリオット,,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,3,セイントクーヤ,3歳,原優介,黒岩陽一,中距離,右回り,,St Mark's Basilica,,距離短縮
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,4,ナイトバード,3歳,三浦皇成,田村康仁,中距離,右回り,,キズナ,,距離短縮
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,5,ハイランダー,3歳,丹内祐次,萩原清,中距離,右回り,,スワーヴリチャード,,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,6,パワポケグッド,3歳,小林凌大,大和田成,中距離,右回り,,インカンテーション,,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,7,コパノミラノ,3歳,柴田大知,上原博之,中距離,右回り,,コパノリッキー,,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,8,イナズマダイモン,3歳,ルメール,宮田敬介,中距離,右回り,,クリソベリル,,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,9,タマモブレイキン,3歳,佐藤翔馬,伊藤圭三,中距離,右回り,,ブリックスアンドモルタル,,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,10,ガイストゼーゲン,3歳,江田照男,高木登,中距離,右回り,,リオンディーズ,,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,11,アオハルブルース,3歳,田辺裕信,栗田徹,中距離,右回り,,ゴールドドリーム,,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,12,ララムーティエ,3歳,小林脩斗,青木孝文,中距離,右回り,,ノーブルミッション,連闘,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,13,メディチパワー,3歳,木幡巧也,中川公成,中距離,右回り,,フィレンツェファイア,休明初戦,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,14,ルージュノヴァ,3歳,長浜鴻緒,萱野浩二,中距離,右回り,,アメリカンペイトリオット,休明3走,距離延長
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,15,レプレセンタル,3歳,荻野極,池上昌和,中距離,右回り,,ジャスタウェイ,,
中山,4,未勝利,ダート,1800,良(暫定),Lv2 ,16,ベンガルボダイジュ,3歳,遠藤汰月,杉浦宏昭,中距離,右回り,,ルーラーシップ,,距離延長
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,1,スカイプライド,3歳,原優介,黒岩陽一,短距離,右回り,,フィエールマン,,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,2,ユマハム,3歳,三浦皇成,田中博康,短距離,右回り,,コントレイル,休明初戦,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,3,サドルトウショウ,3歳,野中悠太,萱野浩二,短距離,右回り,,ジャスタウェイ,休明初戦,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,4,ヤマニンアレシス,3歳,大野拓弥,堀内岳志,短距離,右回り,,イスラボニータ,,距離延長
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,5,マンサニージャ,3歳,佐々木大,菊川正達,短距離,右回り,,ダノンバラード,休明2走,距離短縮
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,6,ゴートゥーバラモン,3歳,遠藤汰月,伊藤伸一,短距離,右回り,,リアルスティール,,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,7,ハチマン,3歳,横山和生,柄崎将寿,短距離,右回り,,アルアイン,,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,8,ホウオウギンガ,3歳,丸田恭介,大竹正博,短距離,右回り,,モーリス,,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,9,レピュニット,3歳,横山武史,宮田敬介,短距離,右回り,,モズアスコット,,距離延長
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,10,ヨウタウッドテール,3歳,伊藤工真,清水英克,短距離,右回り,,サトノダイヤモンド,,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,11,アイムイン,3歳,ルメール,加藤征弘,短距離,右回り,,シルバーステート,,距離短縮
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,12,タケショウカイザー,3歳,岩田康誠,奥村武,短距離,右回り,,ゴールドシップ,休明初戦,距離延長
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,13,ラヴミーモア,3歳,丹内祐次,尾関知人,短距離,右回り,,タワーオブロンドン,休明初戦,距離延長
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,14,グランフルス,3歳,菊沢一樹,矢野英一,短距離,右回り,,イスラボニータ,休明初戦,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,15,スタンダールロマン,3歳,松岡正海,堀内岳志,短距離,右回り,,キタサンブラック,休明初戦,
中山,5,未勝利,芝,1600,良(暫定),Lv2 ,16,ヴェガリア,3歳,斎藤新,栗田徹,短距離,右回り,,リオンディーズ,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,1,システマソラー,3歳,佐々木大,橋田宜長,中距離,右回り,,ルヴァンスレーヴ,休明初戦,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,2,デルマホダカ,3歳,菊沢一樹,菊沢隆徳,中距離,右回り,,ブリックスアンドモルタル,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,3,サンダーヴィント,3歳,岩田康誠,高木登,中距離,右回り,,アドマイヤマーズ,休明2走,距離延長
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,4,ガンダ,3歳,斎藤新,斎藤誠,中距離,右回り,,ホッコータルマエ,,距離延長
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,5,ホールドザデイ,3歳,木幡巧也,田中勝春,中距離,右回り,,ダノンスマッシュ,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,6,オクトーバーナイン,3歳,横山琉人,稲垣幸雄,中距離,右回り,,コパノリッキー,,距離延長
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,7,ハイライトニング,3歳,三浦皇成,嘉藤貴行,中距離,右回り,,リアルスティール,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,8,ファイアマン,3歳,大野拓弥,上原博之,中距離,右回り,,ディスクリートキャット,休明3走,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,9,パッセージピーク,3歳,ルメール,田村康仁,中距離,右回り,,アドマイヤマーズ,休明3走,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,10,サンデーパーティー,3歳,津村明秀,相沢郁,中距離,右回り,,ホッコータルマエ,休明初戦,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,11,チェリヴェント,3歳,戸崎圭太,清水久詞,中距離,右回り,,コントレイル,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,12,テンカムテキ,3歳,丹内祐次,林徹,中距離,右回り,,ナダル,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,13,ステラデルークス,3歳,横山武史,鈴木伸尋,中距離,右回り,,インカンテーション,,距離延長
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,14,オトシダマ,3歳,伊藤工真,金成貴史,中距離,右回り,,ニューイヤーズデイ,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,15,エスシービクトリア,3歳,遠藤汰月,村田一誠,中距離,右回り,,マクフィ,,
中山,6,自己条件,ダート,1800,良(暫定),Lv3 ,16,ベルウッドピース,3歳,田辺裕信,中舘英二,中距離,右回り,,マジェスティックウォリアー,,
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,1,ダノンピクチャー,4歳,戸崎圭太,田中博康,長距離,右回り,,ドゥラメンテ,,距離短縮
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,2,ペネトレイトゴー,5歳以上,吉田豊,戸田博文,長距離,右回り,,ゴールドシップ,休明3走,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,3,ジャスティンライズ,5歳以上,菊沢一樹,大和田成,長距離,右回り,,キズナ,休明初戦,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,4,キングズトゥルー,4歳,佐々木大,大竹正博,長距離,右回り,,ウインブライト,,距離短縮
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,5,テイキットイージー,5歳以上,丹内祐次,萱野浩二,長距離,右回り,,ゴールドシップ,休明2走,距離短縮
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,6,オリオアルセーリオ,4歳,杉原誠人,木村哲也,長距離,右回り,,レイデオロ,休明2走,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,7,ノクターン,4歳,ルメール,木村哲也,長距離,右回り,,キタサンブラック,休明2走,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,8,ラムゼイテソーロ,5歳以上,木幡巧也,西田雄一,長距離,右回り,,ロジャーバローズ,休明2走,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,9,トラストボス,5歳以上,三浦皇成,高橋文雅,長距離,右回り,,キズナ,休明2走,距離延長
中山,7,自己条件,芝,2500,良(暫定),Lv1 ,10,ヴァレッタカズマ,5歳以上,横山琉人,藤野健太,長距離,右回り,,ミッキーアイル,休明2走,距離短縮
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,1,パシーヴ,4歳,三浦皇成,上原博之,短距離,右回り,,ニューイヤーズデイ,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,2,キングプロフィット,5歳以上,石田拓郎,天間昭一,短距離,右回り,,キンシャサノキセキ,休明初戦,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,3,ハーフェン,4歳,横山武史,新開幸一,短距離,右回り,,オルフェーヴル,休明3走,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,4,カツノテンス,5歳以上,遠藤汰月,伊藤伸一,短距離,右回り,,シルバーステート,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,5,ソードマスター,4歳,丸田恭介,斎藤誠,短距離,右回り,,エピファネイア,,距離短縮
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,6,アームズクイーン,4歳,武藤雅,武藤善則,短距離,右回り,,エスケンデレヤ,休明2走,距離延長
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,7,キョウエイスレーヴ,4歳,原優介,萱野浩二,短距離,右回り,,ルヴァンスレーヴ,,距離短縮
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,8,オオゾラヒバリ,5歳以上,野中悠太,秋本大介,短距離,右回り,,トーセンラー,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,9,アイスブレイカー,5歳以上,江田照男,伊坂重信,短距離,右回り,,ホッコータルマエ,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,10,プルシャプラ,4歳,荻野極,池上昌和,短距離,右回り,,エスポワールシチー,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,11,ナインオブレター,4歳,長浜鴻緒,佐藤吉勝,短距離,右回り,,モーニン,休明初戦,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,12,アイアムイチバン,4歳,丹内祐次,奥平雅士,短距離,右回り,,パイロ,休明2走,距離短縮
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,13,シスター,4歳,石橋脩,勢司和浩,短距離,右回り,,シニスターミニスター,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,14,ザローズハーツ,4歳,佐々木大,大竹正博,短距離,右回り,,ミスターメロディ,休明初戦,距離短縮
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,15,トモジャシーマ,5歳以上,津村明秀,鈴木伸尋,短距離,右回り,,シャンハイボビー,,
中山,8,自己条件,ダート,1200,良(暫定),Lv3 ,16,ミツカネリブラ,4歳,木幡巧也,清水英克,短距離,右回り,,シルバーステート,,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,1,ブラックルビー,4歳,津村明秀,田中博康,中距離,右回り,,キズナ,,距離延長
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,2,ジャンビ,5歳以上,菊沢一樹,勢司和浩,中距離,右回り,,スクリーンヒーロー,休明初戦,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,3,ノビリシマビジョン,4歳,戸崎圭太,青木孝文,中距離,右回り,,フィエールマン,休明2走,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,4,オルノア,5歳以上,田辺裕信,新谷功一,中距離,右回り,,ゴールドシップ,,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,5,ゴーソーファー,4歳,丹内祐次,手塚貴久,中距離,右回り,,キズナ,休明2走,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,6,ホウオウシンデレラ,5歳以上,丸田恭介,奥村武,中距離,右回り,,エピファネイア,,距離延長
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,7,ヴォワラクテ,4歳,荻野極,田中克典,中距離,右回り,,キンシャサノキセキ,休明2走,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,8,キューティリップ,4歳,武藤雅,戸田博文,中距離,右回り,,リアルスティール,,距離延長
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,9,テンミラクルスター,4歳,ルメール,辻哲英,中距離,右回り,,エピファネイア,休明初戦,
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,10,ロートホルン,4歳,三浦皇成,加藤征弘,中距離,右回り,,サトノダイヤモンド,休明初戦,距離延長
中山,9,自己条件,芝,2000,良(暫定),Lv2 ,11,ヨヒーン,4歳,横山武史,杉山晴紀,中距離,右回り,,キズナ,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,1,ツキノアカリ,4歳,原優介,牧田和弥,短距離,右回り,,エピファネイア,,距離短縮
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,2,テリオスサラ,5歳以上,菊沢一樹,高柳瑞樹,短距離,右回り,,ロジャーバローズ,休明3走,距離短縮
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,3,ディープリッチ,5歳以上,武藤雅,小島茂之,短距離,右回り,,ディープブリランテ,,距離延長
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,4,エアミアーニ,5歳以上,木幡巧也,笹田和秀,短距離,右回り,,ロードカナロア,休明2走,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,5,ピコローズ,4歳,三浦皇成,伊藤大士,短距離,右回り,,サトノダイヤモンド,,距離延長
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,6,マテンロウブラボー,5歳以上,戸崎圭太,野中賢二,短距離,右回り,,モーリス,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,7,ヒシアマン,4歳,ルメール,堀宣行,短距離,右回り,,モーリス,休明2走,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,8,キュクヌス,5歳以上,荻野極,池江泰寿,短距離,右回り,,Saxon Warrior,休明2走,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,9,ジュノー,5歳以上,江田照男,田中勝春,短距離,右回り,,Dark Angel,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,10,コートアリシアン,4歳,佐々木大,伊藤大士,短距離,右回り,,サートゥルナーリア,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,11,ユキノロイヤル,5歳以上,石橋脩,小野次郎,短距離,右回り,,ディーマジェスティ,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,12,サムハンター,5歳以上,横山典弘,高橋康之,短距離,右回り,,マジェスティックウォリアー,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,13,ストレイトトーカー,4歳,横山武史,岩戸孝樹,短距離,右回り,,ファインニードル,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,14,ミカッテヨンデイイ,5歳以上,小林脩斗,堀内岳志,短距離,右回り,,イスラボニータ,,距離短縮
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,15,ウインレイアー,5歳以上,丹内祐次,和田雄二,短距離,右回り,,シルバーステート,,
中山,10,自己条件,芝,1600,良(暫定),Lv3 ,16,メタルスピード,5歳以上,斎藤新,斎藤誠,短距離,右回り,,シルバーステート,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,1,ホワイトオーキッド,3歳,戸崎圭太,藤原英昭,短距離,右回り,,キズナ,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,2,バルボアパーク,3歳,ルメール,田中博康,短距離,右回り,,サートゥルナーリア,休明初戦,
中山,11,OP,芝,1600,良(暫定),Lv3 ,3,ヘルモソブレード,3歳,杉原誠人,岩戸孝樹,短距離,右回り,,ビッグアーサー,休明初戦,距離延長
中山,11,OP,芝,1600,良(暫定),Lv3 ,4,ディアダイヤモンド,3歳,津村明秀,手塚貴久,短距離,右回り,,サートゥルナーリア,休明2走,
中山,11,OP,芝,1600,良(暫定),Lv3 ,5,ランプローグ,3歳,吉田豊,矢野英一,短距離,右回り,,ダノンキングリー,休明2走,距離延長
中山,11,OP,芝,1600,良(暫定),Lv3 ,6,フェアリーライズ,3歳,柴田善臣,秋山真一,短距離,右回り,,インディチャンプ,休明初戦,
中山,11,OP,芝,1600,良(暫定),Lv3 ,7,エピッククイーン,3歳,丹内祐次,中内田充,短距離,右回り,,エピファネイア,休明初戦,距離延長
中山,11,OP,芝,1600,良(暫定),Lv3 ,8,スマイルカーブ,3歳,大野拓弥,小手川準,短距離,右回り,,キズナ,,距離延長
中山,11,OP,芝,1600,良(暫定),Lv3 ,9,リアライズリバティ,3歳,佐々木大,池上昌和,短距離,右回り,,シスキン,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,10,ファンクション,3歳,斎藤新,斎藤誠,短距離,右回り,,アルアイン,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,11,ヴァリスマリネリス,3歳,横山武史,中舘英二,短距離,右回り,,アドマイヤマーズ,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,12,メイショウハッケイ,3歳,横山典弘,本田優,短距離,右回り,,ダイワメジャー,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,13,ルージュダリア,3歳,荻野極,林徹,短距離,右回り,,リオンディーズ,休明2走,距離延長
中山,11,OP,芝,1600,良(暫定),Lv3 ,14,ナイスプレーアスク,3歳,岩田康誠,田村康仁,短距離,右回り,,アドマイヤマーズ,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,15,ベルサンローラン,3歳,石橋脩,清水久詞,短距離,右回り,,キタサンブラック,,
中山,11,OP,芝,1600,良(暫定),Lv3 ,16,ルールザウェイヴ,3歳,原優介,宮田敬介,短距離,右回り,,ロードカナロア,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,1,ラヴァグロウ,5歳以上,丸田恭介,畠山吉宏,短距離,右回り,,ホッコータルマエ,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,2,ホウオウフロイト,5歳以上,杉原誠人,加藤和宏,短距離,右回り,,エイシンフラッシュ,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,3,ケンキョ,5歳以上,佐々木大,高橋文雅,短距離,右回り,,ダノンレジェンド,休明初戦,距離短縮
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,4,ヴィクトリーロード,5歳以上,菊沢一樹,畠山吉宏,短距離,右回り,,ロードカナロア,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,5,バンブトンプロ,5歳以上,柴田大知,粕谷昌央,短距離,右回り,,マクフィ,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,6,ショウナンハクウン,5歳以上,荻野極,大竹正博,短距離,右回り,,ダイワメジャー,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,7,カワキタマナレア,4歳,斎藤新,杉山佳明,短距離,右回り,,ヘニーヒューズ,,
中山,12,自己条件,ダート,1200,良(暫定),Lv3 ,8,ヘルメース,5歳以上,谷原柚希,伊藤圭三,短距離,右回り,,ファインニードル,,
