場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,9,テクノデザイン,5歳以上,富田暁,千田輝彦,短距離,左回り,,ロゴタイプ,,距離延長
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,10,ガーデンプランナー,5歳以上,長岡禎仁,堀内岳志,短距離,左回り,,サトノダイヤモンド,,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,11,ビーグラッド,5歳以上,松本大輝,岡田稲男,短距離,左回り,,エピファネイア,,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,12,ブルーミングローズ,4歳,小沢大仁,高野友和,短距離,左回り,,サートゥルナーリア,休明初戦,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,13,グランパリッシュ,5歳以上,大久保友,畑端省吾,短距離,左回り,,シュヴァルグラン,,距離延長
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,14,アンタノバラード,5歳以上,古川奈穂,伊藤大士,短距離,左回り,,ダノンバラード,休明3走,距離延長
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,15,ユメシバイ,4歳,小林美駒,松永幹夫,短距離,左回り,,ディスクリートキャット,休明3走,距離延長
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,16,カウンティフェア,4歳,ディー,高野友和,短距離,左回り,,サートゥルナーリア,,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,17,マーシーラン,5歳以上,高杉吏麒,渡辺薫彦,短距離,左回り,,レッドファルクス,,距離短縮
中京,12,自己条件,芝,1400,良(暫定),Lv3 ,18,デアリングエア,4歳,吉田隼人,菊沢隆徳,短距離,左回り,,エピファネイア,,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,1,アンミックス,3歳,川田将雅,高柳大輔,中距離,右回り,,パイロ,,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,2,ルージュシャラポワ,3歳,角田大和,小林真也,中距離,右回り,,ナダル,休明2走,距離延長
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,3,ダンツカレン,3歳,古川吉洋,四位洋文,中距離,右回り,,サートゥルナーリア,休明初戦,距離短縮
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,4,マルベック,3歳,団野大成,坂口智康,中距離,右回り,,ホッコータルマエ,休明初戦,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,5,シャンデヴィーニュ,3歳,西村淳也,柴田卓,中距離,右回り,,ミスターメロディ,,距離延長
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,6,テイエムカミカゼ,3歳,田口貫太,鈴木孝志,中距離,右回り,,リアルインパクト,連闘,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,7,ゼットクイン,3歳,菱田裕二,宮徹,中距離,右回り,,オルフェーヴル,休明初戦,距離延長
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,8,ダイシンヨーク,3歳,岩田望来,吉田直弘,中距離,右回り,,ダイシンバルカン,休明初戦,距離短縮
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,9,ワンダージェム,3歳,吉村誠之,石坂公一,中距離,右回り,,ワールドエース,,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,10,ペプチドプラタ,3歳,高倉稜,武英智,中距離,右回り,,ブリックスアンドモルタル,,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,11,ノーブルサンライズ,3歳,北村友一,安田翔伍,中距離,右回り,,サートゥルナーリア,,距離延長
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,12,コイタマチャン,3歳,松山弘平,宮本博,中距離,右回り,,シャンハイボビー,休明2走,
阪神,1,未勝利,ダート,1800,良(暫定),Lv2 ,13,ヒルノジェノヴァ,3歳,幸英明,藤野健太,中距離,右回り,,タリスマニック,,距離延長
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,1,シャープインサイト,3歳,菱田裕二,東田明士,短距離,右回り,,サンダースノー,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,2,ジャーナーリア,3歳,松山弘平,本田優,短距離,右回り,,サートゥルナーリア,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,3,タガノプディング,3歳,川端海翼,小林真也,短距離,右回り,,ミスチヴィアスアレックス,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,4,アンタレス,3歳,酒井学,藤野健太,短距離,右回り,,キズナ,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,5,エントルード,3歳,国分恭介,飯田祐史,短距離,右回り,,ビッグアーサー,休明2走,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,6,ロードステラート,3歳,坂井瑠星,武英智,短距離,右回り,,キタサンブラック,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,7,テイクマイハート,3歳,幸英明,森田直行,短距離,右回り,,サートゥルナーリア,,距離延長
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,8,エバイダンス,3歳,岩田望来,鈴木孝志,短距離,右回り,,ダイワメジャー,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,9,ショーライトイヤー,3歳,太宰啓介,石橋守,短距離,右回り,,ドレフォン,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,10,ビーチェ,3歳,藤懸貴志,角田晃一,短距離,右回り,,ウインブライト,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,11,ミヤノラングリー,3歳,角田大和,石橋守,短距離,右回り,,ナダル,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,12,ナムラキングダム,3歳,城戸義政,羽月友彦,短距離,右回り,,アニマルキングダム,,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,13,ジューンアゲイン,3歳,吉村誠之,長谷川浩,短距離,右回り,,リオンディーズ,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,14,マルカアルバ,3歳,田口貫太,小栗実,短距離,右回り,,イスラボニータ,,距離短縮
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,15,ワンダーエイド,3歳,川又賢治,吉村圭司,短距離,右回り,,ノーブルミッション,休明初戦,
阪神,2,未勝利,ダート,1400,良(暫定),Lv3 ,16,ファツアップ,3歳,古川吉洋,緒方努,短距離,右回り,,モーニン,,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,1,クワッドマリニン,3歳,菱田裕二,久保田貴,中距離,右回り,,ニューイヤーズデイ,,距離短縮
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,2,カモンレイル,3歳,酒井学,中竹和也,中距離,右回り,,コントレイル,休明2走,距離短縮
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,3,ゲタリア,3歳,西村淳也,杉山晴紀,中距離,右回り,,クリソベリル,休明2走,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,4,ジューンマーチ,3歳,国分優作,松下武士,中距離,右回り,,ミッキーアイル,,距離延長
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,5,テーオーモナーク,3歳,団野大成,奥村豊,中距離,右回り,,ロジャーバローズ,,距離延長
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,6,ビップレグルス,3歳,藤懸貴志,小椋研介,中距離,右回り,,リアルスティール,,距離延長
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,7,マオノムサシ,3歳,荻野琢真,加藤公太,中距離,右回り,,アメリカンペイトリオット,,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,8,コスモブラック,3歳,武豊,武英智,中距離,右回り,,キタサンブラック,,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,9,サンライズアーサー,3歳,松山弘平,前川恭子,中距離,右回り,,ヴァンゴッホ,,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,10,グランディマージュ,3歳,田口貫太,鈴木孝志,中距離,右回り,,ドリームバレンチノ,休明2走,距離延長
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,11,キタノアンドレイ,3歳,古川吉洋,秋山真一,中距離,右回り,,カレンブラックヒル,,
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,12,フロムザムーン,3歳,吉村誠之,畑端省吾,中距離,右回り,,ルヴァンスレーヴ,,距離延長
阪神,3,未勝利,ダート,1800,良(暫定),Lv2 ,13,ハイラブレジェンド,3歳,城戸義政,荒川義之,中距離,右回り,,リアルスティール,休明2走,距離延長
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,1,ベラジオアブロード,3歳,国分恭介,辻野泰之,短距離,右回り,,Exceedance,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,2,マサノシリウス,3歳,幸英明,藤野健太,短距離,右回り,,レイデオロ,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,3,マイティキングダム,3歳,荻野琢真,加藤公太,短距離,右回り,,ビッグアーサー,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,4,ゴッドレイ,3歳,吉村誠之,杉山晴紀,短距離,右回り,,コントレイル,,距離延長
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,5,ダノンベルビュー,3歳,川田将雅,坂口智康,短距離,右回り,,レイデオロ,,距離短縮
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,6,プシュカル,3歳,高倉稜,坂口智康,短距離,右回り,,シャンハイボビー,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,7,アクアアイ,3歳,岩田望来,四位洋文,短距離,右回り,,ドレフォン,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,8,ジュディーイメル,3歳,武豊,武英智,短距離,右回り,,アドマイヤマーズ,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,9,ヤマニンフェイエル,3歳,田口貫太,中村直也,短距離,右回り,,フィエールマン,,距離延長
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,10,ヘクセンハウス,3歳,石川裕紀,吉田直弘,短距離,右回り,,ウインブライト,休明2走,距離延長
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,11,メイショウライガ,3歳,松山弘平,藤原英昭,短距離,右回り,,シルバーステート,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,12,リアライズブルーム,3歳,酒井学,須貝尚介,短距離,右回り,,ルヴァンスレーヴ,,距離短縮
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,13,メランコリニスタ,3歳,団野大成,吉村圭司,短距離,右回り,,ミッキーアイル,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,14,ロングフルスペック,3歳,国分優作,大根田裕,短距離,右回り,,フォーウィールドライブ,,
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,15,カステッロトゥーレ,3歳,西村淳也,杉山佳明,短距離,右回り,,エピファネイア,,距離短縮
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,16,アイルトン,3歳,坂井瑠星,橋田宜長,短距離,右回り,,ダノンスマッシュ,,距離短縮
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,17,メイワメジェール,3歳,北村友一,茶木太樹,短距離,右回り,,コントレイル,,距離短縮
阪神,4,未勝利,芝,1400,良(暫定),Lv5 ,18,イズントイット,3歳,菱田裕二,岡田稲男,短距離,右回り,,モーリス,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,1,ラパンドール,3歳,松山弘平,藤原英昭,中距離,右回り,,コントレイル,,距離延長
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,2,ハッピーリオン,3歳,太宰啓介,武英智,中距離,右回り,,リオンリオン,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,3,ドリームプレミア,3歳,岩田望来,友道康夫,中距離,右回り,,ワールドプレミア,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,4,ロードスタニング,3歳,川田将雅,杉山晴紀,中距離,右回り,,コントレイル,,距離短縮
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,5,テイエムローズダン,3歳,川端海翼,畑端省吾,中距離,右回り,,ロードカナロア,,距離延長
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,6,ヒロウッドテール,3歳,鮫島良太,河嶋宏樹,中距離,右回り,,カリフォルニアクローム,,距離短縮
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,7,エースフライト,3歳,吉村誠之,池江泰寿,中距離,右回り,,コントレイル,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,8,フィデリス,3歳,国分優作,坂口智康,中距離,右回り,,オルフェーヴル,,距離延長
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,9,エアアルチーナ,3歳,西村淳也,池添学,中距離,右回り,,Gun Runner,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,10,エンネ,3歳,坂井瑠星,吉岡辰弥,中距離,右回り,,キズナ,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,11,タイセイグローバル,3歳,角田大和,小林真也,中距離,右回り,,アドマイヤマーズ,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,12,ルナフィオーレ,3歳,石川裕紀,庄野靖志,中距離,右回り,,シルバーステート,,距離延長
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,13,ベベペッパー,3歳,団野大成,東田明士,中距離,右回り,,キズナ,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,14,チェファルー,3歳,北村友一,上村洋行,中距離,右回り,,リオンディーズ,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,15,コスモローマ,3歳,高倉稜,東田明士,中距離,右回り,,カリフォルニアクローム,,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,16,イノリ,3歳,酒井学,高橋康之,中距離,右回り,,キセキ,休明初戦,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,17,ハムタン,3歳,武豊,武幸四郎,中距離,右回り,,エピファネイア,休明初戦,
阪神,5,未勝利,芝,1800,良(暫定),Lv5 ,18,ショウナンライラ,3歳,田口貫太,松下武士,中距離,右回り,,サートゥルナーリア,,距離短縮
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,1,シゲルオトヒメ,5歳以上,酒井学,谷潔,中距離,右回り,,ベルシャザール,休明初戦,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,2,ベランジェール,5歳以上,西村淳也,武幸四郎,中距離,右回り,,モーリス,休明2走,距離延長
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,3,オーケーエンジェル,4歳,川又賢治,笹田和秀,中距離,右回り,,ナダル,,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,4,ガイラルディア,4歳,古川吉洋,藤野健太,中距離,右回り,,シニスターミニスター,,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,5,ヴォルクメア,4歳,吉村誠之,新谷功一,中距離,右回り,,ラニ,休明3走,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,6,ラテライト,4歳,菱田裕二,松下武士,中距離,右回り,,ブリックスアンドモルタル,,距離延長
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,7,コンテナライン,4歳,田口貫太,高柳大輔,中距離,右回り,,ドゥラメンテ,,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,8,エアニゲラ,4歳,松山弘平,池添学,中距離,右回り,,アルアイン,,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,9,フェロニエール,5歳以上,北村友一,高野友和,中距離,右回り,,ドゥラメンテ,休明初戦,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,10,ヒメモモアスク,4歳,岩田望来,野中賢二,中距離,右回り,,ミッキーアイル,休明初戦,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,11,ツインクルステージ,5歳以上,川端海翼,高木登,中距離,右回り,,エピファネイア,休明初戦,距離短縮
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,12,ヒサエノオモカゲ,4歳,石川裕紀,千葉直人,中距離,右回り,,ノーブルミッション,休明初戦,
阪神,6,自己条件,ダート,1800,良(暫定),Lv3 ,13,メイショウウメゴチ,4歳,藤懸貴志,高橋義忠,中距離,右回り,,ダノンレジェンド,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,1,フェニーチェドーロ,4歳,荻野琢真,宮本博,短距離,右回り,,ナダル,休明初戦,距離延長
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,2,コーラルクラウン,4歳,川田将雅,福永祐一,短距離,右回り,,サートゥルナーリア,休明初戦,距離延長
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,3,スターペスショウマ,4歳,太宰啓介,石橋守,短距離,右回り,,リアルスティール,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,4,ケイアイブイスリー,4歳,田口貫太,平田修,短距離,右回り,,ルヴァンスレーヴ,休明初戦,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,5,フェリーニ,5歳以上,菱田裕二,橋口慎介,短距離,右回り,,ドレフォン,休明初戦,距離延長
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,6,シュテルンビルト,4歳,幸英明,森田直行,短距離,右回り,,レインボーライン,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,7,ザングウィル,5歳以上,岩田望来,佐藤悠太,短距離,右回り,,Dandy Man,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,8,ハウリングウィンド,4歳,岡田祥嗣,安田翔伍,短距離,右回り,,ブリックスアンドモルタル,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,9,バルミラクル,4歳,鮫島良太,河嶋宏樹,短距離,右回り,,マクフィ,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,10,ポルトドール,5歳以上,角田大和,小栗実,短距離,右回り,,モーリス,,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,11,ハッコウイチウ,4歳,坂井瑠星,杉山晴紀,短距離,右回り,,スワーヴリチャード,休明3走,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,12,セルズパワー,4歳,吉村誠之,牧田和弥,短距離,右回り,,サトノアラジン,休明3走,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,13,タイセイレグノ,4歳,国分優作,浜田多実,短距離,右回り,,マジェスティックウォリアー,休明初戦,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,14,テイエムパイロット,4歳,川端海翼,秋山真一,短距離,右回り,,パイロ,休明初戦,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,15,ラピダリア,5歳以上,団野大成,吉田直弘,短距離,右回り,,マジェスティックウォリアー,休明初戦,
阪神,7,自己条件,ダート,1400,良(暫定),Lv4 ,16,エンダードラゴン,4歳,武豊,友道康夫,短距離,右回り,,リアルスティール,休明初戦,
阪神,8,重賞,障害,3900,良(暫定),,1,ゲインサポート,5歳以上,中村将之,秋山真一,長距離,右回り,,デクラレーションオブウォー,,距離延長
阪神,8,重賞,障害,3900,良(暫定),,2,エコロデュエル,5歳以上,草野太郎,岩戸孝樹,長距離,右回り,,キタサンブラック,休明3走,距離短縮
阪神,8,重賞,障害,3900,良(暫定),,3,ヘザルフェン,5歳以上,森一馬,昆貢,長距離,右回り,,Golden Horn,,距離延長
阪神,8,重賞,障害,3900,良(暫定),,4,レッドファーロ,5歳以上,小野寺祐,松永幹夫,長距離,右回り,,ハーツクライ,,距離延長
阪神,8,重賞,障害,3900,良(暫定),,5,ポリトナリティー,5歳以上,五十嵐雄,和田雄二,長距離,右回り,,エイシンヒカリ,,距離延長
阪神,8,重賞,障害,3900,良(暫定),,6,メイショウアツイタ,5歳以上,難波剛健,高橋義忠,長距離,右回り,,フェノーメノ,,距離短縮
阪神,8,重賞,障害,3900,良(暫定),,7,ゴールドブリーズ,5歳以上,石神深一,深山雅史,長距離,右回り,,トゥザワールド,休明初戦,距離延長
阪神,8,重賞,障害,3900,良(暫定),,8,マイネルメサイア,5歳以上,上野翔,水野貴広,長距離,右回り,,ゴールドシップ,休明2走,距離延長
阪神,8,重賞,障害,3900,良(暫定),,9,ディナースタ,5歳以上,高田潤,辻野泰之,長距離,右回り,,ドゥラメンテ,,距離延長
阪神,8,重賞,障害,3900,良(暫定),,10,ネビーイーム,5歳以上,小牧加矢,中竹和也,長距離,右回り,,キズナ,休明2走,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,1,フードマン,4歳,松山弘平,小栗実,短距離,右回り,,Kingman,,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,2,アムールリーベ,5歳以上,荻野琢真,宮地貴稔,短距離,右回り,,シルバーステート,,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,3,カジュフェイス,5歳以上,角田大和,森田直行,短距離,右回り,,エイシンヒカリ,休明初戦,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,4,モズトキキ,5歳以上,幸英明,平田修,短距離,右回り,,グランプリボス,休明3走,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,5,アサクサグレース,4歳,菱田裕二,加藤公太,短距離,右回り,,フォーウィールドライブ,休明2走,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,6,ディアドコス,5歳以上,吉村誠之,羽月友彦,短距離,右回り,,ネロ,休明2走,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,7,ソングオブライフ,5歳以上,酒井学,森田直行,短距離,右回り,,ブリックスアンドモルタル,,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,8,トリップトゥムーン,5歳以上,石神深一,粕谷昌央,短距離,右回り,,アドマイヤムーン,休明初戦,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,9,キントラダンサー,4歳,田口貫太,長谷川浩,短距離,右回り,,キタサンブラック,,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,10,ベビーズブレス,4歳,武豊,千田輝彦,短距離,右回り,,アドマイヤマーズ,,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,11,スマートルシーダ,5歳以上,国分優作,東田明士,短距離,右回り,,ディープインパクト,休明2走,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,12,タガノアンファン,4歳,藤懸貴志,石坂公一,短距離,右回り,,レッドベルジュール,休明初戦,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,13,ゴルトリッチ,5歳以上,北村友一,牧浦充徳,短距離,右回り,,ビッグアーサー,休明3走,距離短縮
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,14,トウカイエルデ,5歳以上,西村淳也,茶木太樹,短距離,右回り,,オルフェーヴル,,
阪神,9,自己条件,芝,1200,良(暫定),Lv3 ,15,クイーンズデイ,4歳,国分恭介,岡田稲男,短距離,右回り,,ラブリーデイ,,距離短縮
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,1,チェルノボーグ,5歳以上,西村淳也,藤原英昭,中距離,右回り,,ディープインパクト,,
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,2,ディヴァインスター,4歳,武豊,林徹,中距離,右回り,,アドマイヤマーズ,,距離短縮
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,3,ホウオウアートマン,4歳,坂井瑠星,矢作芳人,中距離,右回り,,ドゥラメンテ,休明2走,距離短縮
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,4,ジーティームソウ,5歳以上,団野大成,西村真幸,中距離,右回り,,エピファネイア,休明初戦,
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,5,グランデサラス,5歳以上,吉村誠之,池添学,中距離,右回り,,エピファネイア,,距離延長
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,6,トーホウディアス,5歳以上,酒井学,谷潔,中距離,右回り,,トーホウジャッカル,,距離延長
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,7,ミナデオロ,5歳以上,川田将雅,藤原英昭,中距離,右回り,,レイデオロ,連闘,距離延長
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,8,ジーティーアダマン,4歳,松山弘平,上村洋行,中距離,右回り,,ルーラーシップ,休明2走,距離短縮
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,9,パンジャ,5歳以上,岩田望来,金成貴史,中距離,右回り,,ゴールドシップ,,距離短縮
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,10,ナムラフッカー,5歳以上,菱田裕二,長谷川浩,中距離,右回り,,スワーヴリチャード,休明初戦,
阪神,10,自己条件,芝,1800,良(暫定),Lv2 ,11,アルトゥーム,5歳以上,古川吉洋,藤岡健一,中距離,右回り,,モーリス,,距離短縮
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,1,ビダーヤ,5歳以上,坂井瑠星,矢作芳人,短距離,右回り,,リアルスティール,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,2,ナムラフランク,5歳以上,菱田裕二,鈴木孝志,短距離,右回り,,ミッキーアイル,,距離延長
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,3,トリリオンボーイ,4歳,団野大成,武井亮,短距離,右回り,,マクフィ,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,4,キタノズエッジ,5歳以上,古川吉洋,畑端省吾,短距離,右回り,,ジョーカプチーノ,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,5,マルモリスペシャル,5歳以上,田口貫太,大橋勇樹,短距離,右回り,,バトルプラン,,距離延長
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,6,フェルヴェンテ,5歳以上,岩田望来,宮徹,短距離,右回り,,ダノンバラード,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,7,ノーブルロジャー,5歳以上,石川裕紀,吉岡辰弥,短距離,右回り,,Palace Malice,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,8,ヒルノドゴール,5歳以上,松山弘平,北出成人,短距離,右回り,,アニマルキングダム,,距離延長
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,9,プロトポロス,5歳以上,国分優作,西村真幸,短距離,右回り,,War Front,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,10,ポールセン,4歳,北村友一,斎藤誠,短距離,右回り,,Into Mischief,,距離延長
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,11,ジャスティンアース,5歳以上,吉村誠之,杉山晴紀,短距離,右回り,,キズナ,休明初戦,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,12,ストレングス,5歳以上,武豊,寺島良,短距離,右回り,,シニスターミニスター,,
阪神,11,OP,ダート,1400,良(暫定),Lv3 ,13,ダノンザボルケーノ,5歳以上,幸英明,菊沢隆徳,短距離,右回り,,キタサンブラック,,距離短縮
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,1,ゴルデールスカー,5歳以上,国分優作,加藤公太,中距離,右回り,,モーリス,,
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,2,ソクヅモドラドラ,4歳,吉村誠之,上原佑紀,中距離,右回り,,ミッキーアイル,休明2走,
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,3,ヤングアメリカンズ,4歳,城戸義政,奥村豊,中距離,右回り,,ホッコータルマエ,休明2走,
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,4,トップオンザヒル,4歳,菱田裕二,岡田稲男,中距離,右回り,,エピファネイア,休明初戦,距離延長
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,5,フランキーバローズ,4歳,団野大成,池江泰寿,中距離,右回り,,オルフェーヴル,休明2走,
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,6,ダノンフェルゼン,4歳,岩田望来,東田明士,中距離,右回り,,ミッキーアイル,休明2走,
阪神,12,自己条件,ダート,1800,良(暫定),Lv1 ,7,ソニックステップ,4歳,西村淳也,高野友和,中距離,右回り,,ドレフォン,休明2走,距離延長
