場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,1,ソワンドヴィクター,3歳,丸田恭介,高橋文雅,短距離,右回り,,アメリカンペイトリオット,休明初戦,,14,E
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,2,ダノンルミエール,3歳,吉田隼人,久保田貴,短距離,右回り,,ダノンスマッシュ,休明初戦,,2,B
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,3,エクスペクタント,3歳,和田陽希,西園翔太,短距離,右回り,,ミッキーアイル,休明初戦,距離短縮,12,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,4,ブルーエ,3歳,杉原誠人,田村康仁,短距離,右回り,,トーセンレーヴ,休明初戦,距離短縮,10,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,5,アイリーノリチャン,3歳,丹内祐次,尾形和幸,短距離,右回り,,ロードカナロア,,,3,C
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,6,デンプシー,3歳,舟山瑠泉,上原佑紀,短距離,右回り,,ビッグアーサー,休明2走,距離短縮,1,B
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,7,チェリーブルーム,3歳,遠藤汰月,蛯名利弘,短距離,右回り,,ミスターメロディ,休明初戦,距離短縮,15,E
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,8,ティスマイル,3歳,黛弘人,伊藤圭三,短距離,右回り,,ウインブライト,休明初戦,,16,E
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,9,カゼノオモイデ,3歳,丸山元気,佐藤吉勝,短距離,右回り,,イスラボニータ,,,13,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,10,サプーズ,3歳,石田拓郎,伊藤大士,短距離,右回り,,サトノダイヤモンド,休明初戦,距離短縮,5,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,11,サンタクローチェ,3歳,国分恭介,西村真幸,短距離,右回り,,フィレンツェファイア,休明初戦,距離短縮,9,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,12,スリジェダムール,3歳,富田暁,藤野健太,短距離,右回り,,シルバーステート,,,7,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,13,セレブトーチ,3歳,中井裕二,坂口智康,短距離,右回り,,ダノンスマッシュ,休明初戦,距離短縮,8,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,14,グロリアスニケ,3歳,松若風馬,千田輝彦,短距離,右回り,,グロリアスノア,,,6,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,15,チョコブラウニー,3歳,永島まな,天間昭一,短距離,右回り,,イスラボニータ,,,11,D
福島,2,未勝利,芝,1200,良(暫定),Lv3 ,16,アーリマックス,3歳,石神深道,清水英克,短距離,右回り,,モズアスコット,,,4,C
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,1,レーザーキック,3歳,小林美駒,竹内正洋,中距離,右回り,,レイデオロ,休明初戦,,8,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,2,エコロディアン,3歳,斎藤新,牧浦充徳,中距離,右回り,,シスキン,,,7,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,3,グレープレモネード,3歳,松岡正海,本間忍,中距離,右回り,,アルアイン,,,15,E
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,4,ゴールドアベニュー,3歳,富田暁,宮地貴稔,中距離,右回り,,ゴールドシップ,,,11,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,5,サフランルージュ,3歳,野中悠太,室井潔,中距離,右回り,,ワールドプレミア,,,16,E
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,6,ヴェロシオン,3歳,高倉稜,武英智,中距離,右回り,,マクフィ,,,12,E
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,7,ピアス,3歳,丸山元気,森一誠,中距離,右回り,,キセキ,,距離短縮,2,B
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,8,クシマトゥルー,3歳,長浜鴻緒,矢嶋大樹,中距離,右回り,,ドレフォン,休明初戦,距離延長,5,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,9,スワトウ,3歳,松若風馬,牧田和弥,中距離,右回り,,アルアイン,休明初戦,距離延長,4,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,10,ファストフォワード,3歳,小崎綾也,小林真也,中距離,右回り,,ハービンジャー,,,3,C
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,11,ハヤブサブロー,3歳,吉田隼人,高橋義忠,中距離,右回り,,ハービンジャー,,距離延長,1,B
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,12,ヴィーラー,3歳,黛弘人,矢作芳人,中距離,右回り,,コントレイル,,,6,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,13,ノクスカンパーナ,3歳,田口貫太,吉岡辰弥,中距離,右回り,,サートゥルナーリア,休明初戦,距離延長,10,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,14,ノヴェルピアーチェ,3歳,舟山瑠泉,古賀慎明,中距離,右回り,,ディーマジェスティ,,,14,E
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,15,ディアデムドール,3歳,河原田菜,今野貞一,中距離,右回り,,サートゥルナーリア,,,9,D
福島,3,未勝利,芝,1800,良(暫定),Lv2 ,16,オーマイラッキーン,3歳,国分恭介,高橋康之,中距離,右回り,,マテラスカイ,,,13,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,1,ウィゾマニア,3歳,河原田菜,青木孝文,短距離,右回り,,クリソベリル,,,16,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,2,シルバーアックス,3歳,松岡正海,村田一誠,短距離,右回り,,シスキン,,距離短縮,7,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,3,エコロアビス,3歳,斎藤新,牧浦充徳,短距離,右回り,,ロジャーバローズ,,距離短縮,4,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,4,シェイプオブユー,3歳,川又賢治,吉村圭司,短距離,右回り,,タワーオブロンドン,休明初戦,,6,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,5,メイショウテンジン,3歳,丹内祐次,高橋亮,短距離,右回り,,フォーウィールドライブ,,距離短縮,1,B
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,6,モズタイシソウシ,3歳,和田陽希,平田修,短距離,右回り,,モズアスコット,,距離短縮,3,C
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,7,ヒューザー,3歳,森田誠也,小林真也,短距離,右回り,,ヘニーヒューズ,休明初戦,距離短縮,15,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,8,マクタン,3歳,杉原誠人,栗田徹,短距離,右回り,,ロードカナロア,休明初戦,距離短縮,14,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,9,ディースカウ,3歳,小林美駒,須貝尚介,短距離,右回り,,エピファネイア,,距離短縮,8,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,10,ジュニアスウィート,3歳,舟山瑠泉,小手川準,短距離,右回り,,マジェスティックウォリアー,,距離短縮,10,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,11,ブラックゲイル,3歳,今村聖奈,加藤和宏,短距離,右回り,,カレンブラックヒル,休明初戦,距離短縮,13,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,12,アッチョンブリケ,3歳,松若風馬,小椋研介,短距離,右回り,,マテラスカイ,,距離延長,11,E
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,13,ベルゼビュート,3歳,菊沢一樹,高木登,短距離,右回り,,オーヴァルエース,,,5,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,14,スマートイデアル,3歳,石田拓郎,角田晃一,短距離,右回り,,イスラボニータ,休明3走,距離延長,9,D
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,15,クロカミジョウ,3歳,国分恭介,岡田稲男,短距離,右回り,,ジャスタウェイ,,距離短縮,2,B
福島,4,未勝利,ダート,1150,良(暫定),Lv2 ,16,セイウンヤオヨロズ,3歳,野中悠太,上原博之,短距離,右回り,,セイウンコウセイ,,距離短縮,12,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,1,メイショウハンター,3歳,横山琉人,長谷川浩,中距離,右回り,,インディチャンプ,,,3,C
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,2,オービタルピリオド,3歳,石川裕紀,奥村武,中距離,右回り,,キタサンブラック,休明初戦,,4,C
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,3,アラムシャピラス,3歳,丹内祐次,池江泰寿,中距離,右回り,,シスキン,休明2走,,1,A
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,4,オートカリテ,3歳,富田暁,牧光二,中距離,右回り,,コントレイル,休明初戦,,10,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,5,サンタカタリナ,3歳,和田陽希,杉山晴紀,中距離,右回り,,スワーヴリチャード,,,15,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,6,マイネルリーヒム,3歳,石神深道,武市康男,中距離,右回り,,ゴールドシップ,,,5,C
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,7,ワイルドカイザー,3歳,長浜鴻緒,矢嶋大樹,中距離,右回り,,レイデオロ,,,14,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,8,ブランニューホーム,3歳,遠藤汰月,深山雅史,中距離,右回り,,フィエールマン,,,13,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,9,オグナ,3歳,田口貫太,鈴木孝志,中距離,右回り,,ゴールドシップ,休明初戦,,12,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,10,ブーケ,3歳,松若風馬,杉山晴紀,中距離,右回り,,エピファネイア,,,9,D
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,11,フライングビーナス,3歳,舟山瑠泉,田中博康,中距離,右回り,,エピファネイア,,,7,D
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,12,ルシアージュ,3歳,丸山元気,高柳瑞樹,中距離,右回り,,コントレイル,休明初戦,,6,D
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,13,ウインスターリング,3歳,松岡正海,畠山吉宏,中距離,右回り,,シルバーステート,休明初戦,距離延長,2,C
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,14,クライングナウ,3歳,斎藤新,斎藤誠,中距離,右回り,,サトノダイヤモンド,,,8,D
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,15,ナカラギ,3歳,国分恭介,緒方努,中距離,右回り,,ポエティックフレア,,距離延長,16,E
福島,5,未勝利,芝,2000,良(暫定),Lv5 ,16,ダイビングキャッチ,3歳,大久保友,田中剛,中距離,右回り,,ブリックスアンドモルタル,休明初戦,,11,E
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,1,メイショウシュハリ,3歳,永島まな,庄野靖志,長距離,右回り,,ルーラーシップ,,距離延長,6,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,2,フォーチュンローズ,3歳,荻野極,上原佑紀,長距離,右回り,,ハービンジャー,,距離延長,1,B
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,3,グロートカイザー,3歳,吉田隼人,辻野泰之,長距離,右回り,,レイデオロ,,距離延長,11,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,4,フレアオブセンス,3歳,斎藤新,高野友和,長距離,右回り,,ポエティックフレア,,距離延長,2,B
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,5,ジェラルリスト,3歳,松若風馬,井上智史,長距離,右回り,,ノヴェリスト,,距離延長,3,C
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,6,テンバコウクウ,3歳,松岡正海,柄崎将寿,長距離,右回り,,ハッピースプリント,休明3走,距離延長,14,E
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,7,マイネルパーロル,3歳,舟山瑠泉,嘉藤貴行,長距離,右回り,,ゴールドシップ,休明2走,距離延長,8,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,8,スノーエルヴァ,3歳,菊沢一樹,田村康仁,長距離,右回り,,フィエールマン,休明2走,距離延長,7,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,9,バチラ,3歳,小林美駒,須貝尚介,長距離,右回り,,バゴ,,距離延長,4,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,10,グランドフィナーレ,3歳,小沢大仁,橋口慎介,長距離,右回り,,シルバーステート,,距離延長,13,E
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,11,アスクファイアモア,3歳,富田暁,矢作芳人,長距離,右回り,,ブリックスアンドモルタル,,距離延長,5,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,12,ローレルエース,3歳,田口貫太,松永康利,長距離,右回り,,ヤマカツエース,休明2走,距離延長,10,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,13,ブルージェネシス,3歳,遠藤汰月,菊川正達,長距離,右回り,,サトノジェネシス,,距離延長,12,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,14,ロスニーニョス,3歳,古川吉洋,大根田裕,長距離,右回り,,レイデオロ,,距離延長,9,D
福島,6,未勝利,芝,2600,良(暫定),Lv3 ,15,アルタティール,3歳,長浜鴻緒,手塚貴久,長距離,右回り,,コントレイル,,距離延長,15,E
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,1,プロスペクト,5歳以上,鷲頭虎太,小栗実,中距離,右回り,,リオンディーズ,,,4,C
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,2,ルージュマローネ,4歳,小林美駒,栗田徹,中距離,右回り,,ダイワメジャー,,距離短縮,7,D
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,3,キングプロフィット,5歳以上,大久保友,天間昭一,中距離,右回り,,キンシャサノキセキ,休明3走,距離延長,14,E
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,4,スラーヴァ,5歳以上,石田拓郎,高橋文雅,中距離,右回り,,シャンハイボビー,休明2走,距離短縮,13,E
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,5,ナインオブレター,4歳,長浜鴻緒,佐藤吉勝,中距離,右回り,,モーニン,休明2走,距離延長,6,D
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,6,プロスペクトパーク,4歳,石神深道,高柳瑞樹,中距離,右回り,,キズナ,,距離延長,3,C
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,7,ホウオウバローロ,5歳以上,森田誠也,前川恭子,中距離,右回り,,ロードカナロア,,,1,B
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,8,リトルスカーレット,4歳,小沢大仁,柴田卓,中距離,右回り,,キズナ,,距離延長,9,D
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,9,バーニングフレーム,4歳,永島まな,伊藤伸一,中距離,右回り,,スワーヴリチャード,休明2走,距離延長,12,E
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,10,ラストレガシー,4歳,舟山瑠泉,手塚貴久,中距離,右回り,,ドゥラメンテ,,距離短縮,2,C
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,11,ハイケンス,5歳以上,河原田菜,今野貞一,中距離,右回り,,アジアエクスプレス,休明2走,距離延長,10,D
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,12,スコーピオンイメル,4歳,谷原柚希,武英智,中距離,右回り,,ホッコータルマエ,,距離短縮,8,D
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,13,アイファーファイト,5歳以上,土田真翔,的場均,中距離,右回り,,バトルプラン,,,15,E
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,14,チャチャピンク,4歳,秋山稔樹,北出成人,中距離,右回り,,リオンディーズ,,,5,C
福島,7,自己条件,ダート,1700,良(暫定),Lv2 ,15,ワンダーウィルク,5歳以上,和田陽希,今野貞一,中距離,右回り,,ザファクター,休明2走,,11,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,1,オロパタジン,4歳,横山琉人,相沢郁,短距離,右回り,,ノヴェリスト,,距離短縮,12,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,2,ノーブルミステリー,5歳以上,舟山瑠泉,菊川正達,短距離,右回り,,ディーマジェスティ,休明2走,距離短縮,13,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,3,バルジール,4歳,吉田隼人,久保田貴,短距離,右回り,,ルヴァンスレーヴ,休明初戦,距離短縮,8,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,4,オコジュ,5歳以上,江田照男,矢嶋大樹,短距離,右回り,,ロゴタイプ,,距離延長,11,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,5,メイショウハボマイ,4歳,黛弘人,本田優,短距離,右回り,,マジェスティックウォリアー,,距離短縮,16,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,6,グランデスフィーダ,5歳以上,斎藤新,佐藤悠太,短距離,右回り,,ドゥラメンテ,,距離短縮,3,B
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,7,グッドヴァイブス,5歳以上,菊沢一樹,高柳瑞樹,短距離,右回り,,シュヴァルグラン,休明3走,距離延長,10,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,8,ケイアイマウンガ,4歳,藤懸貴志,宮本博,短距離,右回り,,マクフィ,休明初戦,距離短縮,4,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,9,エコロレオナ,4歳,和田陽希,森秀行,短距離,右回り,,City of Light,,距離延長,5,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,10,リアンエターナル,4歳,武藤雅,武藤善則,短距離,右回り,,キズナ,,距離短縮,14,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,11,サイコウダネ,5歳以上,遠藤汰月,天間昭一,短距離,右回り,,タリスマニック,休明初戦,距離短縮,15,E
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,12,ヒラボクカレラ,4歳,田口貫太,奥村豊,短距離,右回り,,モーリス,,距離延長,1,B
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,13,マカニ,4歳,森田誠也,尾形和幸,短距離,右回り,,ルヴァンスレーヴ,休明3走,距離延長,9,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,14,レストプレドゥモア,4歳,秋山稔樹,小林真也,短距離,右回り,,モーリス,休明3走,距離延長,6,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,15,ナンヨークリスタル,5歳以上,丸山元気,松永幹夫,短距離,右回り,,ロードカナロア,,距離延長,7,D
福島,8,自己条件,ダート,1150,良(暫定),Lv3 ,16,シャーンゴッセ,5歳以上,長浜鴻緒,蛯名正義,短距離,右回り,,イスラボニータ,,距離短縮,2,B
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,1,メイショウヒュウガ,5歳以上,田口貫太,安達昭夫,中距離,右回り,,ダンカーク,休明初戦,距離延長,13,E
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,2,レッドシュテルン,4歳,小崎綾也,高橋一哉,中距離,右回り,,Saxon Warrior,休明2走,距離延長,9,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,3,フォルテフィオーレ,5歳以上,丹内祐次,上原佑紀,中距離,右回り,,ドゥラメンテ,,距離短縮,2,B
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,4,グレヴィレア,4歳,荻野極,浅利英明,中距離,右回り,,レイデオロ,休明初戦,距離延長,4,C
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,5,ゼットエイト,4歳,国分恭介,宮地貴稔,中距離,右回り,,シルバーステート,,,16,E
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,6,エナジーショット,4歳,長浜鴻緒,矢嶋大樹,中距離,右回り,,サンダースノー,休明初戦,,12,E
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,7,ラトラース,4歳,小沢大仁,中内田充,中距離,右回り,,キズナ,休明3走,,6,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,8,フォートポータル,5歳以上,秋山稔樹,粕谷昌央,中距離,右回り,,リアルスティール,,距離短縮,15,E
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,9,コスモキャバリエ,4歳,斎藤新,室井潔,中距離,右回り,,ダノンバラード,休明2走,距離延長,8,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,10,スペードギニー,4歳,横山琉人,大和田成,中距離,右回り,,リオンディーズ,休明初戦,距離延長,7,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,11,サトノラポール,4歳,舟山瑠泉,鹿戸雄一,中距離,右回り,,サートゥルナーリア,,,11,E
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,12,ロットブラータ,4歳,藤懸貴志,平田修,中距離,右回り,,エピファネイア,,距離短縮,5,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,13,シアブリス,5歳以上,石川裕紀,手塚貴徳,中距離,右回り,,エピファネイア,休明初戦,距離延長,10,D
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,14,ガンバルマン,4歳,原田和真,萱野浩二,中距離,右回り,,フィエールマン,休明初戦,距離短縮,3,C
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,15,デイジー,5歳以上,江田照男,田中勝春,中距離,右回り,,デクラレーションオブウォー,休明初戦,距離延長,1,B
福島,9,自己条件,芝,1800,良(暫定),Lv3 ,16,レッドシュトラール,4歳,野中悠太,宮田敬介,中距離,右回り,,リアルインパクト,休明初戦,,14,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,1,シュラフ,4歳,江田照男,佐藤吉勝,短距離,右回り,,フォーウィールドライブ,休明初戦,,12,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,2,ホウオウブースター,4歳,丸田恭介,高柳瑞樹,短距離,右回り,,ブリックスアンドモルタル,,,8,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,3,ムチャスグラシアス,5歳以上,田口貫太,菊川正達,短距離,右回り,,カリフォルニアクローム,休明初戦,,14,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,4,ヴァンヴィーヴ,5歳以上,丹内祐次,牧浦充徳,短距離,右回り,,ダイワメジャー,,,2,B
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,5,バシレイア,4歳,武藤雅,西田雄一,短距離,右回り,,ミッキーアイル,,,3,C
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,6,クリノハレルヤ,5歳以上,高倉稜,武英智,短距離,右回り,,ドレフォン,休明初戦,,11,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,7,ゴキゲンサン,5歳以上,長浜鴻緒,伊藤大士,短距離,右回り,,リアルインパクト,休明3走,距離短縮,13,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,8,ハニーローリエ,4歳,舟山瑠泉,小手川準,短距離,右回り,,ルーラーシップ,,距離延長,7,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,9,マジカルフェアリー,4歳,菊沢一樹,寺島良,短距離,右回り,,サートゥルナーリア,休明初戦,,5,C
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,10,ブライティアダイヤ,5歳以上,大久保友,稲垣幸雄,短距離,右回り,,サトノアラジン,休明初戦,距離短縮,16,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,11,アタリダイキチ,4歳,中井裕二,西田雄一,短距離,右回り,,アルアイン,,,10,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,12,バンブルビー,4歳,石田拓郎,浅利英明,短距離,右回り,,ウインブライト,,,4,C
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,13,タマカヅラ,4歳,斎藤新,斎藤誠,短距離,右回り,,フィエールマン,,,6,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,14,マルプリ,5歳以上,野中悠太,青木孝文,短距離,右回り,,ミッキーアイル,,距離短縮,15,E
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,15,ラトルシェ,4歳,横山琉人,菊川正達,短距離,右回り,,ミッキーアイル,休明初戦,,9,D
福島,10,自己条件,芝,1200,良(暫定),Lv4 ,16,アサクサグレース,4歳,杉原誠人,加藤公太,短距離,右回り,,フォーウィールドライブ,休明3走,,1,B
福島,11,OP,ダート,1700,良(暫定),Lv3 ,1,ラタフォレスト,5歳以上,斎藤新,加藤征弘,中距離,右回り,,パイロ,,,7,D
福島,11,OP,ダート,1700,良(暫定),Lv3 ,2,イスラアネーロ,5歳以上,川又賢治,吉村圭司,中距離,右回り,,イスラボニータ,休明2走,距離延長,15,E
福島,11,OP,ダート,1700,良(暫定),Lv3 ,3,コトホドサヨウニ,5歳以上,松若風馬,奥村豊,中距離,右回り,,シニスターミニスター,休明2走,,1,B
福島,11,OP,ダート,1700,良(暫定),Lv3 ,4,ペプチドソレイユ,5歳以上,高倉稜,武英智,中距離,右回り,,コパノリッキー,,,6,D
