場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
中山,9,自己条件,芝,2000,良(暫定),Lv1 ,7,グランセレスト,3歳,三浦皇成,竹内正洋,中距離,右回り,,モーリス,休明初戦,距離延長,4,C
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,1,スプランドゥール,5歳以上,柴田大知,和田雄二,短距離,右回り,ダ道悪,シルバーステート,,,7,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,2,ワンダラー,4歳,横山武史,黒岩陽一,短距離,右回り,ダ道悪,マクフィ,,,1,B
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,3,ジャーヴィス,5歳以上,原優介,千田輝彦,短距離,右回り,ダ道悪,ビーチパトロール,,距離短縮,12,E
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,4,スタンリーテソーロ,5歳以上,木幡巧也,稲垣幸雄,短距離,右回り,ダ道悪,ファインニードル,休明3走,,9,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,5,スリーピース,4歳,三浦皇成,武井亮,短距離,右回り,ダ道悪,ミッキーアイル,,,5,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,6,キタノソワレ,5歳以上,佐々木大,本間忍,短距離,右回り,ダ道悪,トゥザワールド,,,10,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,7,ショウナンハクウン,5歳以上,ディー,大竹正博,短距離,右回り,ダ道悪,ダイワメジャー,,,3,C
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,8,ナスノカンゲツ,5歳以上,岩田康誠,武井亮,短距離,右回り,ダ道悪,ダイワメジャー,,,6,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,9,アイアムユウシュン,5歳以上,柴田善臣,奥平雅士,短距離,右回り,ダ道悪,ヘニーヒューズ,,,11,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,10,ノットファウンド,5歳以上,戸崎圭太,木村哲也,短距離,右回り,ダ道悪,ドゥラメンテ,休明初戦,距離短縮,8,D
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,11,エンヤラヴフェイス,5歳以上,大野拓弥,森田直行,短距離,右回り,ダ道悪,エイシンヒカリ,,,4,C
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,12,コパノハンプトン,5歳以上,石橋脩,宮徹,短距離,右回り,ダ道悪,シャンハイボビー,休明2走,,13,E
中山,10,自己条件,ダート,1200,重(暫定),Lv2 ,13,ロサンゼルス,5歳以上,田辺裕信,伊藤圭三,短距離,右回り,ダ道悪,カリフォルニアクローム,,距離短縮,2,C
中山,11,重賞,芝,1600,良(暫定),Lv3 ,1,ハノハノ,3歳,岩田康誠,奥村豊,短距離,右回り,,モーリス,,距離延長,11,E
中山,11,重賞,芝,1600,良(暫定),Lv3 ,2,マダックス,3歳,吉田豊,高柳瑞樹,短距離,右回り,,マクフィ,休明3走,距離延長,12,E
中山,11,重賞,芝,1600,良(暫定),Lv3 ,3,レザベーション,3歳,原優介,松下武士,短距離,右回り,,ダノンプレミアム,,,5,C
中山,11,重賞,芝,1600,良(暫定),Lv3 ,4,ヒズマスターピース,3歳,佐々木大,奥村武,短距離,右回り,,スクリーンヒーロー,,,4,C
中山,11,重賞,芝,1600,良(暫定),Lv3 ,5,ジーネキング,3歳,横山和生,斎藤誠,短距離,右回り,,コントレイル,,距離短縮,6,D
中山,11,重賞,芝,1600,良(暫定),Lv3 ,6,シュペルリング,3歳,ディー,嘉藤貴行,短距離,右回り,,シスキン,休明2走,距離延長,8,D
中山,11,重賞,芝,1600,良(暫定),Lv3 ,7,ロデオドライブ,3歳,津村明秀,辻哲英,短距離,右回り,,サートゥルナーリア,,,1,A
中山,11,重賞,芝,1600,良(暫定),Lv3 ,8,スマイルカーブ,3歳,大野拓弥,小手川準,短距離,右回り,,キズナ,,,9,D
中山,11,重賞,芝,1600,良(暫定),Lv3 ,9,ブルズアイプリンス,3歳,柴田善臣,森秀行,短距離,右回り,,フィエールマン,,距離延長,15,E
中山,11,重賞,芝,1600,良(暫定),Lv3 ,10,ジーティーシンドウ,3歳,田辺裕信,栗田徹,短距離,右回り,,オルフェーヴル,,,7,D
中山,11,重賞,芝,1600,良(暫定),Lv3 ,11,ゴーラッキー,3歳,横山武史,黒岩陽一,短距離,右回り,,キタサンブラック,,,2,B
中山,11,重賞,芝,1600,良(暫定),Lv3 ,12,アルデトップガン,3歳,三浦皇成,田中剛,短距離,右回り,,ナダル,,距離延長,10,D
中山,11,重賞,芝,1600,良(暫定),Lv3 ,13,ガリレア,3歳,石橋脩,清水英克,短距離,右回り,,モズアスコット,休明3走,距離短縮,13,E
中山,11,重賞,芝,1600,良(暫定),Lv3 ,14,ディールメーカー,3歳,戸崎圭太,大和田成,短距離,右回り,,イスラボニータ,休明3走,,3,C
中山,11,重賞,芝,1600,良(暫定),Lv3 ,15,ミリオンクラウン,3歳,柴田大知,和田雄二,短距離,右回り,,リーチザクラウン,休明2走,距離短縮,14,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,1,ヒナアラレ,5歳以上,的場勇人,的場均,短距離,右回り,ダ道悪,ヴァンセンヌ,,距離短縮,16,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,2,プレアデスグループ,5歳以上,戸崎圭太,吉岡辰弥,短距離,右回り,ダ道悪,サトノアラジン,,,3,C
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,3,アルジェンタージョ,5歳以上,佐藤翔馬,伊藤圭三,短距離,右回り,ダ道悪,レッドファルクス,,,10,D
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,4,アスタールフナ,4歳,三浦皇成,中竹和也,短距離,右回り,ダ道悪,ジョーカプチーノ,,,2,B
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,5,クインズポラリス,5歳以上,田辺裕信,上原博之,短距離,右回り,ダ道悪,シニスターミニスター,,,4,C
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,6,プレゼンティーア,5歳以上,上里直汰,田中克典,短距離,右回り,ダ道悪,マジェスティックウォリアー,休明2走,,7,D
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,7,ボルセーナ,4歳,泉谷楓真,奥村豊,短距離,右回り,ダ道悪,イスラボニータ,,,11,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,8,シアター,5歳以上,木幡巧也,茶木太樹,短距離,右回り,ダ道悪,リアルスティール,,,8,D
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,9,モリノレッドスター,5歳以上,横山武史,鈴木伸尋,短距離,右回り,ダ道悪,デクラレーションオブウォー,,,1,A
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,10,ベニシア,5歳以上,柴田大知,粕谷昌央,短距離,右回り,ダ道悪,ヘニーヒューズ,,距離延長,12,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,11,クインズシフォン,4歳,津村明秀,和田正一,短距離,右回り,ダ道悪,デクラレーションオブウォー,,距離延長,6,D
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,12,バロン,5歳以上,嶋田純次,手塚貴久,短距離,右回り,ダ道悪,ロードカナロア,休明3走,距離短縮,15,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,13,エリカカリーナ,5歳以上,横山和生,宮田敬介,短距離,右回り,ダ道悪,ミッキーアイル,,距離短縮,5,D
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,14,ベルブリエ,5歳以上,ディー,尾関知人,短距離,右回り,ダ道悪,キズナ,休明初戦,,13,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,15,オカメノコイ,4歳,大野拓弥,小笠倫弘,短距離,右回り,ダ道悪,パイロ,,距離短縮,14,E
中山,12,自己条件,ダート,1200,重(暫定),Lv4 ,16,ルーフオブヘヴン,5歳以上,佐々木大,武藤善則,短距離,右回り,ダ道悪,ドレフォン,休明3走,,9,D
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,1,ジェイパック,3歳,柴田裕一,宮本博,中距離,右回り,ダ道悪,イスラボニータ,,距離延長,14,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,2,ミルボナー,3歳,武豊,高野友和,中距離,右回り,ダ道悪,ルヴァンスレーヴ,,,1,B
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,3,ハバタクジユウニ,3歳,高杉吏麒,角田晃一,中距離,右回り,ダ道悪,ダノンキングリー,休明初戦,距離短縮,11,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,4,ヒルノジェノヴァ,3歳,岩田望来,藤野健太,中距離,右回り,ダ道悪,タリスマニック,,,5,C
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,5,マクノス,3歳,幸英明,鈴木孝志,中距離,右回り,ダ道悪,マクフィ,休明2走,距離延長,12,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,6,トゥスコラーナ,3歳,角田大和,松永幹夫,中距離,右回り,ダ道悪,ハービンジャー,休明2走,距離短縮,13,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,7,イルカンダ,3歳,菱田裕二,小崎憲,中距離,右回り,ダ道悪,クリソベリル,休明3走,,4,C
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,8,リトゥリア,3歳,北村友一,河嶋宏樹,中距離,右回り,ダ道悪,ミスターメロディ,休明3走,,9,D
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,9,スマートコーラル,3歳,酒井学,石坂公一,中距離,右回り,ダ道悪,マジェスティックウォリアー,休明2走,距離延長,16,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,10,タントレーベル,3歳,鮫島克駿,吉村圭司,中距離,右回り,ダ道悪,ミスチヴィアスアレックス,,,6,D
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,11,レステダンルヴァン,3歳,吉村誠之,藤岡健一,中距離,右回り,ダ道悪,キズナ,休明2走,,3,C
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,12,ミリオンアップ,3歳,田山旺佑,野中賢二,中距離,右回り,ダ道悪,オルフェーヴル,,距離延長,8,D
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,13,メイショウゼルク,3歳,城戸義政,安達昭夫,中距離,右回り,ダ道悪,ダノンスマッシュ,,距離延長,15,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,14,ワンインザスカイ,3歳,松山弘平,松永幹夫,中距離,右回り,ダ道悪,デクラレーションオブウォー,休明3走,,10,E
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,15,プルーフリーディン,3歳,団野大成,小林真也,中距離,右回り,ダ道悪,ジャスタウェイ,,,2,B
阪神,1,未勝利,ダート,1800,重(暫定),Lv4 ,16,トライアンドエラー,3歳,松本大輝,加藤公太,中距離,右回り,ダ道悪,ディープブリランテ,,距離短縮,7,D
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,1,オウケンブラッド,3歳,北村友一,畑端省吾,短距離,右回り,ダ道悪,オウケンワールド,,,3,C
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,2,オアシスアラン,3歳,松本大輝,高柳大輔,短距離,右回り,ダ道悪,レイデオロ,,,14,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,3,ラジャブルック,3歳,鮫島克駿,高野友和,短距離,右回り,ダ道悪,ナダル,休明3走,距離短縮,7,D
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,4,ゴールデンボブ,3歳,団野大成,四位洋文,短距離,右回り,ダ道悪,ゴールドシップ,,距離短縮,10,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,5,ゼロヴィジビリティ,3歳,坂井瑠星,寺島良,短距離,右回り,ダ道悪,ディスクリートキャット,休明初戦,距離延長,1,B
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,6,ペントハウス,3歳,田山旺佑,福永祐一,短距離,右回り,ダ道悪,サートゥルナーリア,休明初戦,距離短縮,13,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,7,ペスキエーラ,3歳,吉村誠之,須貝尚介,短距離,右回り,ダ道悪,ロードカナロア,休明2走,距離延長,9,D
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,8,ペプチドレオン,3歳,武豊,武英智,短距離,右回り,ダ道悪,ディープブリランテ,,,2,C
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,9,レッドピアレス,3歳,西村淳也,中内田充,短距離,右回り,ダ道悪,コントレイル,,,6,D
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,10,メイショウライゴー,3歳,浜中俊,安達昭夫,短距離,右回り,ダ道悪,ヴァンゴッホ,,,5,C
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,11,マカラス,3歳,高杉吏麒,飯田祐史,短距離,右回り,ダ道悪,サンダースノー,,距離短縮,11,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,12,スージーハルワ,3歳,菱田裕二,羽月友彦,短距離,右回り,ダ道悪,シュヴァルグラン,,距離延長,15,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,13,ライフイズカラフル,3歳,角田大和,河嶋宏樹,短距離,右回り,ダ道悪,サトノダイヤモンド,,距離短縮,4,C
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,14,パピプペピンク,3歳,酒井学,西村真幸,短距離,右回り,ダ道悪,シニスターミニスター,,,16,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,15,テリオスリコ,3歳,西塚洸二,松下武士,短距離,右回り,ダ道悪,ルーラーシップ,,距離短縮,12,E
阪神,2,未勝利,ダート,1400,重(暫定),Lv2 ,16,シュネープリンセス,3歳,国分優作,緒方努,短距離,右回り,ダ道悪,ジョーカプチーノ,,,8,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,1,ハオカノア,3歳,鮫島克駿,小崎憲,中距離,右回り,ダ道悪,ディープブリランテ,,,3,C
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,2,ブラストオフ,3歳,高杉吏麒,石橋守,中距離,右回り,ダ道悪,パイロ,,,5,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,3,ジュンドラドラ,3歳,西村淳也,清水久詞,中距離,右回り,ダ道悪,モーリス,休明2走,,1,A
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,4,メイショウヒタカミ,3歳,角田大和,石橋守,中距離,右回り,ダ道悪,フィエールマン,休明2走,距離短縮,4,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,5,ウインマデイラ,3歳,国分優作,吉田直弘,中距離,右回り,ダ道悪,ベンバトル,,距離短縮,10,E
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,6,トコトコクマチ,3歳,柴田裕一,岡田稲男,中距離,右回り,ダ道悪,ホッコータルマエ,,距離短縮,12,E
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,7,メイショウトッド,3歳,城戸義政,安達昭夫,中距離,右回り,ダ道悪,ドレフォン,休明2走,距離延長,13,E
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,8,ケンフィールド,3歳,幸英明,大根田裕,中距離,右回り,ダ道悪,タリスマニック,,距離短縮,8,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,9,オセアスターライト,3歳,田山旺佑,東田明士,中距離,右回り,ダ道悪,トーセンラー,,,9,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,10,パイザナンバー,3歳,川端海翼,畑端省吾,中距離,右回り,ダ道悪,ルヴァンスレーヴ,連闘,距離延長,11,E
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,11,ジャスティンレビン,3歳,北村友一,吉岡辰弥,中距離,右回り,ダ道悪,キズナ,,,2,C
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,12,サンライズレマ,3歳,吉村誠之,石坂公一,中距離,右回り,ダ道悪,コントレイル,,,7,D
阪神,3,未勝利,ダート,1800,重(暫定),Lv2 ,13,ディープシャロー,3歳,太宰啓介,本田優,中距離,右回り,ダ道悪,ドレフォン,,,6,D
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,1,シャリキモン,3歳,団野大成,吉田直弘,中距離,右回り,芝道悪,ミッキーロケット,,距離延長,9,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,2,ベルアズーロ,3歳,柴田裕一,西村真幸,中距離,右回り,芝道悪,フィレンツェファイア,,,8,D
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,3,エアアルチーナ,3歳,松山弘平,池添学,中距離,右回り,芝道悪,Gun Runner,,距離延長,6,D
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,4,ダンツカレン,3歳,川端海翼,四位洋文,中距離,右回り,芝道悪,サートゥルナーリア,休明3走,距離延長,16,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,5,コスモフィレンツェ,3歳,幸英明,北出成人,中距離,右回り,芝道悪,コントレイル,休明初戦,距離延長,5,C
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,6,オリオンブレード,3歳,坂井瑠星,矢作芳人,中距離,右回り,芝道悪,シルバーステート,,距離短縮,2,B
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,7,アリュウ,3歳,角田大和,井上智史,中距離,右回り,芝道悪,アドマイヤマーズ,,距離延長,12,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,8,サトノアグード,3歳,川田将雅,藤原英昭,中距離,右回り,芝道悪,ロードカナロア,,距離延長,1,A
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,9,グリッタードール,3歳,西塚洸二,大橋勇樹,中距離,右回り,芝道悪,サトノダイヤモンド,休明3走,,13,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,10,イズントイット,3歳,菱田裕二,岡田稲男,中距離,右回り,芝道悪,モーリス,,距離延長,15,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,11,プロスト,3歳,田山旺佑,梅田智之,中距離,右回り,芝道悪,アルアイン,,距離短縮,11,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,12,コティノス,3歳,西村淳也,須貝尚介,中距離,右回り,芝道悪,サートゥルナーリア,,,4,C
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,13,メイショウバルキア,3歳,太宰啓介,渡辺薫彦,中距離,右回り,芝道悪,ゴールドシップ,,距離延長,14,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,14,パンチャマハブータ,3歳,池添謙一,吉田直弘,中距離,右回り,芝道悪,アドマイヤマーズ,,,7,D
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,15,アルダ,3歳,吉村誠之,石坂公一,中距離,右回り,芝道悪,リアルスティール,,距離延長,10,E
阪神,4,未勝利,芝,2000,稍(暫定),Lv2 ,16,コワンニシタガウ,3歳,ルメール,庄野靖志,中距離,右回り,芝道悪,スワーヴリチャード,,距離短縮,3,C
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,1,アスクドゥチャンプ,3歳,西塚洸二,藤原英昭,中距離,右回り,ダ道悪,Essential Quality,,,9,D
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,2,ジュンプリメーロ,3歳,武豊,友道康夫,中距離,右回り,ダ道悪,キタサンブラック,,,8,D
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,3,テスタヴェローチェ,3歳,田山旺佑,須貝尚介,中距離,右回り,ダ道悪,マテラスカイ,,,3,C
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,4,タガノエルー,3歳,菱田裕二,宮徹,中距離,右回り,ダ道悪,モズアスコット,,,1,B
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,5,チュウワカーネギー,3歳,西村淳也,大久保龍,中距離,右回り,ダ道悪,モーリス,,距離延長,2,B
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,6,ヴィエントデコラ,3歳,岩田望来,寺島良,中距離,右回り,ダ道悪,ルヴァンスレーヴ,,,6,C
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,7,サイモンゼスト,3歳,酒井学,谷潔,中距離,右回り,ダ道悪,サトノアラジン,,,11,E
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,8,キリオス,3歳,松山弘平,庄野靖志,中距離,右回り,ダ道悪,ロードカナロア,,,4,C
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,9,ワンダフルデイズ,3歳,幸英明,高橋義忠,中距離,右回り,ダ道悪,ルーラーシップ,,,7,D
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,10,クラッチスラッガー,3歳,池添謙一,池添学,中距離,右回り,ダ道悪,キズナ,,距離短縮,5,C
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,11,キタノシャカール,3歳,団野大成,吉田直弘,中距離,右回り,ダ道悪,ニューイヤーズデイ,,,10,D
阪神,5,自己条件,ダート,1800,重(暫定),Lv2 ,12,メイショウペイト,3歳,加藤祥太,梅田智之,中距離,右回り,ダ道悪,アメリカンペイトリオット,,距離短縮,12,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,1,テルヴィセクス,3歳,団野大成,斉藤崇史,短距離,右回り,芝道悪,フォーウィールドライブ,休明2走,距離短縮,10,D
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,2,マーゴットミスト,3歳,古川奈穂,杉山佳明,短距離,右回り,芝道悪,ビッグアーサー,,,7,D
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,3,デルマリシリ,3歳,坂井瑠星,田中克典,短距離,右回り,芝道悪,ビッグアーサー,,,2,B
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,4,ヒナノムサシ,3歳,松本大輝,本間忍,短距離,右回り,芝道悪,ミッキーアイル,,,15,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,5,ゴールドヴィーナス,3歳,吉村誠之,森秀行,短距離,右回り,芝道悪,ドレフォン,,,14,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,6,ミトノリン,3歳,松山弘平,前川恭子,短距離,右回り,芝道悪,アメリカンペイトリオット,,距離短縮,8,D
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,7,メイクワンズデイ,3歳,武豊,宮地貴稔,短距離,右回り,芝道悪,ベンバトル,,距離短縮,3,C
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,8,ドルチェミスト,3歳,田山旺佑,小栗実,短距離,右回り,芝道悪,タリスマニック,,,9,D
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,9,エスティヴァリス,3歳,幸英明,高橋康之,短距離,右回り,芝道悪,マインドユアビスケッツ,,,11,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,10,グッドピース,3歳,西村淳也,高野友和,短距離,右回り,芝道悪,Kingman,,,5,C
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,11,スローモーション,3歳,長岡禎仁,深山雅史,短距離,右回り,芝道悪,ミスチヴィアスアレックス,,,13,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,12,ネメス,3歳,北村友一,坂口智康,短距離,右回り,芝道悪,Cairo Prince,,,4,C
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,13,サヨノパララックス,3歳,菱田裕二,羽月友彦,短距離,右回り,芝道悪,ミッキーアイル,,,12,E
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,14,デアヴェローチェ,3歳,岩田望来,上村洋行,短距離,右回り,芝道悪,マテラスカイ,,距離短縮,1,B
阪神,6,自己条件,芝,1200,稍(暫定),Lv3 ,15,ミスターバッドガイ,3歳,角田大和,中尾秀正,短距離,右回り,芝道悪,ストロングリターン,,距離短縮,6,D
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,1,シゲルオトヒメ,5歳以上,酒井学,谷潔,中距離,右回り,ダ道悪,ベルシャザール,休明2走,,6,D
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,2,アフェシス,4歳,川端海翼,西村真幸,中距離,右回り,ダ道悪,キズナ,,距離短縮,11,E
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,3,エアニゲラ,4歳,松山弘平,池添学,中距離,右回り,ダ道悪,アルアイン,,,2,B
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,4,コンテナライン,4歳,吉村誠之,高柳大輔,中距離,右回り,ダ道悪,ドゥラメンテ,,,7,D
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,5,ハギノコラソン,4歳,坂井瑠星,寺島良,中距離,右回り,ダ道悪,ミッキーアイル,,,3,B
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,6,ウィンターガーデン,5歳以上,西村淳也,武幸四郎,中距離,右回り,ダ道悪,リアルインパクト,,,5,C
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,7,ピコラ,4歳,柴田裕一,秋山真一,中距離,右回り,ダ道悪,レイデオロ,休明3走,距離短縮,10,E
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,8,デルマサクラサク,4歳,鮫島克駿,牧田和弥,中距離,右回り,ダ道悪,マインドユアビスケッツ,,,4,C
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,9,ヴィーナスバブル,4歳,田山旺佑,東田明士,中距離,右回り,ダ道悪,ダノンバラード,,,9,E
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,10,ナムラルッコラ,5歳以上,国分優作,大橋勇樹,中距離,右回り,ダ道悪,トビーズコーナー,休明2走,,8,D
阪神,7,自己条件,ダート,1800,重(暫定),Lv2 ,11,アリストクラシア,5歳以上,高杉吏麒,吉岡辰弥,中距離,右回り,ダ道悪,ハーツクライ,,,1,B
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,1,ゴッドカインド,5歳以上,角田大和,飯田祐史,短距離,右回り,ダ道悪,ドレフォン,,距離延長,11,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,2,ワイドデコラシオン,4歳,鮫島克駿,辻野泰之,短距離,右回り,ダ道悪,ミッキーアイル,休明初戦,,8,D
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,3,パヴィーア,4歳,ルメール,田中克典,短距離,右回り,ダ道悪,Medaglia d'Oro,休明2走,,5,C
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,4,モーニングコート,5歳以上,川田将雅,中内田充,短距離,右回り,ダ道悪,ジャスタウェイ,休明初戦,,4,C
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,5,ケイアイブイスリー,4歳,幸英明,平田修,短距離,右回り,ダ道悪,ルヴァンスレーヴ,休明2走,,10,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,6,エンダードラゴン,4歳,武豊,友道康夫,短距離,右回り,ダ道悪,リアルスティール,休明2走,,3,C
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,7,アメリカンビヨンド,4歳,西塚洸二,藤原英昭,短距離,右回り,ダ道悪,McKinzie,,,9,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,8,ザングウィル,5歳以上,岩田望来,佐藤悠太,短距離,右回り,ダ道悪,Dandy Man,,,2,C
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,9,モズケイスター,4歳,坂井瑠星,高柳大輔,短距離,右回り,ダ道悪,モズアスコット,,,1,A
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,10,ハイクライテリア,5歳以上,国分優作,羽月友彦,短距離,右回り,ダ道悪,ヴィクトワールピサ,休明初戦,,14,E
阪神,8,自己条件,ダート,1400,重(暫定),Lv3 ,11,ダディーズグーグー,4歳,浜中俊,畑端省吾,短距離,右回り,ダ道悪,タワーオブロンドン,休明2走,,7,D
