場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク
東京,11,重賞,芝,2400,良(暫定),Lv5 ,7,メイショウハチコウ,3歳,ディー,牧浦充徳,長距離,左回り,,ロジャーバローズ,,距離延長,12,D
東京,11,重賞,芝,2400,良(暫定),Lv5 ,8,ショウナンガルフ,3歳,浜中俊,須貝尚介,長距離,左回り,,ハービンジャー,休明初戦,距離延長,16,E
東京,11,重賞,芝,2400,良(暫定),Lv5 ,9,アウダーシア,3歳,レーン,手塚貴久,長距離,左回り,,キズナ,休明初戦,距離延長,7,D
東京,11,重賞,芝,2400,良(暫定),Lv5 ,10,ジャスティンビスタ,3歳,坂井瑠星,吉岡辰弥,長距離,左回り,,サートゥルナーリア,休明初戦,距離延長,14,E
東京,11,重賞,芝,2400,良(暫定),Lv5 ,11,リアライズシリウス,3歳,津村明秀,手塚貴久,長距離,左回り,,ポエティックフレア,,距離延長,2,B
東京,11,重賞,芝,2400,良(暫定),Lv5 ,12,アスクエジンバラ,3歳,岩田康誠,福永祐一,長距離,左回り,,リオンディーズ,休明3走,距離延長,11,D
東京,11,重賞,芝,2400,良(暫定),Lv5 ,13,パントルナイーフ,3歳,ルメール,木村哲也,長距離,左回り,,キズナ,休明2走,距離延長,3,C
東京,11,重賞,芝,2400,良(暫定),Lv5 ,14,ゴーイントゥスカイ,3歳,武豊,上原佑紀,長距離,左回り,,コントレイル,休明2走,,4,C
東京,11,重賞,芝,2400,良(暫定),Lv5 ,15,フォルテアンジェロ,3歳,荻野極,上原佑紀,長距離,左回り,,フィエールマン,休明2走,距離延長,10,D
東京,11,重賞,芝,2400,良(暫定),Lv5 ,16,グリーンエナジー,3歳,戸崎圭太,上原佑紀,長距離,左回り,,スワーヴリチャード,休明2走,距離延長,9,D
東京,11,重賞,芝,2400,良(暫定),Lv5 ,17,ロブチェン,3歳,松山弘平,杉山晴紀,長距離,左回り,,ワールドプレミア,,距離延長,1,A
東京,11,重賞,芝,2400,良(暫定),Lv5 ,18,エムズビギン,3歳,ゴンサル,友道康夫,長距離,左回り,,キタサンブラック,休明2走,距離延長,18,E
東京,12,重賞,芝,2500,良(暫定),Lv3 ,1,アマキヒ,4歳,武豊,橋田宜長,長距離,左回り,,ブラックタイド,,距離短縮,5,C
東京,12,重賞,芝,2500,良(暫定),Lv3 ,2,ショウナンバシット,5歳以上,浜中俊,須貝尚介,長距離,左回り,,シルバーステート,休明初戦,距離短縮,14,E
東京,12,重賞,芝,2500,良(暫定),Lv3 ,3,ボーンディスウェイ,5歳以上,松山弘平,牧光二,長距離,左回り,,ハーツクライ,休明3走,距離短縮,12,E
東京,12,重賞,芝,2500,良(暫定),Lv3 ,4,ファイアンクランツ,4歳,レーン,堀宣行,長距離,左回り,,ドゥラメンテ,休明初戦,距離短縮,3,B
東京,12,重賞,芝,2500,良(暫定),Lv3 ,5,ギャンブルルーム,5歳以上,幸英明,大久保龍,長距離,左回り,,キズナ,休明2走,距離延長,8,D
東京,12,重賞,芝,2500,良(暫定),Lv3 ,6,ウィクトルウェルス,4歳,ルメール,宮田敬介,長距離,左回り,,リアルスティール,休明2走,距離短縮,1,B
東京,12,重賞,芝,2500,良(暫定),Lv3 ,7,アスクセクシーモア,4歳,北村友一,福永祐一,長距離,左回り,,キタサンブラック,休明2走,距離延長,9,D
東京,12,重賞,芝,2500,良(暫定),Lv3 ,8,ミラージュナイト,4歳,西村淳也,辻野泰之,長距離,左回り,,バゴ,休明初戦,距離延長,4,C
東京,12,重賞,芝,2500,良(暫定),Lv3 ,9,ハーツコンチェルト,5歳以上,横山武史,武井亮,長距離,左回り,,ハーツクライ,休明2走,距離延長,6,D
東京,12,重賞,芝,2500,良(暫定),Lv3 ,10,マイネルケレリウス,5歳以上,丹内祐次,奥村武,長距離,左回り,,ルーラーシップ,休明3走,距離延長,10,D
東京,12,重賞,芝,2500,良(暫定),Lv3 ,11,ダノンシーマ,4歳,川田将雅,中内田充,長距離,左回り,,キタサンブラック,休明初戦,距離短縮,2,B
東京,12,重賞,芝,2500,良(暫定),Lv3 ,12,キングズパレス,5歳以上,松岡正海,戸田博文,長距離,左回り,,キングカメハメハ,休明初戦,距離延長,11,D
東京,12,重賞,芝,2500,良(暫定),Lv3 ,13,ヴェルミセル,5歳以上,ゴンサル,吉村圭司,長距離,左回り,,ゴールドシップ,休明2走,距離短縮,13,E
東京,12,重賞,芝,2500,良(暫定),Lv3 ,14,キングスコール,4歳,坂井瑠星,矢作芳人,長距離,左回り,,ドゥラメンテ,,距離延長,7,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,1,ローゾフィア,3歳,松若風馬,宮本博,中距離,右回り,,シニスターミニスター,,,6,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,2,グロリアス,3歳,田山旺佑,新谷功一,中距離,右回り,,マジェスティックウォリアー,,,1,B
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,3,エレノアサンライズ,3歳,川端海翼,石坂公一,中距離,右回り,,サトノダイヤモンド,休明2走,,12,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,4,ゴッドアミーラ,3歳,角田大和,角田晃一,中距離,右回り,,サートゥルナーリア,,,8,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,5,シャンパンスター,3歳,国分恭介,緒方努,中距離,右回り,,ダノンレジェンド,,距離延長,9,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,6,プルーフリーディン,3歳,斎藤新,小林真也,中距離,右回り,,ジャスタウェイ,休明3走,,5,C
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,7,ルージュエピック,3歳,菱田裕二,田中克典,中距離,右回り,,クリソベリル,,,2,C
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,8,ウンナターシャ,3歳,鮫島克駿,高柳大輔,中距離,右回り,,パイロ,,,4,C
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,9,ワンインザスカイ,3歳,今村聖奈,松永幹夫,中距離,右回り,,デクラレーションオブウォー,,,10,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,10,シャンティフレーズ,3歳,川須栄彦,柴田卓,中距離,右回り,,ダノンプレミアム,休明2走,距離延長,15,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,11,マイラヴノリピー,3歳,荻野琢真,秋山真一,中距離,右回り,,キズナ,休明2走,,16,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,12,マリノエステーラ,3歳,柴田裕一,中竹和也,中距離,右回り,,コントレイル,,距離短縮,13,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,13,ベリベリハッピー,3歳,河原田菜,渡辺薫彦,中距離,右回り,,パイロ,,,14,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,14,ミーンアロット,3歳,田口貫太,宮地貴稔,中距離,右回り,,ルーラーシップ,休明初戦,,7,D
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,15,ワンダースアン,3歳,森田誠也,斉藤崇史,中距離,右回り,,デクラレーションオブウォー,,,11,E
京都,1,未勝利,ダート,1800,良(暫定),Lv3 ,16,メイショウメゴヒメ,3歳,高杉吏麒,大橋勇樹,中距離,右回り,,アニマルキングダム,休明3走,,3,C
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,1,ペプチドアバンス,3歳,高倉稜,武英智,短距離,右回り,,サトノダイヤモンド,休明3走,距離短縮,8,D
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,2,アドフランマム,3歳,高杉吏麒,本田優,短距離,右回り,,パイロ,,距離短縮,7,D
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,3,ルクスドリーム,3歳,鮫島克駿,小崎憲,短距離,右回り,,イスラボニータ,休明初戦,距離短縮,3,C
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,4,メイワキラリ,3歳,鮫島良太,河嶋宏樹,短距離,右回り,,ミスターメロディ,,距離短縮,12,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,5,ナムラソラン,3歳,柴田裕一,羽月友彦,短距離,右回り,,ミスチヴィアスアレックス,,,6,D
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,6,ミスジェイド,3歳,長岡禎仁,杉山佳明,短距離,右回り,,Blame,休明2走,,11,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,7,メイショウゼルク,3歳,城戸義政,安達昭夫,短距離,右回り,,ダノンスマッシュ,,距離短縮,16,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,8,ノボリスマイル,3歳,森田誠也,石橋守,短距離,右回り,,ナダル,,,15,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,9,スラッシュ,3歳,菱田裕二,安達昭夫,短距離,右回り,,フィレンツェファイア,,,14,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,10,メモリーデイズ,3歳,国分優作,畑端省吾,短距離,右回り,,フィレンツェファイア,,距離短縮,10,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,11,タイセイバウンス,3歳,藤懸貴志,高橋義忠,短距離,右回り,,モーニン,,,5,D
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,12,クロボタン,3歳,小沢大仁,岡田稲男,短距離,右回り,,シャンハイボビー,,,9,D
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,13,クリコイーコ,3歳,団野大成,荒川義之,短距離,右回り,,ディーマジェスティ,,距離短縮,13,E
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,14,アイビーミャーオ,3歳,角田大和,小林真也,短距離,右回り,,フォーウィールドライブ,休明2走,,4,C
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,15,マリリンバローズ,3歳,田山旺佑,佐藤悠太,短距離,右回り,,ナダル,,,2,B
京都,2,未勝利,ダート,1200,良(暫定),Lv3 ,16,カーリキュー,3歳,斎藤新,高橋一哉,短距離,右回り,,ディスクリートキャット,連闘,,1,B
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,1,ラッキーダイヤ,3歳,酒井学,牧田和弥,中距離,右回り,,サトノダイヤモンド,,,6,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,2,レディトゥフライト,3歳,高杉吏麒,寺島良,中距離,右回り,,フリオーソ,,,4,C
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,3,ハオカノア,3歳,小崎綾也,小崎憲,中距離,右回り,,ディープブリランテ,,距離延長,5,C
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,4,ウィスピア,3歳,角田大和,小林真也,中距離,右回り,,マインドユアビスケッツ,休明2走,距離延長,10,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,5,メイショウジンライ,3歳,鮫島克駿,高橋亮,中距離,右回り,,インディチャンプ,休明初戦,,2,B
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,6,ワルトシュタイン,3歳,斎藤新,佐藤悠太,中距離,右回り,,マジェスティックウォリアー,,距離延長,13,E
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,7,サンライズアーサー,3歳,高倉稜,前川恭子,中距離,右回り,,ヴァンゴッホ,,距離延長,11,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,8,ミッキーロビン,3歳,Ｍ．デム,大久保龍,中距離,右回り,,ジャスタウェイ,,距離延長,7,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,9,ララドゥージエム,3歳,中井裕二,坂口智康,中距離,右回り,,リアルスティール,,,15,E
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,10,クリノリキオー,3歳,田口貫太,高橋義忠,中距離,右回り,,リアルスティール,,,3,C
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,11,グランワールド,3歳,田山旺佑,新谷功一,中距離,右回り,,シニスターミニスター,連闘,,1,B
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,12,スナークシャラク,3歳,小沢大仁,今野貞一,中距離,右回り,,リオンディーズ,,距離延長,9,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,13,タニセンゴールド,3歳,秋山稔樹,河嶋宏樹,中距離,右回り,,クリソベリル,休明初戦,距離延長,12,E
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,14,サカキ,3歳,荻野琢真,宮本博,中距離,右回り,,トランセンド,休明2走,距離延長,16,E
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,15,サラサダンディー,3歳,国分恭介,岡田稲男,中距離,右回り,,デクラレーションオブウォー,,距離短縮,8,D
京都,3,未勝利,ダート,1900,良(暫定),Lv3 ,16,ヴェインズマン,3歳,長岡禎仁,中村直也,中距離,右回り,,カリフォルニアクローム,休明2走,,14,E
京都,4,OP,障害(直線ダ),3170,良(暫定),,1,ハイウェイスター,5歳以上,中村将之,宮本博,長距離,右回り,,アメリカンペイトリオット,,距離延長,1,B
京都,4,OP,障害(直線ダ),3170,良(暫定),,2,アルマーザアミール,5歳以上,小牧加矢,斉藤崇史,長距離,右回り,,サトノダイヤモンド,休明3走,,2,B
京都,4,OP,障害(直線ダ),3170,良(暫定),,3,コンテナワールド,5歳以上,井上敏樹,中竹和也,長距離,右回り,,エピファネイア,,距離短縮,3,B
京都,4,OP,障害(直線ダ),3170,良(暫定),,4,マホロバ,5歳以上,草野太郎,和田正一,長距離,右回り,,キズナ,休明初戦,距離延長,9,E
京都,4,OP,障害(直線ダ),3170,良(暫定),,5,アトラクティーボ,5歳以上,坂口智康,武藤善則,長距離,右回り,,ワンアンドオンリー,休明3走,,4,C
京都,4,OP,障害(直線ダ),3170,良(暫定),,6,フームスムート,5歳以上,上野翔,水野貴広,長距離,右回り,,トゥザグローリー,休明2走,,8,D
京都,4,OP,障害(直線ダ),3170,良(暫定),,7,ベイビーベリッシモ,4歳,五十嵐雄,大和田成,長距離,右回り,,ロゴタイプ,休明2走,距離延長,6,D
京都,4,OP,障害(直線ダ),3170,良(暫定),,8,ソルアマゾン,5歳以上,難波剛健,小栗実,長距離,右回り,,リオンディーズ,,距離短縮,10,E
京都,4,OP,障害(直線ダ),3170,良(暫定),,9,スノーディーヴァ,5歳以上,水沼元輝,深山雅史,長距離,右回り,,エイシンヒカリ,,距離延長,7,D
京都,4,OP,障害(直線ダ),3170,良(暫定),,10,エンデュミオン,5歳以上,鷲頭虎太,清水久詞,長距離,右回り,,ヴィクトワールピサ,,距離延長,5,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,1,エイシンビーコン,3歳,Ｍ．デム,吉村圭司,短距離,右回り,,エイシンヒカリ,,,3,C
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,2,エールドリー,3歳,荻野琢真,平田修,短距離,右回り,,マインドユアビスケッツ,休明2走,距離延長,18,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,3,エアヴァイブス,3歳,高杉吏麒,福永祐一,短距離,右回り,,コントレイル,休明3走,,1,B
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,4,オレンジフィールド,3歳,亀田温心,北出成人,短距離,右回り,,サトノクラウン,休明2走,,9,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,5,レインボーステート,3歳,国分優作,茶木太樹,短距離,右回り,,シルバーステート,休明3走,距離短縮,8,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,6,ルージュスプリヤ,3歳,団野大成,斉藤崇史,短距離,右回り,,シルバーステート,,,2,C
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,7,トラッドロア,3歳,斎藤新,高野友和,短距離,右回り,,Yaupon,,,11,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,8,ソルトダイヤモンド,3歳,高倉稜,武英智,短距離,右回り,,サトノダイヤモンド,,,10,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,9,アドバンスモダン,3歳,和田陽希,森秀行,短距離,右回り,,Modernist,休明2走,,15,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,10,マスティカーレ,3歳,松若風馬,西園翔太,短距離,右回り,,ダノンスマッシュ,休明2走,,6,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,11,ヒロウッドテール,3歳,鮫島良太,河嶋宏樹,短距離,右回り,,カリフォルニアクローム,,距離短縮,16,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,12,ウインドオルフェ,3歳,田山旺佑,森田直行,短距離,右回り,,オルフェーヴル,,,14,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,13,スタークラウン,3歳,吉村誠之,池江泰寿,短距離,右回り,,サトノクラウン,,,5,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,14,ビシェノ,3歳,鮫島克駿,安田翔伍,短距離,右回り,,キズナ,休明3走,距離短縮,7,D
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,15,ゼットクイン,3歳,長岡禎仁,宮徹,短距離,右回り,,オルフェーヴル,休明初戦,距離短縮,17,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,16,レットフィールマン,3歳,角田大和,角田晃一,短距離,右回り,,フィエールマン,,距離短縮,12,E
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,17,アイルトン,3歳,酒井学,橋田宜長,短距離,右回り,,ダノンスマッシュ,,,4,C
京都,5,未勝利,芝,1600,良(暫定),Lv4 ,18,ムーンライトダイヤ,3歳,秋山稔樹,河嶋宏樹,短距離,右回り,,インディチャンプ,,距離延長,13,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,1,エルモサカスターノ,3歳,永島まな,谷潔,短距離,右回り,,ベストウォーリア,休明2走,,13,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,2,サリカリーフォリア,3歳,菱田裕二,橋口慎介,短距離,右回り,,クリソベリル,,距離短縮,14,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,3,タイニーワンダー,3歳,田山旺佑,四位洋文,短距離,右回り,,ドレフォン,休明初戦,,4,C
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,4,ゲレーロアスール,3歳,河原田菜,鈴木孝志,短距離,右回り,,ビッグアーサー,休明2走,距離短縮,10,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,5,グランディマージュ,3歳,田口貫太,鈴木孝志,短距離,右回り,,ドリームバレンチノ,,距離短縮,12,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,6,メイショウイブキ,3歳,団野大成,荒川義之,短距離,右回り,,エスポワールシチー,休明3走,距離延長,7,D
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,7,ゴディアンフィンチ,3歳,吉村誠之,安田翔伍,短距離,右回り,,シスキン,休明2走,,3,C
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,8,ピカラ,3歳,斎藤新,坂口智康,短距離,右回り,,ミスチヴィアスアレックス,休明2走,,1,A
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,9,アパレイユ,3歳,鮫島克駿,西園翔太,短距離,右回り,,ヴァンゴッホ,休明初戦,,2,B
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,10,エコロボルト,3歳,松若風馬,森秀行,短距離,右回り,,Practical Joke,,距離延長,8,D
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,11,ジャスティンルマン,3歳,亀田温心,杉山晴紀,短距離,右回り,,スワーヴリチャード,連闘,距離短縮,5,D
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,12,フィアーブル,3歳,高杉吏麒,長谷川浩,短距離,右回り,,ナダル,休明2走,距離短縮,6,D
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,13,バトゥカーダ,3歳,川須栄彦,安達昭夫,短距離,右回り,,カレンブラックヒル,休明2走,,9,E
京都,6,自己条件,ダート,1400,良(暫定),Lv3 ,14,ディープスリー,3歳,酒井学,小栗実,短距離,右回り,,Maclean's Music,,距離短縮,11,E
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,1,ロードガレリア,4歳,高杉吏麒,藤岡健一,長距離,右回り,,フィエールマン,,距離延長,1,B
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,2,クラッチプレイヤー,5歳以上,池添謙一,橋田宜長,長距離,右回り,,ドゥラメンテ,,,2,C
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,3,レジェンドシップ,5歳以上,田山旺佑,佐藤悠太,長距離,右回り,,ゴールドシップ,休明2走,距離延長,3,C
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,4,スピントロニクス,4歳,西塚洸二,池江泰寿,長距離,右回り,,ドゥラメンテ,休明初戦,距離短縮,10,E
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,5,エンスエーニョ,4歳,吉村誠之,佐藤悠太,長距離,右回り,,Frankel,休明2走,距離延長,9,D
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,6,ロットブラータ,4歳,藤懸貴志,平田修,長距離,右回り,,エピファネイア,,距離延長,4,C
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,7,マイネルビスマルク,4歳,加藤祥太,梅田智之,長距離,右回り,,ゴールドシップ,,,7,D
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,8,フララナキラ,4歳,菱田裕二,柴田卓,長距離,右回り,,サトノクラウン,,距離短縮,8,D
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,9,メイショウアゴナス,4歳,森田誠也,本田優,長距離,右回り,,スワーヴリチャード,,距離延長,6,D
京都,7,自己条件,芝,2400,良(暫定),Lv2 ,10,ウインリュクス,5歳以上,和田陽希,吉田直弘,長距離,右回り,,ハービンジャー,休明2走,,5,D
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,1,フィオレストラーダ,4歳,松若風馬,杉山晴紀,中距離,右回り,,エピファネイア,,,6,C
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,2,ステラクラウン,5歳以上,団野大成,上村洋行,中距離,右回り,,ルーラーシップ,休明3走,,2,B
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,3,エコテーラー,5歳以上,藤懸貴志,石橋守,中距離,右回り,,スワーヴリチャード,休明2走,,4,C
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,4,ホウオウタイタン,4歳,田山旺佑,須貝尚介,中距離,右回り,,キズナ,,,5,C
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,5,ヴォワラクテ,4歳,角田大和,田中克典,中距離,右回り,,キンシャサノキセキ,,,7,D
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,6,モモンウールー,5歳以上,河原田菜,池添学,中距離,右回り,,ドレフォン,,距離延長,8,D
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,7,スターリングアップ,5歳以上,菱田裕二,松永幹夫,中距離,右回り,,ブリックスアンドモルタル,,,3,C
京都,8,自己条件,芝,2000,良(暫定),Lv1 ,8,パフュームセント,5歳以上,池添謙一,斉藤崇史,中距離,右回り,,ドゥラメンテ,休明2走,距離短縮,1,A
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,1,リアルスター,4歳,秋山稔樹,大橋勇樹,中距離,右回り,,ナダル,連闘,距離延長,11,E
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,2,ヒロノゴウカイ,5歳以上,今村聖奈,蛯名利弘,中距離,右回り,,ダノンレジェンド,休明2走,距離延長,10,E
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,3,ブルックリンダンス,4歳,亀田温心,田中克典,中距離,右回り,,ルヴァンスレーヴ,休明初戦,,8,D
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,4,エンマ,4歳,高倉稜,武英智,中距離,右回り,,バゴ,,距離短縮,9,E
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,5,ソウルアンドジャズ,5歳以上,川須栄彦,武井亮,中距離,右回り,,ブリックスアンドモルタル,,距離短縮,5,D
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,6,ジョータルマエ,5歳以上,鮫島良太,河嶋宏樹,中距離,右回り,,ホッコータルマエ,,距離短縮,3,C
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,7,クロノスバレット,4歳,鮫島克駿,吉村圭司,中距離,右回り,,Global Campaign,,距離短縮,6,D
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,8,アリエスキング,5歳以上,田口貫太,庄野靖志,中距離,右回り,,シニスターミニスター,休明2走,,4,C
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,9,プラニスフェリオ,5歳以上,斎藤新,牧浦充徳,中距離,右回り,,ドゥラメンテ,,,7,D
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,10,ゴッドエスパーダ,4歳,角田大和,角田晃一,中距離,右回り,,レイデオロ,休明2走,距離短縮,1,A
京都,9,自己条件,ダート,1800,良(暫定),Lv2 ,11,ニホンピロデヴィン,4歳,高杉吏麒,緒方努,中距離,右回り,,グレーターロンドン,休明3走,,2,B
京都,10,OP,芝,1400,良(暫定),Lv5 ,1,ヤブサメ,5歳以上,高杉吏麒,石橋守,短距離,右回り,,ファインニードル,休明2走,,1,A
京都,10,OP,芝,1400,良(暫定),Lv5 ,2,メイショウシンタケ,5歳以上,鮫島克駿,千田輝彦,短距離,右回り,,ワールドエース,休明3走,距離短縮,9,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,3,カルチャーデイ,5歳以上,酒井学,四位洋文,短距離,右回り,,ファインニードル,休明初戦,距離延長,16,E
京都,10,OP,芝,1400,良(暫定),Lv5 ,4,ソウテン,5歳以上,Ｍ．デム,斉藤崇史,短距離,右回り,,ロードカナロア,,距離延長,15,E
京都,10,OP,芝,1400,良(暫定),Lv5 ,5,タガノエルピーダ,5歳以上,団野大成,斉藤崇史,短距離,右回り,,キズナ,休明初戦,距離短縮,2,C
京都,10,OP,芝,1400,良(暫定),Lv5 ,6,ムイ,4歳,川又賢治,笹田和秀,短距離,右回り,,ミッキーアイル,休明2走,距離延長,14,E
京都,10,OP,芝,1400,良(暫定),Lv5 ,7,スリールミニョン,4歳,永島まな,高橋康之,短距離,右回り,,ミスターメロディ,休明初戦,,12,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,8,アルテヴェローチェ,4歳,田山旺佑,須貝尚介,短距離,右回り,,モーリス,休明2走,,8,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,9,ビーアストニッシド,5歳以上,西村太一,堀内岳志,短距離,右回り,,アメリカンペイトリオット,休明2走,,17,E
京都,10,OP,芝,1400,良(暫定),Lv5 ,10,シンフォーエバー,4歳,松若風馬,森秀行,短距離,右回り,,Complexity,休明2走,,11,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,11,アサカラキング,5歳以上,斎藤新,斎藤誠,短距離,右回り,,キズナ,休明2走,,6,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,12,ヨシノイースター,5歳以上,田辺裕信,中尾秀正,短距離,右回り,,ルーラーシップ,,距離延長,3,C
京都,10,OP,芝,1400,良(暫定),Lv5 ,13,シュタールヴィント,5歳以上,西塚洸二,矢作芳人,短距離,右回り,,ロードカナロア,休明2走,距離延長,4,C
京都,10,OP,芝,1400,良(暫定),Lv5 ,14,グレイイングリーン,5歳以上,吉村誠之,池江泰寿,短距離,右回り,,ディープインパクト,,,5,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,15,レイベリング,5歳以上,国分恭介,鹿戸雄一,短距離,右回り,,Frankel,休明2走,,13,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,16,アスクワンタイム,5歳以上,川須栄彦,梅田智之,短距離,右回り,,ロードカナロア,,距離延長,7,D
京都,10,OP,芝,1400,良(暫定),Lv5 ,17,エコロブルーム,5歳以上,菱田裕二,加藤征弘,短距離,右回り,,ダイワメジャー,休明初戦,,10,D
